Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AGRIGENTO ,47091,29345,282,1193,
ALESSANDRIA DELLA ROCCA ,2612,1515,52,133,
ARAGONA ,7750,5186,100,303,
BIVONA ,3212,2113,58,126,
BURGIO ,2324,1619,71,180,
CALAMONACI ,1123,695,12,38,
CALTABELLOTTA ,3227,1933,43,114,
CAMASTRA ,1755,1156,16,53,
CAMMARATA ,5030,3710,109,240,
CAMPOBELLO DI LICATA ,8244,4979,65,183,
CANICATTI' ,27347,16814,270,763,
CASTELTERMINI ,6925,5097,95,275,
CASTROFILIPPO ,2456,1517,44,90,
CATTOLICA ERACLEA ,3178,2132,51,126,
CIANCIANA ,2938,1970,45,130,
COMITINI ,754,525,8,27,
FAVARA ,26948,15473,236,1117,
GROTTE ,4835,3017,71,230,
JOPPOLO GIANCAXIO ,1026,688,31,50,
LAMPEDUSA E LINOSA ,5053,2047,21,58,
LICATA ,29998,16042,279,644,
LUCCA SICULA ,1546,932,27,83,
MENFI ,10312,7269,134,413,
MONTALLEGRO ,2134,1461,55,107,
MONTEVAGO ,2453,1669,42,117,
NARO ,6593,3789,85,266,
PALMA DI MONTECHIARO ,18520,9601,197,600,
PORTO EMPEDOCLE ,13803,7872,87,362,
RACALMUTO ,6698,4303,78,266,
RAFFADALI ,10387,6574,91,264,
RAVANUSA ,9699,5439,70,252,
REALMONTE ,3610,2320,40,106,
RIBERA ,15571,9392,171,632,
SAMBUCA DI SICILIA ,4812,3634,75,200,
SAN BIAGIO PLATANI ,2969,1724,51,135,
SAN GIOVANNI GEMINI ,6666,4922,148,321,
SANT'ANGELO MUXARO ,1227,820,26,59,
SANTA ELISABETTA ,2050,1311,20,78,
SANTA MARGHERITA DI BELICE ,5222,3385,62,257,
SANTO STEFANO QUISQUINA ,4055,2709,94,293,
SCIACCA ,33264,22533,380,1197,
SICULIANA ,3802,2501,58,162,
VILLAFRANCA SICULA ,1130,797,41,87,
