Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AGLIANO TERME ,1344,1006,14,32,
ALBUGNANO ,391,260,3,7,
ANTIGNANO ,849,640,9,23,
ARAMENGO ,514,371,3,14,
ASTI ,57790,42323,313,1309,
AZZANO D'ASTI ,333,250,1,4,
BALDICHIERI D'ASTI ,774,591,4,16,
BELVEGLIO ,256,205,1,8,
BERZANO DI SAN PIETRO ,316,253,0,10,
BRUNO ,285,225,2,5,
BUBBIO ,707,550,10,41,
BUTTIGLIERA D'ASTI ,2043,1637,10,55,
CALAMANDRANA ,1349,1064,18,56,
CALLIANO ,1096,788,15,48,
CALOSSO ,994,755,11,44,
CAMERANO CASASCO ,364,278,3,10,
CANELLI ,7615,5678,71,230,
CANTARANA ,755,611,7,36,
CAPRIGLIO ,225,188,1,6,
CASORZO ,540,404,5,27,
CASSINASCO ,447,341,5,15,
CASTAGNOLE DELLE LANZE ,2847,2210,33,110,
CASTAGNOLE MONFERRATO ,990,699,11,29,
CASTEL BOGLIONE ,493,355,5,12,
CASTEL ROCCHERO ,303,214,1,4,
CASTELL'ALFERO ,2228,1689,18,56,
CASTELLERO ,262,217,2,7,
CASTELLETTO MOLINA ,125,94,1,7,
CASTELLO DI ANNONE ,1457,1124,13,47,
CASTELNUOVO BELBO ,674,507,7,17,
CASTELNUOVO CALCEA ,618,438,13,21,
CASTELNUOVO DON BOSCO ,2530,1864,17,81,
CELLARENGO ,588,479,6,26,
CELLE ENOMONDO ,401,291,5,13,
CERRETO D'ASTI ,183,146,4,7,
CERRO TANARO ,499,397,3,15,
CESSOLE ,304,212,4,18,
CHIUSANO D'ASTI ,189,159,3,7,
CINAGLIO ,364,283,0,15,
CISTERNA D'ASTI ,940,762,9,41,
COAZZOLO ,227,181,1,10,
COCCONATO ,1202,852,6,23,
CORSIONE ,153,115,1,2,
CORTANDONE ,265,192,3,9,
CORTANZE ,217,163,1,2,
CORTAZZONE ,509,358,4,15,
CORTIGLIONE ,440,324,4,11,
COSSOMBRATO ,385,303,3,13,
COSTIGLIOLE D'ASTI ,4641,3405,41,165,
CUNICO ,379,294,4,15,
DUSINO SAN MICHELE ,815,598,7,21,
FERRERE ,1231,947,5,37,
FONTANILE ,422,320,1,19,
FRINCO ,568,427,6,31,
GRANA ,510,357,6,21,
GRAZZANO BADOGLIO ,492,346,1,14,
INCISA SCAPACCINO ,1675,1226,16,59,
ISOLA D'ASTI ,1691,1271,18,55,
LOAZZOLO ,273,177,3,13,
MARANZANA ,209,160,4,11,
MARETTO ,313,256,1,5,
MOASCA ,386,290,6,21,
MOMBALDONE ,188,137,3,8,
MOMBARUZZO ,838,650,14,40,
MOMBERCELLI ,1750,1312,17,52,
MONALE ,766,609,3,15,
MONASTERO BORMIDA ,779,612,11,32,
MONCALVO ,2486,1848,19,73,
MONCUCCO TORINESE ,711,546,8,22,
MONGARDINO ,800,614,7,19,
MONTABONE ,299,208,3,12,
MONTAFIA ,753,582,7,23,
MONTALDO SCARAMPI ,623,468,4,22,
MONTECHIARO D'ASTI ,1041,812,7,49,
MONTEGROSSO D'ASTI ,1824,1406,24,51,
MONTEMAGNO ,934,683,12,18,
MONTIGLIO MONFERRATO ,1355,942,15,64,
MORANSENGO ,183,137,6,7,
NIZZA MONFERRATO ,7658,5834,53,213,
OLMO GENTILE ,73,39,0,0,
PASSERANO MARMORITO ,365,281,0,11,
PENANGO ,415,315,7,13,
PIEA ,477,352,5,20,
PINO D'ASTI ,166,129,0,5,
PIOVA' MASSAIA ,513,380,10,28,
PORTACOMARO ,1637,1231,9,30,
QUARANTI ,165,130,1,4,
REFRANCORE ,1340,1013,10,37,
REVIGLIASCO D'ASTI ,713,563,7,22,
ROATTO ,310,255,4,15,
ROBELLA ,421,316,3,7,
ROCCA D'ARAZZO ,793,581,6,21,
ROCCAVERANO ,369,245,5,15,
ROCCHETTA PALAFEA ,295,197,5,9,
ROCCHETTA TANARO ,1112,857,12,38,
SAN DAMIANO D'ASTI ,6027,4550,47,229,
SAN GIORGIO SCARAMPI ,95,66,4,10,
SAN MARTINO ALFIERI ,568,449,5,16,
SAN MARZANO OLIVETO ,832,641,11,33,
SAN PAOLO SOLBRITO ,948,777,4,20,
SCURZOLENGO ,465,345,5,11,
SEROLE ,114,84,1,5,
SESSAME ,224,177,1,8,
SETTIME ,400,304,1,9,
SOGLIO ,130,111,1,1,
TIGLIOLE ,1427,1054,16,47,
TONCO ,707,533,10,19,
TONENGO ,175,111,2,4,
VAGLIO SERRA ,211,166,6,9,
VALFENERA ,1900,1499,21,62,
VESIME ,495,343,3,17,
VIALE D'ASTI ,204,140,2,4,
VIARIGI ,797,612,5,27,
VIGLIANO D'ASTI ,696,524,7,25,
VILLA SAN SECONDO ,341,250,1,10,
VILLAFRANCA D'ASTI ,2396,1796,17,73,
VILLANOVA D'ASTI ,4296,3321,33,141,
VINCHIO ,508,369,2,16,
