Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ASSISI ,21379,17035,166,621,
BASTIA UMBRA ,16127,13179,119,412,
BETTONA ,3292,2711,32,99,
BEVAGNA ,4018,3147,53,141,
CAMPELLO SUL CLITUNNO ,1985,1509,14,54,
CANNARA ,3333,2716,33,95,
CASCIA ,2597,1847,40,118,
CASTEL RITALDI ,2451,1945,20,89,
CASTIGLIONE DEL LAGO ,11632,9298,66,250,
CERRETO DI SPOLETO ,887,663,14,30,
CITERNA ,2673,2253,23,75,
CITTA' DELLA PIEVE ,5976,4822,44,154,
CITTA' DI CASTELLO ,30939,25290,275,910,
COLLAZZONE ,2538,2045,24,64,
CORCIANO ,15523,12721,83,344,
COSTACCIARO ,1034,780,6,16,
DERUTA ,7227,5858,59,230,
FOLIGNO ,43026,33977,265,1052,
FOSSATO DI VICO ,2020,1555,10,33,
FRATTA TODINA ,1424,1196,13,38,
GIANO DELL'UMBRIA ,2598,2014,29,84,
GUALDO CATTANEO ,4686,3790,41,125,
GUALDO TADINO ,11830,9263,127,331,
GUBBIO ,25781,20965,179,609,
LISCIANO NICCONE ,452,355,6,13,
MAGIONE ,11238,8810,75,292,
MARSCIANO ,13923,11598,110,351,
MASSA MARTANA ,2892,2270,40,120,
MONTE CASTELLO DI VIBIO ,1290,1030,15,34,
MONTE SANTA MARIA TIBERINA ,938,753,6,18,
MONTEFALCO ,4543,3492,40,161,
MONTELEONE DI SPOLETO ,514,365,12,32,
MONTONE ,1287,1091,18,37,
NOCERA UMBRA ,4663,3537,53,193,
NORCIA ,3728,2842,29,107,
PACIANO ,775,659,8,14,
PANICALE ,4275,3517,35,90,
PASSIGNANO SUL TRASIMENO ,4259,3389,35,101,
PERUGIA ,123619,99755,602,2504,
PIEGARO ,2925,2295,19,59,
PIETRALUNGA ,1755,1322,26,66,
POGGIODOMO ,129,66,1,1,
PRECI ,621,449,5,15,
SAN GIUSTINO ,8890,7375,76,236,
SANT'ANATOLIA DI NARCO ,454,324,4,20,
SCHEGGIA E PASCELUPO ,1189,880,9,29,
SCHEGGINO ,371,281,6,22,
SELLANO ,937,682,6,28,
SIGILLO ,1992,1581,16,38,
SPELLO ,6944,5771,57,190,
SPOLETO ,29941,23009,175,771,
TODI ,13234,10245,112,352,
TORGIANO ,5100,4168,25,126,
TREVI ,6382,5084,46,158,
TUORO SUL TRASIMENO ,2893,2288,21,65,
UMBERTIDE ,11943,9971,87,276,
VALFABBRICA ,2732,2125,34,117,
VALLO DI NERA ,298,236,3,14,
VALTOPINA ,1091,847,13,37,
