Ente,Candidato,Liste/Gruppi,Voti lista,,
AIELLO DEL FRIULI,PIER LUIGI BERSANI AIELLO DEL FRIULI,PARTITO DEMOCRATICO,404,,
AIELLO DEL FRIULI,,SINISTRA ECOLOGIA LIBERTA',40,,
AIELLO DEL FRIULI,,CENTRO DEMOCRATICO,6,,
AIELLO DEL FRIULI,SILVIO BERLUSCONI AIELLO DEL FRIULI,IL POPOLO DELLA LIBERTA',194,,
AIELLO DEL FRIULI,,LEGA NORD,87,,
AIELLO DEL FRIULI,,FRATELLI D'ITALIA,26,,
AIELLO DEL FRIULI,,LA DESTRA,4,,
AIELLO DEL FRIULI,GIUSEPPE PIERO GRILLO AIELLO DEL FRIULI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,359,,
AIELLO DEL FRIULI,MARIO MONTI AIELLO DEL FRIULI,CON MONTI PER L'ITALIA,165,,
AIELLO DEL FRIULI,ANTONIO INGROIA AIELLO DEL FRIULI,RIVOLUZIONE CIVILE,25,,
AIELLO DEL FRIULI,OSCAR FULVIO GIANNINO AIELLO DEL FRIULI,FARE PER FERMARE IL DECLINO,10,,
AIELLO DEL FRIULI,ROBERTO FIORE AIELLO DEL FRIULI,FORZA NUOVA,9,,
AIELLO DEL FRIULI,LUCA ROMAGNOLI AIELLO DEL FRIULI,FIAMMA TRICOLORE,14,,
AMARO,PIER LUIGI BERSANI AMARO,PARTITO DEMOCRATICO,117,,
AMARO,,SINISTRA ECOLOGIA LIBERTA',22,,
AMARO,,CENTRO DEMOCRATICO,1,,
AMARO,SILVIO BERLUSCONI AMARO,IL POPOLO DELLA LIBERTA',70,,
AMARO,,LEGA NORD,26,,
AMARO,,LA DESTRA,5,,
AMARO,,FRATELLI D'ITALIA,3,,
AMARO,GIUSEPPE PIERO GRILLO AMARO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,125,,
AMARO,MARIO MONTI AMARO,CON MONTI PER L'ITALIA,69,,
AMARO,ANTONIO INGROIA AMARO,RIVOLUZIONE CIVILE,12,,
AMARO,OSCAR FULVIO GIANNINO AMARO,FARE PER FERMARE IL DECLINO,7,,
AMARO,ROBERTO FIORE AMARO,FORZA NUOVA,2,,
AMARO,LUCA ROMAGNOLI AMARO,FIAMMA TRICOLORE,3,,
AMPEZZO,PIER LUIGI BERSANI AMPEZZO,PARTITO DEMOCRATICO,194,,
AMPEZZO,,SINISTRA ECOLOGIA LIBERTA',14,,
AMPEZZO,,CENTRO DEMOCRATICO,1,,
AMPEZZO,SILVIO BERLUSCONI AMPEZZO,IL POPOLO DELLA LIBERTA',72,,
AMPEZZO,,LEGA NORD,40,,
AMPEZZO,,LA DESTRA,8,,
AMPEZZO,,FRATELLI D'ITALIA,2,,
AMPEZZO,GIUSEPPE PIERO GRILLO AMPEZZO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,80,,
AMPEZZO,MARIO MONTI AMPEZZO,CON MONTI PER L'ITALIA,91,,
AMPEZZO,ANTONIO INGROIA AMPEZZO,RIVOLUZIONE CIVILE,5,,
AMPEZZO,OSCAR FULVIO GIANNINO AMPEZZO,FARE PER FERMARE IL DECLINO,4,,
AMPEZZO,ROBERTO FIORE AMPEZZO,FORZA NUOVA,3,,
AMPEZZO,LUCA ROMAGNOLI AMPEZZO,FIAMMA TRICOLORE,2,,
AQUILEIA,PIER LUIGI BERSANI AQUILEIA,PARTITO DEMOCRATICO,819,,
AQUILEIA,,SINISTRA ECOLOGIA LIBERTA',67,,
AQUILEIA,,CENTRO DEMOCRATICO,3,,
AQUILEIA,SILVIO BERLUSCONI AQUILEIA,IL POPOLO DELLA LIBERTA',290,,
AQUILEIA,,LEGA NORD,88,,
AQUILEIA,,FRATELLI D'ITALIA,30,,
AQUILEIA,,LA DESTRA,12,,
AQUILEIA,GIUSEPPE PIERO GRILLO AQUILEIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,573,,
AQUILEIA,MARIO MONTI AQUILEIA,CON MONTI PER L'ITALIA,143,,
AQUILEIA,ANTONIO INGROIA AQUILEIA,RIVOLUZIONE CIVILE,76,,
AQUILEIA,OSCAR FULVIO GIANNINO AQUILEIA,FARE PER FERMARE IL DECLINO,20,,
AQUILEIA,ROBERTO FIORE AQUILEIA,FORZA NUOVA,11,,
AQUILEIA,LUCA ROMAGNOLI AQUILEIA,FIAMMA TRICOLORE,8,,
ARTA TERME,PIER LUIGI BERSANI ARTA TERME,PARTITO DEMOCRATICO,251,,
ARTA TERME,,SINISTRA ECOLOGIA LIBERTA',27,,
ARTA TERME,,CENTRO DEMOCRATICO,6,,
ARTA TERME,SILVIO BERLUSCONI ARTA TERME,IL POPOLO DELLA LIBERTA',254,,
ARTA TERME,,LEGA NORD,107,,
ARTA TERME,,LA DESTRA,23,,
ARTA TERME,,FRATELLI D'ITALIA,8,,
ARTA TERME,GIUSEPPE PIERO GRILLO ARTA TERME,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,261,,
ARTA TERME,MARIO MONTI ARTA TERME,CON MONTI PER L'ITALIA,128,,
ARTA TERME,ANTONIO INGROIA ARTA TERME,RIVOLUZIONE CIVILE,18,,
ARTA TERME,OSCAR FULVIO GIANNINO ARTA TERME,FARE PER FERMARE IL DECLINO,4,,
ARTA TERME,ROBERTO FIORE ARTA TERME,FORZA NUOVA,5,,
ARTA TERME,LUCA ROMAGNOLI ARTA TERME,FIAMMA TRICOLORE,14,,
ARTEGNA,PIER LUIGI BERSANI ARTEGNA,PARTITO DEMOCRATICO,433,,
ARTEGNA,,SINISTRA ECOLOGIA LIBERTA',28,,
ARTEGNA,,CENTRO DEMOCRATICO,4,,
ARTEGNA,SILVIO BERLUSCONI ARTEGNA,IL POPOLO DELLA LIBERTA',293,,
ARTEGNA,,LEGA NORD,167,,
ARTEGNA,,FRATELLI D'ITALIA,21,,
ARTEGNA,,LA DESTRA,16,,
ARTEGNA,GIUSEPPE PIERO GRILLO ARTEGNA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,349,,
ARTEGNA,MARIO MONTI ARTEGNA,CON MONTI PER L'ITALIA,282,,
ARTEGNA,ANTONIO INGROIA ARTEGNA,RIVOLUZIONE CIVILE,25,,
ARTEGNA,OSCAR FULVIO GIANNINO ARTEGNA,FARE PER FERMARE IL DECLINO,21,,
ARTEGNA,ROBERTO FIORE ARTEGNA,FORZA NUOVA,6,,
ARTEGNA,LUCA ROMAGNOLI ARTEGNA,FIAMMA TRICOLORE,8,,
ATTIMIS,PIER LUIGI BERSANI ATTIMIS,PARTITO DEMOCRATICO,258,,
ATTIMIS,,SINISTRA ECOLOGIA LIBERTA',13,,
ATTIMIS,,CENTRO DEMOCRATICO,4,,
ATTIMIS,SILVIO BERLUSCONI ATTIMIS,IL POPOLO DELLA LIBERTA',188,,
ATTIMIS,,LEGA NORD,110,,
ATTIMIS,,FRATELLI D'ITALIA,14,,
ATTIMIS,,LA DESTRA,10,,
ATTIMIS,GIUSEPPE PIERO GRILLO ATTIMIS,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,278,,
ATTIMIS,MARIO MONTI ATTIMIS,CON MONTI PER L'ITALIA,143,,
ATTIMIS,ANTONIO INGROIA ATTIMIS,RIVOLUZIONE CIVILE,11,,
ATTIMIS,OSCAR FULVIO GIANNINO ATTIMIS,FARE PER FERMARE IL DECLINO,14,,
ATTIMIS,ROBERTO FIORE ATTIMIS,FORZA NUOVA,8,,
ATTIMIS,LUCA ROMAGNOLI ATTIMIS,FIAMMA TRICOLORE,5,,
BAGNARIA ARSA,PIER LUIGI BERSANI BAGNARIA ARSA,PARTITO DEMOCRATICO,678,,
BAGNARIA ARSA,,SINISTRA ECOLOGIA LIBERTA',45,,
BAGNARIA ARSA,,CENTRO DEMOCRATICO,9,,
BAGNARIA ARSA,SILVIO BERLUSCONI BAGNARIA ARSA,IL POPOLO DELLA LIBERTA',286,,
BAGNARIA ARSA,,LEGA NORD,112,,
BAGNARIA ARSA,,FRATELLI D'ITALIA,20,,
