Ente,Candidato,Liste/Gruppi,Voti lista,,
ALTOPASCIO,PIER LUIGI BERSANI ALTOPASCIO,PARTITO DEMOCRATICO,1983,,
ALTOPASCIO,,SINISTRA ECOLOGIA LIBERTA',164,,
ALTOPASCIO,,CENTRO DEMOCRATICO,26,,
ALTOPASCIO,SILVIO BERLUSCONI ALTOPASCIO,IL POPOLO DELLA LIBERTA',2075,,
ALTOPASCIO,,FRATELLI D'ITALIA,101,,
ALTOPASCIO,,LEGA NORD,66,,
ALTOPASCIO,,LA DESTRA,54,,
ALTOPASCIO,,MIR - MODERATI IN RIVOLUZIONE,11,,
ALTOPASCIO,GIUSEPPE PIERO GRILLO ALTOPASCIO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,2111,,
ALTOPASCIO,MARIO MONTI ALTOPASCIO,CON MONTI PER L'ITALIA,560,,
ALTOPASCIO,ANTONIO INGROIA ALTOPASCIO,RIVOLUZIONE CIVILE,125,,
ALTOPASCIO,OSCAR FULVIO GIANNINO ALTOPASCIO,FARE PER FERMARE IL DECLINO,43,,
ALTOPASCIO,MARCO FERRANDO ALTOPASCIO,PARTITO COMUNISTA DEI LAVORATORI,70,,
ALTOPASCIO,ROBERTO FIORE ALTOPASCIO,FORZA NUOVA,50,,
ALTOPASCIO,GIACINTO MARCO PANNELLA ALTOPASCIO,LISTA AMNISTIA GIUSTIZIA LIBERTA',21,,
ALTOPASCIO,SIMONE DI STEFANO ALTOPASCIO,CASAPOUND ITALIA,19,,
BAGNI DI LUCCA,PIER LUIGI BERSANI BAGNI DI LUCCA,PARTITO DEMOCRATICO,788,,
BAGNI DI LUCCA,,SINISTRA ECOLOGIA LIBERTA',65,,
BAGNI DI LUCCA,,CENTRO DEMOCRATICO,11,,
BAGNI DI LUCCA,SILVIO BERLUSCONI BAGNI DI LUCCA,IL POPOLO DELLA LIBERTA',803,,
BAGNI DI LUCCA,,FRATELLI D'ITALIA,38,,
BAGNI DI LUCCA,,LA DESTRA,37,,
BAGNI DI LUCCA,,LEGA NORD,23,,
BAGNI DI LUCCA,,MIR - MODERATI IN RIVOLUZIONE,3,,
BAGNI DI LUCCA,GIUSEPPE PIERO GRILLO BAGNI DI LUCCA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,924,,
