Ente,Candidato,Liste/Gruppi,Voti lista,,
AVETRANA,PIER LUIGI BERSANI AVETRANA,PARTITO DEMOCRATICO,818,,
AVETRANA,,SINISTRA ECOLOGIA LIBERTA',202,,
AVETRANA,,CENTRO DEMOCRATICO,8,,
AVETRANA,SILVIO BERLUSCONI AVETRANA,IL POPOLO DELLA LIBERTA',1330,,
AVETRANA,,FRATELLI D'ITALIA,101,,
AVETRANA,,GRANDE SUD,18,,
AVETRANA,,MIR - MODERATI IN RIVOLUZIONE,9,,
AVETRANA,,LA DESTRA,5,,
AVETRANA,,PARTITO PENSIONATI,5,,
AVETRANA,,LEGA NORD,2,,
AVETRANA,,INTESA POPOLARE,1,,
AVETRANA,GIUSEPPE PIERO GRILLO AVETRANA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,474,,
AVETRANA,MARIO MONTI AVETRANA,CON MONTI PER L'ITALIA,139,,
AVETRANA,ANTONIO INGROIA AVETRANA,RIVOLUZIONE CIVILE,38,,
AVETRANA,OSCAR FULVIO GIANNINO AVETRANA,FARE PER FERMARE IL DECLINO,3,,
AVETRANA,MARCO FERRANDO AVETRANA,PARTITO COMUNISTA DEI LAVORATORI,3,,
AVETRANA,ROBERTO FIORE AVETRANA,FORZA NUOVA,4,,
AVETRANA,GIACINTO MARCO PANNELLA AVETRANA,LISTA AMNISTIA GIUSTIZIA LIBERTA',12,,
AVETRANA,LUCA ROMAGNOLI AVETRANA,FIAMMA TRICOLORE,9,,
AVETRANA,SIMONE DI STEFANO AVETRANA,CASAPOUND ITALIA,3,,
AVETRANA,ADRIANO LOTITO AVETRANA,PARTITO DI ALTERNATIVA COMUNISTA,10,,
AVETRANA,ANTONIO CORSI AVETRANA,TUTTI INSIEME PER L'ITALIA,2,,
AVETRANA,GABRIELE NAPPI AVETRANA,MOVIMENTO NATURALISTA ITALIANO,0,,
CAROSINO,PIER LUIGI BERSANI CAROSINO,PARTITO DEMOCRATICO,891,,
CAROSINO,,SINISTRA ECOLOGIA LIBERTA',326,,
CAROSINO,,CENTRO DEMOCRATICO,55,,
CAROSINO,SILVIO BERLUSCONI CAROSINO,IL POPOLO DELLA LIBERTA',756,,
CAROSINO,,GRANDE SUD,39,,
CAROSINO,,FRATELLI D'ITALIA,19,,
CAROSINO,,PARTITO PENSIONATI,13,,
CAROSINO,,LA DESTRA,12,,
CAROSINO,,MIR - MODERATI IN RIVOLUZIONE,5,,
CAROSINO,,LEGA NORD,2,,
CAROSINO,,INTESA POPOLARE,2,,
CAROSINO,GIUSEPPE PIERO GRILLO CAROSINO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,832,,
CAROSINO,MARIO MONTI CAROSINO,CON MONTI PER L'ITALIA,384,,
CAROSINO,ANTONIO INGROIA CAROSINO,RIVOLUZIONE CIVILE,93,,
CAROSINO,OSCAR FULVIO GIANNINO CAROSINO,FARE PER FERMARE IL DECLINO,6,,
CAROSINO,MARCO FERRANDO CAROSINO,PARTITO COMUNISTA DEI LAVORATORI,15,,
CAROSINO,ROBERTO FIORE CAROSINO,FORZA NUOVA,2,,
CAROSINO,GIACINTO MARCO PANNELLA CAROSINO,LISTA AMNISTIA GIUSTIZIA LIBERTA',17,,
CAROSINO,LUCA ROMAGNOLI CAROSINO,FIAMMA TRICOLORE,7,,
CAROSINO,SIMONE DI STEFANO CAROSINO,CASAPOUND ITALIA,7,,
CAROSINO,ADRIANO LOTITO CAROSINO,PARTITO DI ALTERNATIVA COMUNISTA,5,,
CAROSINO,ANTONIO CORSI CAROSINO,TUTTI INSIEME PER L'ITALIA,2,,
CAROSINO,GABRIELE NAPPI CAROSINO,MOVIMENTO NATURALISTA ITALIANO,2,,
CASTELLANETA,PIER LUIGI BERSANI CASTELLANETA,PARTITO DEMOCRATICO,1615,,
CASTELLANETA,,SINISTRA ECOLOGIA LIBERTA',539,,
CASTELLANETA,,CENTRO DEMOCRATICO,44,,
CASTELLANETA,SILVIO BERLUSCONI CASTELLANETA,IL POPOLO DELLA LIBERTA',2916,,
CASTELLANETA,,FRATELLI D'ITALIA,102,,
CASTELLANETA,,PARTITO PENSIONATI,42,,
CASTELLANETA,,GRANDE SUD,36,,
CASTELLANETA,,LA DESTRA,32,,
CASTELLANETA,,MIR - MODERATI IN RIVOLUZIONE,11,,
CASTELLANETA,,INTESA POPOLARE,8,,
CASTELLANETA,,LEGA NORD,7,,
CASTELLANETA,GIUSEPPE PIERO GRILLO CASTELLANETA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,2287,,
CASTELLANETA,MARIO MONTI CASTELLANETA,CON MONTI PER L'ITALIA,711,,
CASTELLANETA,ANTONIO INGROIA CASTELLANETA,RIVOLUZIONE CIVILE,125,,
CASTELLANETA,OSCAR FULVIO GIANNINO CASTELLANETA,FARE PER FERMARE IL DECLINO,27,,
CASTELLANETA,MARCO FERRANDO CASTELLANETA,PARTITO COMUNISTA DEI LAVORATORI,16,,
CASTELLANETA,ROBERTO FIORE CASTELLANETA,FORZA NUOVA,18,,
CASTELLANETA,GIACINTO MARCO PANNELLA CASTELLANETA,LISTA AMNISTIA GIUSTIZIA LIBERTA',25,,
CASTELLANETA,LUCA ROMAGNOLI CASTELLANETA,FIAMMA TRICOLORE,26,,
CASTELLANETA,SIMONE DI STEFANO CASTELLANETA,CASAPOUND ITALIA,21,,
CASTELLANETA,ADRIANO LOTITO CASTELLANETA,PARTITO DI ALTERNATIVA COMUNISTA,27,,
CASTELLANETA,ANTONIO CORSI CASTELLANETA,TUTTI INSIEME PER L'ITALIA,5,,
CASTELLANETA,GABRIELE NAPPI CASTELLANETA,MOVIMENTO NATURALISTA ITALIANO,8,,
CRISPIANO,PIER LUIGI BERSANI CRISPIANO,PARTITO DEMOCRATICO,1366,,
CRISPIANO,,SINISTRA ECOLOGIA LIBERTA',396,,
CRISPIANO,,CENTRO DEMOCRATICO,17,,
CRISPIANO,SILVIO BERLUSCONI CRISPIANO,IL POPOLO DELLA LIBERTA',2165,,
CRISPIANO,,FRATELLI D'ITALIA,76,,
CRISPIANO,,GRANDE SUD,42,,
CRISPIANO,,PARTITO PENSIONATI,36,,
CRISPIANO,,LA DESTRA,31,,
CRISPIANO,,INTESA POPOLARE,11,,
CRISPIANO,,MIR - MODERATI IN RIVOLUZIONE,6,,
CRISPIANO,,LEGA NORD,1,,
CRISPIANO,GIUSEPPE PIERO GRILLO CRISPIANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1826,,
CRISPIANO,MARIO MONTI CRISPIANO,CON MONTI PER L'ITALIA,614,,
CRISPIANO,ANTONIO INGROIA CRISPIANO,RIVOLUZIONE CIVILE,205,,
CRISPIANO,OSCAR FULVIO GIANNINO CRISPIANO,FARE PER FERMARE IL DECLINO,13,,
CRISPIANO,MARCO FERRANDO CRISPIANO,PARTITO COMUNISTA DEI LAVORATORI,14,,
CRISPIANO,ROBERTO FIORE CRISPIANO,FORZA NUOVA,10,,
CRISPIANO,GIACINTO MARCO PANNELLA CRISPIANO,LISTA AMNISTIA GIUSTIZIA LIBERTA',25,,
CRISPIANO,LUCA ROMAGNOLI CRISPIANO,FIAMMA TRICOLORE,23,,
CRISPIANO,SIMONE DI STEFANO CRISPIANO,CASAPOUND ITALIA,10,,
CRISPIANO,ADRIANO LOTITO CRISPIANO,PARTITO DI ALTERNATIVA COMUNISTA,18,,
CRISPIANO,ANTONIO CORSI CRISPIANO,TUTTI INSIEME PER L'ITALIA,8,,
CRISPIANO,GABRIELE NAPPI CRISPIANO,MOVIMENTO NATURALISTA ITALIANO,3,,
FAGGIANO,PIER LUIGI BERSANI FAGGIANO,PARTITO DEMOCRATICO,445,,
FAGGIANO,,SINISTRA ECOLOGIA LIBERTA',124,,
FAGGIANO,,CENTRO DEMOCRATICO,7,,
FAGGIANO,SILVIO BERLUSCONI FAGGIANO,IL POPOLO DELLA LIBERTA',513,,
FAGGIANO,,FRATELLI D'ITALIA,24,,
FAGGIANO,,PARTITO PENSIONATI,9,,
FAGGIANO,,LA DESTRA,8,,
FAGGIANO,,GRANDE SUD,4,,
FAGGIANO,,LEGA NORD,1,,
FAGGIANO,,MIR - MODERATI IN RIVOLUZIONE,1,,
FAGGIANO,,INTESA POPOLARE,0,,
