Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
CAPRIVA DEL FRIULI ,1335,1082,11,44,
CORMONS ,5763,4527,29,141,
DOBERDO' DEL LAGO ,1087,901,4,20,
DOLEGNA DEL COLLIO ,297,228,4,14,
FARRA D'ISONZO ,1361,1111,8,38,
FOGLIANO REDIPUGLIA ,2355,1880,16,53,
GORIZIA ,26216,20022,133,565,
GRADISCA D'ISONZO ,5101,4127,25,104,
GRADO ,6664,5050,35,171,
MARIANO DEL FRIULI ,1250,1006,11,29,
MEDEA ,762,610,6,17,
MONFALCONE ,18725,14161,90,379,
MORARO ,599,448,4,13,
MOSSA ,1249,1001,16,39,
ROMANS D'ISONZO ,2893,2349,23,65,
RONCHI DEI LEGIONARI ,8848,7060,41,172,
SAGRADO ,1679,1369,7,32,
SAN CANZIAN D'ISONZO ,4791,3896,20,106,
SAN FLORIANO DEL COLLIO ,626,519,13,34,
SAN LORENZO ISONTINO ,1228,994,8,35,
SAN PIER D'ISONZO ,1559,1338,15,41,
SAVOGNA D'ISONZO ,1320,1070,14,45,
STARANZANO ,5371,4446,31,115,
TURRIACO ,2100,1785,6,43,
VILLESSE ,1320,1087,17,46,
