Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALTIVOLE ,4891,4171,14,107,
ARCADE ,3278,2725,14,84,
ASOLO ,6212,5146,40,184,
BORSO DEL GRAPPA ,4444,3669,26,117,
BREDA DI PIAVE ,5853,4824,38,126,
CAERANO DI SAN MARCO ,5705,4729,38,140,
CAPPELLA MAGGIORE ,3706,2981,34,125,
CARBONERA ,8546,7079,42,182,
CASALE SUL SILE ,9765,8174,44,213,
CASIER ,8353,7122,37,177,
CASTELCUCCO ,1572,1222,5,31,
CASTELFRANCO VENETO ,25030,20863,127,531,
CASTELLO DI GODEGO ,5297,4523,27,108,
CAVASO DEL TOMBA ,2184,1763,11,80,
CESSALTO ,2654,2134,24,80,
CHIARANO ,2582,2097,15,87,
CIMADOLMO ,2393,1925,8,50,
CISON DI VALMARINO ,1999,1522,15,63,
CODOGNE' ,4010,3240,28,129,
COLLE UMBERTO ,4060,3292,35,144,
CONEGLIANO ,25652,20542,154,524,
CORDIGNANO ,5394,4281,38,152,
CORNUDA ,4450,3701,24,144,
CRESPANO DEL GRAPPA ,3208,2488,19,85,
CROCETTA DEL MONTELLO ,4586,3668,32,140,
FARRA DI SOLIGO ,6438,5254,35,201,
FOLLINA ,2904,2309,16,83,
FONTANELLE ,4313,3527,35,144,
FONTE ,3941,3294,36,127,
FREGONA ,2424,1854,19,68,
GAIARINE ,4616,3850,33,158,
GIAVERA DEL MONTELLO ,3755,3087,25,92,
GODEGA DI SANT'URBANO ,4643,3828,35,146,
GORGO AL MONTICANO ,3091,2542,19,127,
ISTRANA ,6654,5570,37,191,
LORIA ,6534,5654,41,191,
MANSUE' ,3390,2751,25,101,
MARENO DI PIAVE ,7311,6004,47,258,
MASER ,3925,3314,25,151,
MASERADA SUL PIAVE ,6962,5718,32,196,
MEDUNA DI LIVENZA ,2082,1686,16,51,
MIANE ,2567,2062,13,73,
MOGLIANO VENETO ,21659,17598,113,402,
MONASTIER DI TREVISO ,3195,2656,15,77,
MONFUMO ,1140,927,11,39,
MONTEBELLUNA ,22591,18131,112,549,
MORGANO ,3423,2854,23,91,
MORIAGO DELLA BATTAGLIA ,1925,1592,15,59,
MOTTA DI LIVENZA ,7464,6088,45,206,
NERVESA DELLA BATTAGLIA ,5193,4244,20,134,
ODERZO ,14832,12088,91,327,
ORMELLE ,3077,2575,26,98,
ORSAGO ,2891,2337,22,86,
PADERNO DEL GRAPPA ,1524,1247,10,42,
PAESE ,16229,13633,60,378,
PEDEROBBA ,5448,4327,32,150,
PIEVE DI SOLIGO ,8306,6636,55,229,
PONTE DI PIAVE ,5678,4618,32,165,
PONZANO VENETO ,9204,7721,40,172,
PORTOBUFFOLE' ,577,488,2,14,
POSSAGNO ,1508,1192,9,47,
POVEGLIANO ,3895,3222,24,100,
PREGANZIOL ,13005,10838,60,253,
QUINTO DI TREVISO ,7308,6070,39,167,
REFRONTOLO ,1407,1098,7,39,
RESANA ,6762,5725,27,172,
REVINE LAGO ,1745,1349,4,37,
RIESE PIO X ,7943,6753,33,206,
RONCADE ,11073,9169,70,311,
SALGAREDA ,4665,3876,26,125,
SAN BIAGIO DI CALLALTA ,9666,7929,60,260,
SAN FIOR ,5063,4095,23,137,
SAN PIETRO DI FELETTO ,4299,3539,24,98,
SAN POLO DI PIAVE ,3363,2571,30,92,
SAN VENDEMIANO ,7614,6190,43,217,
SAN ZENONE DEGLI EZZELINI ,5003,4279,30,167,
SANTA LUCIA DI PIAVE ,6594,5404,33,183,
SARMEDE ,2423,1912,10,60,
SEGUSINO ,1479,1225,9,46,
SERNAGLIA DELLA BATTAGLIA ,4582,3753,21,118,
SILEA ,7868,6484,38,179,
SPRESIANO ,8475,6749,40,194,
SUSEGANA ,8365,6756,79,246,
TARZO ,3557,2690,19,81,
TREVIGNANO ,7803,6435,42,191,
TREVISO ,62158,50463,263,1030,
VALDOBBIADENE ,8032,6289,36,257,
VAZZOLA ,4872,3955,29,156,
VEDELAGO ,11998,10073,42,280,
VIDOR ,2715,2257,20,91,
VILLORBA ,13835,11349,60,333,
VITTORIO VENETO ,22303,17640,117,538,
VOLPAGO DEL MONTELLO ,7845,6375,55,225,
ZENSON DI PIAVE ,1310,1116,11,41,
ZERO BRANCO ,8392,6958,46,201,
