Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ABBASANTA ,2191,1512,11,45,
AIDOMAGGIORE ,368,227,0,10,
ALBAGIARA ,218,131,4,8,
ALES ,1173,829,14,27,
ALLAI ,281,206,3,9,
ARBOREA ,3042,2270,32,69,
ARDAULI ,783,527,6,15,
ASSOLO ,349,200,5,9,
ASUNI ,291,177,3,5,
BARADILI ,77,53,1,1,
BARATILI SAN PIETRO ,1027,695,7,23,
BARESSA ,587,407,8,25,
BAULADU ,524,370,2,22,
BIDONI' ,121,81,2,4,
BONARCADO ,1232,749,10,23,
BORONEDDU ,128,71,3,8,
BOSA ,6108,3924,39,101,
BUSACHI ,1123,667,27,47,
CABRAS ,7250,4851,42,141,
CUGLIERI ,2351,1455,16,41,
CURCURIS ,250,180,3,6,
FLUSSIO ,360,226,0,1,
FORDONGIANUS ,738,448,6,19,
GENONI ,697,387,5,19,
GHILARZA ,3502,2391,14,57,
GONNOSCODINA ,394,275,2,10,
GONNOSNO' ,654,396,4,14,
GONNOSTRAMATZA ,730,472,9,18,
LACONI ,1625,1114,7,27,
MAGOMADAS ,530,326,3,7,
MARRUBIU ,3820,2585,36,87,
MASULLAS ,859,557,8,27,
MILIS ,1215,800,9,22,
MODOLO ,145,98,2,5,
MOGORELLA ,375,224,1,7,
MOGORO ,3420,2194,6,56,
MONTRESTA ,435,251,3,7,
MORGONGIORI ,614,408,28,40,
NARBOLIA ,1360,877,10,30,
NEONELI ,544,328,2,10,
NORBELLO ,930,636,10,20,
NUGHEDU SANTA VITTORIA ,418,250,1,4,
NURACHI ,1383,922,10,43,
NURECI ,290,160,2,6,
OLLASTRA ,945,573,14,38,
ORISTANO ,24766,17659,120,395,
PALMAS ARBOREA ,1114,719,6,14,
PAU ,252,130,2,11,
PAULILATINO ,1813,1153,12,65,
POMPU ,217,159,4,9,
RIOLA SARDO ,1696,1037,10,36,
RUINAS ,586,363,11,22,
SAGAMA ,164,84,3,5,
SAMUGHEO ,2423,1510,11,52,
SAN NICOLO' D'ARCIDANO ,2076,1306,44,85,
SAN VERO MILIS ,2011,1300,14,36,
SANTA GIUSTA ,3700,2528,29,100,
SANTU LUSSURGIU ,1910,1139,10,48,
SCANO DI MONTIFERRO ,1224,714,11,31,
SEDILO ,1720,1069,8,35,
SENEGHE ,1419,911,11,35,
SENIS ,384,226,6,8,
SENNARIOLO ,143,86,4,5,
SIAMAGGIORE ,765,475,6,12,
SIAMANNA ,650,402,6,16,
SIAPICCIA ,289,154,1,12,
SIMALA ,296,194,2,3,
SIMAXIS ,1780,1243,10,39,
SINI ,426,285,3,11,
SIRIS ,184,117,3,6,
SODDI' ,100,58,0,1,
SOLARUSSA ,1936,1264,13,49,
SORRADILE ,342,196,4,7,
SUNI ,887,520,2,10,
TADASUNI ,151,96,0,5,
TERRALBA ,8143,5431,47,118,
TINNURA ,213,130,1,4,
TRAMATZA ,762,494,9,20,
TRESNURAGHES ,957,568,11,25,
ULA TIRSO ,450,229,4,9,
URAS ,2376,1472,19,48,
USELLUS ,684,415,8,22,
VILLA SANT'ANTONIO ,307,186,2,6,
VILLA VERDE ,270,176,2,5,
VILLANOVA TRUSCHEDU ,257,149,3,11,
VILLAURBANA ,1352,889,14,32,
ZEDDIANI ,921,567,2,11,
ZERFALIU ,868,523,12,20,
