Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALASSIO ,8826,6620,37,158,
ALBENGA ,18859,14560,109,437,
ALBISOLA SUPERIORE ,8717,7021,47,190,
ALBISSOLA MARINA ,4653,3861,18,76,
ALTARE ,1774,1309,12,45,
ANDORA ,6069,4622,43,128,
ARNASCO ,486,370,4,14,
BALESTRINO ,474,374,5,12,
BARDINETO ,575,388,4,7,
BERGEGGI ,958,774,2,19,
BOISSANO ,1967,1646,15,52,
BORGHETTO SANTO SPIRITO ,4045,2916,32,91,
BORGIO VEREZZI ,1910,1527,10,40,
BORMIDA ,347,231,6,21,
CAIRO MONTENOTTE ,10483,8105,90,380,
CALICE LIGURE ,1435,1131,13,47,
CALIZZANO ,1298,903,17,49,
CARCARE ,4494,3623,33,155,
CASANOVA LERRONE ,575,400,5,20,
CASTELBIANCO ,229,155,3,8,
CASTELVECCHIO DI ROCCA BARBENA ,141,102,2,5,
CELLE LIGURE ,4465,3641,25,89,
CENGIO ,2813,2127,31,91,
CERIALE ,4568,3393,25,94,
CISANO SUL NEVA ,1528,1226,12,37,
COSSERIA ,886,721,12,40,
DEGO ,1603,1220,16,43,
ERLI ,207,148,4,9,
FINALE LIGURE ,9765,7633,60,207,
GARLENDA ,950,729,7,30,
GIUSTENICE ,813,646,10,21,
GIUSVALLA ,366,271,3,7,
LAIGUEGLIA ,1473,1130,1,23,
LOANO ,9239,6951,59,179,
MAGLIOLO ,762,601,2,12,
MALLARE ,995,737,6,42,
MASSIMINO ,103,76,2,6,
MILLESIMO ,2740,2172,29,101,
MIOGLIA ,460,327,4,11,
MURIALDO ,677,519,9,27,
NASINO ,158,117,1,4,
NOLI ,2343,1826,11,52,
ONZO ,182,143,0,3,
ORCO FEGLINO ,734,565,7,17,
ORTOVERO ,1156,913,10,32,
OSIGLIA ,388,266,5,18,
PALLARE ,772,598,6,41,
PIANA CRIXIA ,704,509,8,26,
PIETRA LIGURE ,7343,5528,39,161,
PLODIO ,544,440,4,24,
PONTINVREA ,739,527,4,18,
QUILIANO ,6088,4978,37,126,
RIALTO ,472,362,5,14,
ROCCAVIGNALE ,608,466,9,28,
SASSELLO ,1538,1184,18,59,
SAVONA ,48778,38239,198,932,
SPOTORNO ,3226,2473,9,60,
STELLA ,2539,1935,18,46,
STELLANELLO ,680,499,1,13,
TESTICO ,164,118,0,4,
TOIRANO ,2185,1699,10,26,
TOVO SAN GIACOMO ,2067,1686,13,70,
URBE ,651,422,8,16,
VADO LIGURE ,6900,5691,43,190,
VARAZZE ,11091,8795,63,285,
VENDONE ,329,250,0,7,
VEZZI PORTIO ,682,511,0,12,
VILLANOVA D'ALBENGA ,2064,1688,12,57,
ZUCCARELLO ,232,192,3,9,
