Ente,Candidato,Liste/Gruppi,Voti lista,,
ACQUARICA DEL CAPO,PIER LUIGI BERSANI ACQUARICA DEL CAPO,PARTITO DEMOCRATICO,523,,
ACQUARICA DEL CAPO,,SINISTRA ECOLOGIA LIBERTA',147,,
ACQUARICA DEL CAPO,,CENTRO DEMOCRATICO,8,,
ACQUARICA DEL CAPO,SILVIO BERLUSCONI ACQUARICA DEL CAPO,IL POPOLO DELLA LIBERTA',968,,
ACQUARICA DEL CAPO,,FRATELLI D'ITALIA,21,,
ACQUARICA DEL CAPO,,MIR - MODERATI IN RIVOLUZIONE,12,,
ACQUARICA DEL CAPO,,GRANDE SUD - MPA,9,,
ACQUARICA DEL CAPO,,LA DESTRA,8,,
ACQUARICA DEL CAPO,,INTESA POPOLARE,7,,
ACQUARICA DEL CAPO,,PARTITO PENSIONATI,6,,
ACQUARICA DEL CAPO,,LEGA NORD,2,,
ACQUARICA DEL CAPO,GIUSEPPE PIERO GRILLO ACQUARICA DEL CAPO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,572,,
ACQUARICA DEL CAPO,MARIO MONTI ACQUARICA DEL CAPO,SCELTA CIVICA CON MONTI PER L'ITALIA,140,,
ACQUARICA DEL CAPO,,UNIONE DI CENTRO,20,,
ACQUARICA DEL CAPO,,FUTURO E LIBERTA',6,,
ACQUARICA DEL CAPO,ANTONIO INGROIA ACQUARICA DEL CAPO,RIVOLUZIONE CIVILE,20,,
ACQUARICA DEL CAPO,OSCAR FULVIO GIANNINO ACQUARICA DEL CAPO,FARE PER FERMARE IL DECLINO,7,,
ACQUARICA DEL CAPO,MARCO FERRANDO ACQUARICA DEL CAPO,PARTITO COMUNISTA DEI LAVORATORI,16,,
ACQUARICA DEL CAPO,ROBERTO FIORE ACQUARICA DEL CAPO,FORZA NUOVA,7,,
ACQUARICA DEL CAPO,GIACINTO MARCO PANNELLA ACQUARICA DEL CAPO,LISTA AMNISTIA GIUSTIZIA LIBERTA',6,,
ACQUARICA DEL CAPO,SIMONE DI STEFANO ACQUARICA DEL CAPO,CASAPOUND ITALIA,3,,
ACQUARICA DEL CAPO,LUCA ROMAGNOLI ACQUARICA DEL CAPO,FIAMMA TRICOLORE,6,,
ACQUARICA DEL CAPO,MAGDI CRISTIANO ALLAM ACQUARICA DEL CAPO,IO AMO L'ITALIA,3,,
ACQUARICA DEL CAPO,STEFANIA GABRIELLA ANASTASIA CRAXI ACQUARICA DEL CAPO,RIFORMISTI ITALIANI,1,,
ACQUARICA DEL CAPO,ADRIANO LOTITO ACQUARICA DEL CAPO,PARTITO DI ALTERNATIVA COMUNISTA,9,,
ALESSANO,PIER LUIGI BERSANI ALESSANO,PARTITO DEMOCRATICO,769,,
ALESSANO,,SINISTRA ECOLOGIA LIBERTA',243,,
ALESSANO,,CENTRO DEMOCRATICO,158,,
ALESSANO,SILVIO BERLUSCONI ALESSANO,IL POPOLO DELLA LIBERTA',840,,
ALESSANO,,GRANDE SUD - MPA,192,,
ALESSANO,,FRATELLI D'ITALIA,25,,
ALESSANO,,PARTITO PENSIONATI,15,,
ALESSANO,,MIR - MODERATI IN RIVOLUZIONE,14,,
ALESSANO,,LA DESTRA,5,,
ALESSANO,,INTESA POPOLARE,4,,
ALESSANO,,LEGA NORD,1,,
ALESSANO,GIUSEPPE PIERO GRILLO ALESSANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,795,,
ALESSANO,MARIO MONTI ALESSANO,SCELTA CIVICA CON MONTI PER L'ITALIA,258,,
ALESSANO,,UNIONE DI CENTRO,115,,
ALESSANO,,FUTURO E LIBERTA',15,,
ALESSANO,ANTONIO INGROIA ALESSANO,RIVOLUZIONE CIVILE,41,,
ALESSANO,OSCAR FULVIO GIANNINO ALESSANO,FARE PER FERMARE IL DECLINO,5,,
ALESSANO,MARCO FERRANDO ALESSANO,PARTITO COMUNISTA DEI LAVORATORI,9,,
ALESSANO,ROBERTO FIORE ALESSANO,FORZA NUOVA,4,,
ALESSANO,GIACINTO MARCO PANNELLA ALESSANO,LISTA AMNISTIA GIUSTIZIA LIBERTA',6,,
ALESSANO,SIMONE DI STEFANO ALESSANO,CASAPOUND ITALIA,4,,
ALESSANO,LUCA ROMAGNOLI ALESSANO,FIAMMA TRICOLORE,8,,
ALESSANO,MAGDI CRISTIANO ALLAM ALESSANO,IO AMO L'ITALIA,5,,
ALESSANO,STEFANIA GABRIELLA ANASTASIA CRAXI ALESSANO,RIFORMISTI ITALIANI,1,,
ALESSANO,ADRIANO LOTITO ALESSANO,PARTITO DI ALTERNATIVA COMUNISTA,10,,
ALEZIO,PIER LUIGI BERSANI ALEZIO,PARTITO DEMOCRATICO,616,,
ALEZIO,,SINISTRA ECOLOGIA LIBERTA',186,,
ALEZIO,,CENTRO DEMOCRATICO,17,,
ALEZIO,SILVIO BERLUSCONI ALEZIO,IL POPOLO DELLA LIBERTA',964,,
ALEZIO,,GRANDE SUD - MPA,37,,
ALEZIO,,FRATELLI D'ITALIA,19,,
ALEZIO,,LA DESTRA,17,,
ALEZIO,,PARTITO PENSIONATI,17,,
ALEZIO,,MIR - MODERATI IN RIVOLUZIONE,12,,
ALEZIO,,LEGA NORD,1,,
ALEZIO,,INTESA POPOLARE,1,,
ALEZIO,GIUSEPPE PIERO GRILLO ALEZIO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,743,,
ALEZIO,MARIO MONTI ALEZIO,SCELTA CIVICA CON MONTI PER L'ITALIA,180,,
ALEZIO,,UNIONE DI CENTRO,36,,
ALEZIO,,FUTURO E LIBERTA',10,,
ALEZIO,ANTONIO INGROIA ALEZIO,RIVOLUZIONE CIVILE,81,,
ALEZIO,OSCAR FULVIO GIANNINO ALEZIO,FARE PER FERMARE IL DECLINO,5,,
ALEZIO,MARCO FERRANDO ALEZIO,PARTITO COMUNISTA DEI LAVORATORI,2,,
ALEZIO,ROBERTO FIORE ALEZIO,FORZA NUOVA,13,,
ALEZIO,GIACINTO MARCO PANNELLA ALEZIO,LISTA AMNISTIA GIUSTIZIA LIBERTA',8,,
ALEZIO,SIMONE DI STEFANO ALEZIO,CASAPOUND ITALIA,2,,
ALEZIO,LUCA ROMAGNOLI ALEZIO,FIAMMA TRICOLORE,14,,
ALEZIO,MAGDI CRISTIANO ALLAM ALEZIO,IO AMO L'ITALIA,4,,
ALEZIO,STEFANIA GABRIELLA ANASTASIA CRAXI ALEZIO,RIFORMISTI ITALIANI,1,,
ALEZIO,ADRIANO LOTITO ALEZIO,PARTITO DI ALTERNATIVA COMUNISTA,7,,
ALLISTE,PIER LUIGI BERSANI ALLISTE,PARTITO DEMOCRATICO,487,,
ALLISTE,,SINISTRA ECOLOGIA LIBERTA',296,,
ALLISTE,,CENTRO DEMOCRATICO,24,,
ALLISTE,SILVIO BERLUSCONI ALLISTE,IL POPOLO DELLA LIBERTA',965,,
ALLISTE,,MIR - MODERATI IN RIVOLUZIONE,65,,
ALLISTE,,FRATELLI D'ITALIA,30,,
ALLISTE,,PARTITO PENSIONATI,15,,
ALLISTE,,GRANDE SUD - MPA,15,,
ALLISTE,,LA DESTRA,9,,
ALLISTE,,LEGA NORD,6,,
ALLISTE,,INTESA POPOLARE,2,,
ALLISTE,GIUSEPPE PIERO GRILLO ALLISTE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,948,,
ALLISTE,MARIO MONTI ALLISTE,SCELTA CIVICA CON MONTI PER L'ITALIA,197,,
ALLISTE,,UNIONE DI CENTRO,43,,
ALLISTE,,FUTURO E LIBERTA',11,,
ALLISTE,ANTONIO INGROIA ALLISTE,RIVOLUZIONE CIVILE,68,,
ALLISTE,OSCAR FULVIO GIANNINO ALLISTE,FARE PER FERMARE IL DECLINO,8,,
