Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALTINO ,2088,1529,27,70,
ARCHI ,1726,1307,40,86,
ARI ,908,620,22,41,
ARIELLI ,893,676,16,37,
ATESSA ,7964,6250,118,355,
BOMBA ,678,493,6,14,
BORRELLO ,291,217,6,14,
BUCCHIANICO ,3907,2821,56,171,
CANOSA SANNITA ,1102,802,21,59,
CARPINETO SINELLO ,517,348,19,38,
CARUNCHIO ,515,341,21,49,
CASACANDITELLA ,1047,745,17,47,
CASALANGUIDA ,719,524,18,38,
CASALBORDINO ,4772,3746,74,171,
CASALINCONTRADA ,2357,1861,28,67,
CASOLI ,4259,3130,80,186,
CASTEL FRENTANO ,3268,2455,56,137,
CASTELGUIDONE ,313,218,11,16,
CASTIGLIONE MESSER MARINO ,1503,1010,50,99,
CELENZA SUL TRIGNO ,774,583,29,42,
CHIETI ,39858,30095,333,1192,
CIVITALUPARELLA ,298,209,4,10,
CIVITELLA MESSER RAIMONDO ,669,497,6,29,
COLLEDIMACINE ,200,137,3,4,
COLLEDIMEZZO ,430,318,13,21,
CRECCHIO ,2308,1690,40,92,
CUPELLO ,3434,2707,57,121,
DOGLIOLA ,281,222,4,8,
FALLO ,114,64,0,3,
FARA FILIORUM PETRI ,1446,1065,33,66,
FARA SAN MARTINO ,1157,974,17,40,
FILETTO ,781,564,21,41,
FOSSACESIA ,4550,3478,47,138,
FRAINE ,305,211,6,9,
FRANCAVILLA AL MARE ,18688,14018,129,436,
FRESAGRANDINARIA ,771,590,18,29,
FRISA ,1389,1070,24,48,
FURCI ,846,598,27,53,
GAMBERALE ,266,161,2,8,
GESSOPALENA ,1179,813,24,50,
GISSI ,2188,1674,55,119,
GIULIANO TEATINO ,963,723,22,46,
GUARDIAGRELE ,6937,5267,72,220,
GUILMI ,350,224,11,19,
LAMA DEI PELIGNI ,981,781,7,23,
LANCIANO ,26886,20912,219,848,
LENTELLA ,542,444,13,17,
LETTOPALENA ,306,240,4,11,
LISCIA ,540,371,8,18,
MIGLIANICO ,3627,2760,44,122,
MONTAZZOLI ,789,577,21,48,
MONTEBELLO SUL SANGRO ,84,39,0,1,
MONTEFERRANTE ,119,90,9,10,
MONTELAPIANO ,71,46,1,1,
MONTENERODOMO ,582,392,14,32,
MONTEODORISIO ,1789,1423,24,65,
MOZZAGROGNA ,1712,1352,25,59,
ORSOGNA ,2870,2099,35,106,
ORTONA ,17719,13110,130,422,
PAGLIETA ,3244,2471,56,140,
PALENA ,1071,772,15,49,
PALMOLI ,775,534,26,49,
PALOMBARO ,774,573,15,33,
PENNADOMO ,247,166,2,5,
PENNAPIEDIMONTE ,413,284,10,24,
PERANO ,1204,918,20,45,
PIETRAFERRAZZANA ,102,68,0,3,
PIZZOFERRATO ,962,609,28,44,
POGGIOFIORITO ,690,468,11,22,
POLLUTRI ,1756,1402,35,77,
PRETORO ,761,550,7,24,
QUADRI ,671,511,10,24,
RAPINO ,1032,755,14,34,
RIPA TEATINA ,2999,2207,49,112,
ROCCA SAN GIOVANNI ,1762,1351,32,72,
ROCCAMONTEPIANO ,1402,1074,28,70,
ROCCASCALEGNA ,1002,714,20,47,
ROCCASPINALVETI ,1124,830,71,119,
ROIO DEL SANGRO ,89,58,6,7,
ROSELLO ,231,141,3,6,
SAN BUONO ,796,557,12,39,
SAN GIOVANNI LIPIONI ,187,141,3,7,
SAN GIOVANNI TEATINO ,9552,7345,66,239,
SAN MARTINO SULLA MARRUCINA ,683,515,8,20,
SAN SALVO ,13562,10630,164,405,
SAN VITO CHIETINO ,3923,2945,30,129,
SANT'EUSANIO DEL SANGRO ,1906,1425,30,76,
SANTA MARIA IMBARO ,1297,1013,8,45,
SCERNI ,2625,1990,50,80,
SCHIAVI DI ABRUZZO ,793,440,13,37,
TARANTA PELIGNA ,327,249,7,12,
TOLLO ,3215,2487,52,135,
TORINO DI SANGRO ,2263,1738,31,92,
TORNARECCIO ,1407,1061,49,101,
TORREBRUNA ,748,539,22,39,
TORREVECCHIA TEATINA ,3046,2352,35,108,
TORRICELLA PELIGNA ,1106,782,19,38,
TREGLIO ,1142,914,11,34,
TUFILLO ,372,263,6,17,
VACRI ,1261,893,33,59,
VASTO ,29522,22475,237,724,
VILLA SANTA MARIA ,1109,708,12,33,
VILLALFONSINA ,761,554,14,32,
VILLAMAGNA ,1812,1371,23,64,
