Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AGRATE CONTURBIA ,1133,835,3,18,
AMENO ,687,501,2,15,
ARMENO ,1660,1240,21,60,
ARONA ,10552,8054,47,223,
BARENGO ,661,531,5,25,
BELLINZAGO NOVARESE ,7102,5507,38,235,
BIANDRATE ,866,648,9,24,
BOCA ,909,663,9,54,
BOGOGNO ,988,763,6,20,
BOLZANO NOVARESE ,879,679,5,29,
BORGO TICINO ,3345,2414,21,85,
BORGOLAVEZZARO ,1587,1214,8,59,
BORGOMANERO ,15219,11616,79,399,
BRIGA NOVARESE ,2288,1813,17,82,
BRIONA ,887,692,20,46,
CALTIGNAGA ,1956,1600,14,53,
CAMERI ,7938,6412,40,236,
CARPIGNANO SESIA ,1935,1433,19,77,
CASALBELTRAME ,772,578,6,19,
CASALEGGIO NOVARA ,722,576,5,35,
CASALINO ,1221,985,13,46,
CASALVOLONE ,621,477,4,17,
CASTELLAZZO NOVARESE ,229,187,4,8,
CASTELLETTO SOPRA TICINO ,7078,5464,26,166,
CAVAGLIETTO ,315,239,2,12,
CAVAGLIO D'AGOGNA ,986,737,7,33,
CAVALLIRIO ,956,748,9,40,
CERANO ,4886,3778,48,168,
COLAZZA ,340,250,2,8,
COMIGNAGO ,876,709,9,32,
CRESSA ,1174,948,8,35,
CUREGGIO ,1978,1553,13,74,
DIVIGNANO ,1059,803,5,33,
DORMELLETTO ,1909,1487,13,47,
FARA NOVARESE ,1545,1220,19,48,
FONTANETO D'AGOGNA ,2047,1548,22,65,
GALLIATE ,11157,8414,67,332,
GARBAGNA NOVARESE ,1039,857,6,35,
GARGALLO ,1374,1019,5,30,
GATTICO ,2507,1936,18,93,
GHEMME ,2706,2056,25,88,
GOZZANO ,4009,3011,36,135,
GRANOZZO CON MONTICELLO ,1080,863,8,42,
GRIGNASCO ,3601,2781,21,128,
INVORIO ,3242,2476,20,100,
LANDIONA ,467,338,5,23,
LESA ,1715,1314,11,41,
MAGGIORA ,1303,969,16,49,
MANDELLO VITTA ,205,165,2,17,
MARANO TICINO ,1137,919,7,39,
MASSINO VISCONTI ,861,648,4,23,
MEINA ,1835,1464,6,39,
MEZZOMERICO ,860,712,8,33,
MIASINO ,680,482,6,19,
MOMO ,1984,1575,17,87,
NEBBIUNO ,1402,1048,7,21,
NIBBIOLA ,608,504,5,16,
NOVARA ,71951,54980,331,1770,
OLEGGIO ,9997,7604,59,303,
OLEGGIO CASTELLO ,1471,1207,10,45,
ORTA SAN GIULIO ,893,697,12,28,
PARUZZARO ,1515,1210,7,35,
PELLA ,765,561,5,24,
PETTENASCO ,1026,802,8,38,
PISANO ,575,435,3,17,
POGNO ,1104,809,5,33,
POMBIA ,1565,1199,10,48,
PRATO SESIA ,1490,1176,19,54,
RECETTO ,677,526,6,28,
ROMAGNANO SESIA ,3017,2370,18,100,
ROMENTINO ,3802,2950,28,126,
SAN MAURIZIO D'OPAGLIO ,2234,1763,12,76,
SAN NAZZARO SESIA ,556,439,10,21,
SAN PIETRO MOSEZZO ,1489,1202,6,50,
SILLAVENGO ,447,342,7,23,
SIZZANO ,1117,874,15,50,
SORISO ,540,432,3,26,
SOZZAGO ,801,612,6,30,
SUNO ,2142,1615,14,66,
TERDOBBIATE ,375,298,4,15,
TORNACO ,688,534,4,20,
TRECATE ,13302,10046,83,428,
VAPRIO D'AGOGNA ,775,608,6,28,
VARALLO POMBIA ,3607,2764,25,101,
VERUNO ,1393,1171,7,47,
VESPOLATE ,1564,1230,16,63,
VICOLUNGO ,640,532,7,35,
VINZAGLIO ,439,344,7,12,
