Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AIELLO DEL SABATO ,3178,2437,52,126,
ALTAVILLA IRPINA ,3514,2468,65,162,
ANDRETTA ,1702,1171,50,70,
AQUILONIA ,1595,1109,19,46,
ARIANO IRPINO ,18994,14104,272,804,
ATRIPALDA ,9003,6704,91,307,
AVELLA ,6265,4670,96,264,
AVELLINO ,45724,34442,288,1126,
BAGNOLI IRPINO ,2759,1938,40,115,
BAIANO ,3856,2736,67,177,
BISACCIA ,3244,2156,52,103,
BONITO ,2065,1510,25,75,
CAIRANO ,292,209,7,8,
CALABRITTO ,2215,1340,93,157,
CALITRI ,4181,3008,88,215,
CANDIDA ,938,702,9,27,
CAPOSELE ,2958,2089,77,116,
CAPRIGLIA IRPINA ,1946,1450,28,74,
CARIFE ,1261,847,16,42,
CASALBORE ,1603,1154,40,72,
CASSANO IRPINO ,797,545,18,38,
CASTEL BARONIA ,970,637,18,35,
CASTELFRANCI ,1732,1202,27,44,
CASTELVETERE SUL CALORE ,1398,1043,29,51,
CERVINARA ,7903,6006,88,222,
CESINALI ,1992,1599,20,60,
CHIANCHE ,466,327,4,7,
CHIUSANO DI SAN DOMENICO ,1956,1293,34,103,
CONTRADA ,2387,1816,33,109,
CONZA DELLA CAMPANIA ,1203,916,19,36,
DOMICELLA ,1455,1072,17,43,
FLUMERI ,2574,1714,46,89,
FONTANAROSA ,2722,1777,30,91,
FORINO ,4291,3174,76,201,
FRIGENTO ,3266,2480,40,114,
GESUALDO ,2969,2109,36,97,
GRECI ,682,450,13,25,
GROTTAMINARDA ,6681,5045,97,255,
GROTTOLELLA ,1562,1143,20,57,
GUARDIA LOMBARDI ,1537,979,18,38,
LACEDONIA ,2019,1486,38,84,
LAPIO ,1346,952,17,53,
LAURO ,2977,2252,41,77,
LIONI ,5236,3821,93,233,
LUOGOSANO ,989,758,4,18,
MANOCALZATI ,2585,1971,54,121,
MARZANO DI NOLA ,1371,1020,47,62,
MELITO IRPINO ,1591,1140,43,96,
MERCOGLIANO ,9667,7293,84,297,
MIRABELLA ECLANO ,6514,4549,88,263,
MONTAGUTO ,373,236,7,23,
MONTECALVO IRPINO ,3180,2346,53,130,
MONTEFALCIONE ,2823,2221,28,116,
MONTEFORTE IRPINO ,8754,6673,105,260,
MONTEFREDANE ,1861,1406,29,58,
MONTEFUSCO ,1141,839,18,50,
MONTELLA ,6389,4628,117,238,
MONTEMARANO ,2585,1795,66,107,
MONTEMILETTO ,4445,3265,73,172,
MONTEVERDE ,669,442,19,27,
MONTORO INFERIORE ,8073,6132,113,326,
MONTORO SUPERIORE ,6805,5297,89,239,
MORRA DE SANCTIS ,1113,805,34,54,
MOSCHIANO ,1336,976,18,43,
MUGNANO DEL CARDINALE ,4363,3010,67,186,
NUSCO ,3573,2616,52,184,
OSPEDALETTO D'ALPINOLO ,1623,1214,31,52,
PAGO DEL VALLO DI LAURO ,1463,1020,10,28,
PAROLISE ,560,413,17,31,
PATERNOPOLI ,2101,1460,43,92,
PETRURO IRPINO ,304,158,6,6,
PIETRADEFUSI ,1956,1345,19,55,
PIETRASTORNINA ,1326,935,15,41,
PRATA DI PRINCIPATO ULTRA ,2426,1699,25,62,
PRATOLA SERRA ,2990,2376,41,87,
QUADRELLE ,1522,1073,29,66,
QUINDICI ,1623,1224,33,61,
ROCCA SAN FELICE ,745,540,25,40,
ROCCABASCERANA ,1918,1492,15,54,
ROTONDI ,2809,2177,40,78,
SALZA IRPINA ,645,484,7,20,
SAN MANGO SUL CALORE ,1001,648,18,44,
SAN MARTINO VALLE CAUDINA ,3964,3003,38,95,
SAN MICHELE DI SERINO ,1908,1459,48,89,
SAN NICOLA BARONIA ,633,496,3,21,
SAN POTITO ULTRA ,1277,1030,19,51,
SAN SOSSIO BARONIA ,1427,999,30,48,
SANT'ANDREA DI CONZA ,1398,1009,25,37,
SANT'ANGELO A SCALA ,630,411,11,21,
SANT'ANGELO ALL'ESCA ,692,489,5,18,
SANT'ANGELO DEI LOMBARDI ,3534,2420,46,132,
SANTA LUCIA DI SERINO ,1134,821,23,42,
SANTA PAOLINA ,1179,800,16,37,
SANTO STEFANO DEL SOLE ,1785,1299,37,65,
SAVIGNANO IRPINO ,978,639,16,34,
SCAMPITELLA ,1123,792,10,29,
SENERCHIA ,737,504,18,30,
SERINO ,5710,4032,103,218,
SIRIGNANO ,2406,1800,27,84,
SOLOFRA ,9850,7631,118,329,
SORBO SERPICO ,466,373,10,21,
SPERONE ,2944,2222,55,119,
STURNO ,2605,1836,35,88,
SUMMONTE ,1346,933,17,43,
TAURANO ,1261,916,30,52,
TAURASI ,2229,1482,31,74,
TEORA ,1312,921,36,64,
TORELLA DEI LOMBARDI ,1798,1303,38,80,
TORRE LE NOCELLE ,1141,783,18,46,
TORRIONI ,470,252,3,8,
TREVICO ,886,604,11,31,
TUFO ,771,513,10,23,
VALLATA ,2334,1604,43,75,
VALLESACCARDA ,1204,813,18,36,
VENTICANO ,2011,1493,29,86,
VILLAMAINA ,801,638,9,17,
VILLANOVA DEL BATTISTA ,1473,972,31,73,
VOLTURARA IRPINA ,3077,1984,64,137,
ZUNGOLI ,1010,688,27,50,
