Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ANZOLA DELL'EMILIA ,9086,7865,46,161,
ARGELATO ,7582,6578,40,155,
BARICELLA ,5158,4349,41,126,
BAZZANO ,4919,4262,43,113,
BENTIVOGLIO ,4209,3739,25,89,
BOLOGNA ,288216,232379,1201,4448,
BORGO TOSSIGNANO ,2453,2038,19,51,
BUDRIO ,14018,11872,125,286,
CALDERARA DI RENO ,10061,8772,39,163,
CAMUGNANO ,1665,1165,12,38,
CASALECCHIO DI RENO ,27566,23257,133,447,
CASALFIUMANESE ,2626,2213,16,49,
CASTEL D'AIANO ,1580,1186,15,38,
CASTEL DEL RIO ,914,728,12,26,
CASTEL DI CASIO ,2765,2080,13,67,
CASTEL GUELFO DI BOLOGNA ,3289,2781,14,66,
CASTEL MAGGIORE ,13911,12076,54,257,
CASTEL SAN PIETRO TERME ,16224,13774,90,329,
CASTELLO D'ARGILE ,4801,4073,17,89,
CASTELLO DI SERRAVALLE ,3682,3103,28,88,
CASTENASO ,11557,9988,70,197,
CASTIGLIONE DEI PEPOLI ,4584,3469,30,99,
CRESPELLANO ,7571,6572,57,160,
CREVALCORE ,9723,8178,86,240,
DOZZA ,4840,3993,29,77,
FONTANELICE ,1416,1141,16,44,
GAGGIO MONTANO ,3793,2868,39,105,
GALLIERA ,3975,3358,38,110,
GRANAGLIONE ,1841,1316,10,55,
GRANAROLO DELL'EMILIA ,8547,7464,55,169,
GRIZZANA MORANDI ,3021,2425,22,78,
IMOLA ,53241,44536,288,915,
LIZZANO IN BELVEDERE ,1853,1322,12,36,
LOIANO ,3477,2613,23,77,
MALALBERGO ,6862,5747,37,165,
MARZABOTTO ,5123,4324,29,97,
MEDICINA ,12884,10935,81,284,
MINERBIO ,6836,5746,39,148,
MOLINELLA ,12068,10017,83,371,
MONGHIDORO ,3008,2169,26,76,
MONTE SAN PIETRO ,8598,7453,42,145,
MONTERENZIO ,4572,3665,32,82,
MONTEVEGLIO ,4004,3448,21,73,
MONZUNO ,4881,3758,48,116,
MORDANO ,3467,3017,30,70,
OZZANO DELL'EMILIA ,10376,9033,56,219,
PIANORO ,13567,11501,52,223,
PIEVE DI CENTO ,5421,4619,27,126,
PORRETTA TERME ,3645,2741,20,92,
SALA BOLOGNESE ,6434,5665,38,139,
SAN BENEDETTO VAL DI SAMBRO ,3536,2660,22,77,
SAN GIORGIO DI PIANO ,6292,5470,48,150,
SAN GIOVANNI IN PERSICETO ,21229,18113,160,502,
SAN LAZZARO DI SAVENA ,24988,21281,127,424,
SAN PIETRO IN CASALE ,8990,7533,66,212,
SANT'AGATA BOLOGNESE ,5180,4321,40,136,
SASSO MARCONI ,11548,9788,59,200,
SAVIGNO ,2168,1701,31,68,
VERGATO ,5683,4533,45,148,
ZOLA PREDOSA ,14424,12487,64,271,
