Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACCETTURA ,1651,1124,48,151,
ALIANO ,894,497,12,29,
BERNALDA ,9759,6667,120,407,
CALCIANO ,680,471,8,36,
CIRIGLIANO ,315,111,6,19,
COLOBRARO ,1129,754,8,37,
CRACO ,614,359,12,29,
FERRANDINA ,7355,4968,68,305,
GARAGUSO ,880,542,12,41,
GORGOGLIONE ,839,547,11,52,
GRASSANO ,4305,3002,39,198,
GROTTOLE ,1926,1286,32,85,
IRSINA ,4077,2690,29,147,
MATERA ,48311,35147,242,1368,
MIGLIONICO ,2090,1404,13,60,
MONTALBANO JONICO ,6077,4257,71,317,
MONTESCAGLIOSO ,7695,5283,76,348,
NOVA SIRI ,5334,4073,60,230,
OLIVETO LUCANO ,435,260,7,18,
PISTICCI ,14370,9185,225,878,
POLICORO ,13242,9020,143,457,
POMARICO ,3453,2293,52,155,
ROTONDELLA ,2239,1447,33,97,
SALANDRA ,2404,1619,29,109,
SAN GIORGIO LUCANO ,1096,658,23,45,
SAN MAURO FORTE ,1433,850,20,74,
SCANZANO JONICO ,5572,3805,85,264,
STIGLIANO ,4032,2437,70,180,
TRICARICO ,4725,3095,32,158,
TURSI ,4141,2689,65,235,
VALSINNI ,1348,922,21,72,
