Ente,Candidato,Liste/Gruppi,Voti lista,,
AGRIGENTO,PIER LUIGI BERSANI AGRIGENTO,PARTITO DEMOCRATICO,4243,,
AGRIGENTO,,IL MEGAFONO - LISTA CROCETTA,994,,
AGRIGENTO,,SINISTRA ECOLOGIA LIBERTA',446,,
AGRIGENTO,,MODERATI,72,,
AGRIGENTO,,CENTRO DEMOCRATICO,43,,
AGRIGENTO,SILVIO BERLUSCONI AGRIGENTO,IL POPOLO DELLA LIBERTA',6608,,
AGRIGENTO,,GRANDE SUD,740,,
AGRIGENTO,,MPA - PARTITO DEI SICILIANI,686,,
AGRIGENTO,,FRATELLI D'ITALIA,515,,
AGRIGENTO,,LA DESTRA,150,,
AGRIGENTO,,CANTIERE POPOLARE,78,,
AGRIGENTO,,MIR - MODERATI IN RIVOLUZIONE,37,,
AGRIGENTO,,LEGA NORD,24,,
AGRIGENTO,GIUSEPPE PIERO GRILLO AGRIGENTO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,8167,,
AGRIGENTO,MARIO MONTI AGRIGENTO,CON MONTI PER L'ITALIA,1626,,
AGRIGENTO,ANTONIO INGROIA AGRIGENTO,RIVOLUZIONE CIVILE,524,,
AGRIGENTO,OSCAR FULVIO GIANNINO AGRIGENTO,FARE PER FERMARE IL DECLINO,66,,
AGRIGENTO,MARCO FERRANDO AGRIGENTO,PARTITO COMUNISTA DEI LAVORATORI,26,,
AGRIGENTO,ROBERTO FIORE AGRIGENTO,FORZA NUOVA,50,,
AGRIGENTO,GIACINTO MARCO PANNELLA AGRIGENTO,LISTA AMNISTIA GIUSTIZIA LIBERTA',105,,
AGRIGENTO,LUCA ROMAGNOLI AGRIGENTO,FIAMMA TRICOLORE,41,,
AGRIGENTO,FRANCO TORCHIA AGRIGENTO,PRI,12,,
ALESSANDRIA DELLA ROCCA,PIER LUIGI BERSANI ALESSANDRIA DELLA ROCCA,PARTITO DEMOCRATICO,261,,
ALESSANDRIA DELLA ROCCA,,IL MEGAFONO - LISTA CROCETTA,97,,
ALESSANDRIA DELLA ROCCA,,SINISTRA ECOLOGIA LIBERTA',14,,
ALESSANDRIA DELLA ROCCA,,CENTRO DEMOCRATICO,1,,
ALESSANDRIA DELLA ROCCA,,MODERATI,0,,
ALESSANDRIA DELLA ROCCA,SILVIO BERLUSCONI ALESSANDRIA DELLA ROCCA,IL POPOLO DELLA LIBERTA',303,,
ALESSANDRIA DELLA ROCCA,,GRANDE SUD,78,,
ALESSANDRIA DELLA ROCCA,,MPA - PARTITO DEI SICILIANI,75,,
ALESSANDRIA DELLA ROCCA,,FRATELLI D'ITALIA,6,,
ALESSANDRIA DELLA ROCCA,,LA DESTRA,6,,
ALESSANDRIA DELLA ROCCA,,CANTIERE POPOLARE,5,,
ALESSANDRIA DELLA ROCCA,,LEGA NORD,2,,
ALESSANDRIA DELLA ROCCA,,MIR - MODERATI IN RIVOLUZIONE,1,,
ALESSANDRIA DELLA ROCCA,GIUSEPPE PIERO GRILLO ALESSANDRIA DELLA ROCCA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,272,,
ALESSANDRIA DELLA ROCCA,MARIO MONTI ALESSANDRIA DELLA ROCCA,CON MONTI PER L'ITALIA,79,,
ALESSANDRIA DELLA ROCCA,ANTONIO INGROIA ALESSANDRIA DELLA ROCCA,RIVOLUZIONE CIVILE,21,,
ALESSANDRIA DELLA ROCCA,OSCAR FULVIO GIANNINO ALESSANDRIA DELLA ROCCA,FARE PER FERMARE IL DECLINO,0,,
ALESSANDRIA DELLA ROCCA,MARCO FERRANDO ALESSANDRIA DELLA ROCCA,PARTITO COMUNISTA DEI LAVORATORI,1,,
ALESSANDRIA DELLA ROCCA,ROBERTO FIORE ALESSANDRIA DELLA ROCCA,FORZA NUOVA,1,,
ALESSANDRIA DELLA ROCCA,GIACINTO MARCO PANNELLA ALESSANDRIA DELLA ROCCA,LISTA AMNISTIA GIUSTIZIA LIBERTA',2,,
ALESSANDRIA DELLA ROCCA,LUCA ROMAGNOLI ALESSANDRIA DELLA ROCCA,FIAMMA TRICOLORE,2,,
ALESSANDRIA DELLA ROCCA,FRANCO TORCHIA ALESSANDRIA DELLA ROCCA,PRI,1,,
ARAGONA,PIER LUIGI BERSANI ARAGONA,PARTITO DEMOCRATICO,1047,,
ARAGONA,,IL MEGAFONO - LISTA CROCETTA,132,,
ARAGONA,,SINISTRA ECOLOGIA LIBERTA',46,,
ARAGONA,,CENTRO DEMOCRATICO,11,,
ARAGONA,,MODERATI,7,,
ARAGONA,SILVIO BERLUSCONI ARAGONA,IL POPOLO DELLA LIBERTA',576,,
