Ente,Candidato,Liste/Gruppi,Voti lista,,
ANGHIARI,PIER LUIGI BERSANI ANGHIARI,PARTITO DEMOCRATICO,1256,,
ANGHIARI,,SINISTRA ECOLOGIA LIBERTA',74,,
ANGHIARI,,CENTRO DEMOCRATICO,8,,
ANGHIARI,SILVIO BERLUSCONI ANGHIARI,IL POPOLO DELLA LIBERTA',660,,
ANGHIARI,,MIR - MODERATI IN RIVOLUZIONE,124,,
ANGHIARI,,FRATELLI D'ITALIA,56,,
ANGHIARI,,LEGA NORD,29,,
ANGHIARI,,LA DESTRA,12,,
ANGHIARI,GIUSEPPE PIERO GRILLO ANGHIARI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,828,,
ANGHIARI,MARIO MONTI ANGHIARI,SCELTA CIVICA CON MONTI PER L'ITALIA,219,,
ANGHIARI,,UNIONE DI CENTRO,50,,
ANGHIARI,,FUTURO E LIBERTA',11,,
ANGHIARI,ANTONIO INGROIA ANGHIARI,RIVOLUZIONE CIVILE,99,,
ANGHIARI,OSCAR FULVIO GIANNINO ANGHIARI,FARE PER FERMARE IL DECLINO,17,,
ANGHIARI,MARCO FERRANDO ANGHIARI,PARTITO COMUNISTA DEI LAVORATORI,40,,
ANGHIARI,ROBERTO FIORE ANGHIARI,FORZA NUOVA,21,,
ANGHIARI,GIACINTO MARCO PANNELLA ANGHIARI,LISTA AMNISTIA GIUSTIZIA LIBERTA',6,,
ANGHIARI,SIMONE DI STEFANO ANGHIARI,CASAPOUND ITALIA,9,,
ANGHIARI,MAGDI CRISTIANO ALLAM ANGHIARI,IO AMO L'ITALIA,5,,
AREZZO,PIER LUIGI BERSANI AREZZO,PARTITO DEMOCRATICO,18131,,
AREZZO,,SINISTRA ECOLOGIA LIBERTA',1848,,
AREZZO,,CENTRO DEMOCRATICO,122,,
AREZZO,SILVIO BERLUSCONI AREZZO,IL POPOLO DELLA LIBERTA',12183,,
AREZZO,,FRATELLI D'ITALIA,1069,,
AREZZO,,LEGA NORD,533,,
AREZZO,,LA DESTRA,485,,
AREZZO,,MIR - MODERATI IN RIVOLUZIONE,102,,
AREZZO,GIUSEPPE PIERO GRILLO AREZZO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,15194,,
AREZZO,MARIO MONTI AREZZO,SCELTA CIVICA CON MONTI PER L'ITALIA,4437,,
AREZZO,,UNIONE DI CENTRO,913,,
