Ente,Candidato,Liste/Gruppi,Voti lista,,
ALCAMO,PIER LUIGI BERSANI ALCAMO,PARTITO DEMOCRATICO,3269,,
ALCAMO,,SINISTRA ECOLOGIA LIBERTA',532,,
ALCAMO,,CENTRO DEMOCRATICO,172,,
ALCAMO,SILVIO BERLUSCONI ALCAMO,IL POPOLO DELLA LIBERTA',5388,,
ALCAMO,,GRANDE SUD - MPA,359,,
ALCAMO,,MIR - MODERATI IN RIVOLUZIONE,347,,
ALCAMO,,FRATELLI D'ITALIA,120,,
ALCAMO,,LA DESTRA,108,,
ALCAMO,,LEGA NORD,46,,
ALCAMO,GIUSEPPE PIERO GRILLO ALCAMO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,12358,,
ALCAMO,MARIO MONTI ALCAMO,SCELTA CIVICA CON MONTI PER L'ITALIA,1266,,
ALCAMO,,UNIONE DI CENTRO,770,,
ALCAMO,,FUTURO E LIBERTA',64,,
ALCAMO,ANTONIO INGROIA ALCAMO,RIVOLUZIONE CIVILE,583,,
ALCAMO,OSCAR FULVIO GIANNINO ALCAMO,FARE PER FERMARE IL DECLINO,48,,
ALCAMO,ROBERTO FIORE ALCAMO,FORZA NUOVA,29,,
ALCAMO,GIACINTO MARCO PANNELLA ALCAMO,LISTA AMNISTIA GIUSTIZIA LIBERTA',161,,
ALCAMO,RENATA JANNUZZI ALCAMO,LIBERALI PER L'ITALIA - PLI,77,,
BUSETO PALIZZOLO,PIER LUIGI BERSANI BUSETO PALIZZOLO,PARTITO DEMOCRATICO,291,,
BUSETO PALIZZOLO,,SINISTRA ECOLOGIA LIBERTA',17,,
BUSETO PALIZZOLO,,CENTRO DEMOCRATICO,7,,
BUSETO PALIZZOLO,SILVIO BERLUSCONI BUSETO PALIZZOLO,IL POPOLO DELLA LIBERTA',317,,
BUSETO PALIZZOLO,,MIR - MODERATI IN RIVOLUZIONE,120,,
BUSETO PALIZZOLO,,GRANDE SUD - MPA,12,,
BUSETO PALIZZOLO,,FRATELLI D'ITALIA,9,,
BUSETO PALIZZOLO,,LEGA NORD,6,,
BUSETO PALIZZOLO,,LA DESTRA,5,,
BUSETO PALIZZOLO,GIUSEPPE PIERO GRILLO BUSETO PALIZZOLO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,525,,
BUSETO PALIZZOLO,MARIO MONTI BUSETO PALIZZOLO,SCELTA CIVICA CON MONTI PER L'ITALIA,112,,
BUSETO PALIZZOLO,,UNIONE DI CENTRO,47,,
BUSETO PALIZZOLO,,FUTURO E LIBERTA',11,,
BUSETO PALIZZOLO,ANTONIO INGROIA BUSETO PALIZZOLO,RIVOLUZIONE CIVILE,23,,
BUSETO PALIZZOLO,OSCAR FULVIO GIANNINO BUSETO PALIZZOLO,FARE PER FERMARE IL DECLINO,5,,
BUSETO PALIZZOLO,ROBERTO FIORE BUSETO PALIZZOLO,FORZA NUOVA,0,,
BUSETO PALIZZOLO,GIACINTO MARCO PANNELLA BUSETO PALIZZOLO,LISTA AMNISTIA GIUSTIZIA LIBERTA',10,,
