Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALTOPASCIO ,10909,8381,80,307,
BAGNI DI LUCCA ,4936,3381,48,149,
BARGA ,7976,6196,55,237,
BORGO A MOZZANO ,5772,4448,49,224,
CAMAIORE ,26442,20116,163,684,
CAMPORGIANO ,1886,1459,21,66,
CAPANNORI ,36207,27211,219,981,
CAREGGINE ,510,347,6,18,
CASTELNUOVO DI GARFAGNANA ,4842,3863,38,160,
CASTIGLIONE DI GARFAGNANA ,1430,1175,27,62,
COREGLIA ANTELMINELLI ,4164,3160,33,145,
FABBRICHE DI VALLICO ,415,240,6,16,
FORTE DEI MARMI ,6463,4972,34,145,
FOSCIANDORA ,509,372,8,24,
GALLICANO ,3120,2358,24,90,
GIUNCUGNANO ,416,303,6,17,
LUCCA ,69654,51890,295,1414,
MASSAROSA ,18295,14044,112,470,
MINUCCIANO ,1914,1327,16,69,
MOLAZZANA ,968,701,6,22,
MONTECARLO ,3458,2723,22,96,
PESCAGLIA ,2952,2023,29,103,
PIAZZA AL SERCHIO ,2067,1598,16,63,
PIETRASANTA ,20055,15016,116,553,
PIEVE FOSCIANA ,1964,1587,22,57,
PORCARI ,6588,5028,54,199,
SAN ROMANO IN GARFAGNANA ,1172,918,14,42,
SERAVEZZA ,10870,8014,60,323,
SILLANO ,571,437,5,28,
STAZZEMA ,2712,1743,16,81,
VAGLI SOTTO ,874,620,10,33,
VERGEMOLI ,298,195,5,6,
VIAREGGIO ,50887,38274,177,800,
VILLA BASILICA ,1424,999,19,58,
VILLA COLLEMANDINA ,1134,805,9,49,
