Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ABBATEGGIO ,356,256,5,15,
ALANNO ,2951,2228,37,116,
BOLOGNANO ,922,707,7,24,
BRITTOLI ,277,218,5,11,
BUSSI SUL TIRINO ,2287,1834,19,68,
CAPPELLE SUL TAVO ,3081,2307,52,90,
CARAMANICO TERME ,1644,1171,28,55,
CARPINETO DELLA NORA ,567,424,17,35,
CASTIGLIONE A CASAURIA ,714,489,8,24,
CATIGNANO ,1187,951,8,36,
CEPAGATTI ,8330,6628,72,264,
CITTA' SANT'ANGELO ,11376,9002,135,391,
CIVITAQUANA ,1048,770,15,57,
CIVITELLA CASANOVA ,1548,1067,22,80,
COLLECORVINO ,4738,3624,63,194,
CORVARA ,228,152,5,9,
CUGNOLI ,1290,968,17,42,
ELICE ,1422,1073,33,70,
FARINDOLA ,1333,904,17,61,
LETTOMANOPPELLO ,2484,1874,36,115,
LORETO APRUTINO ,6201,4859,65,198,
MANOPPELLO ,5617,4329,53,186,
MONTEBELLO DI BERTONA ,851,664,18,33,
MONTESILVANO ,39740,29336,245,861,
MOSCUFO ,2619,2071,47,113,
NOCCIANO ,1525,1135,18,56,
PENNE ,10240,8033,139,448,
PESCARA ,99316,74676,655,2190,
PESCOSANSONESCO ,437,323,6,16,
PIANELLA ,6732,5303,75,243,
PICCIANO ,1046,814,25,49,
PIETRANICO ,433,331,9,23,
POPOLI ,4377,3400,52,143,
ROCCAMORICE ,840,499,9,26,
ROSCIANO ,3017,2452,28,115,
SALLE ,277,216,2,5,
SAN VALENTINO IN ABRUZZO CITERIORE ,1652,1297,18,73,
SANT'EUFEMIA A MAIELLA ,246,175,4,16,
SCAFA ,3817,2439,34,125,
SERRAMONACESCA ,509,376,13,27,
SPOLTORE ,14953,11713,135,418,
TOCCO DA CASAURIA ,2121,1690,28,86,
TORRE DE' PASSERI ,2451,1905,24,94,
TURRIVALIGNANI ,732,576,3,18,
VICOLI ,339,239,3,11,
VILLA CELIERA ,632,443,8,29,
