Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACCIANO ,291,196,6,12,
AIELLI ,1183,899,12,38,
ALFEDENA ,668,510,8,18,
ANVERSA DEGLI ABRUZZI ,271,175,4,8,
ATELETA ,979,629,24,52,
AVEZZANO ,32790,24831,281,938,
BALSORANO ,2963,2208,45,131,
BARETE ,547,381,2,11,
BARISCIANO ,1420,1074,12,36,
BARREA ,629,424,10,32,
BISEGNA ,239,152,7,13,
BUGNARA ,966,705,9,23,
CAGNANO AMITERNO ,1119,769,13,30,
CALASCIO ,107,68,0,2,
CAMPO DI GIOVE ,772,624,16,33,
CAMPOTOSTO ,556,314,4,8,
CANISTRO ,841,683,9,23,
CANSANO ,194,133,0,1,
CAPESTRANO ,757,514,15,30,
CAPISTRELLO ,4352,3035,54,130,
CAPITIGNANO ,542,358,2,13,
CAPORCIANO ,198,157,5,8,
CAPPADOCIA ,499,314,3,9,
CARAPELLE CALVISIO ,74,55,0,1,
CARSOLI ,4211,3177,35,121,
CASTEL DEL MONTE ,378,248,3,7,
CASTEL DI IERI ,289,239,2,14,
CASTEL DI SANGRO ,5162,3772,46,154,
CASTELLAFIUME ,874,626,26,34,
CASTELVECCHIO CALVISIO ,144,87,5,13,
CASTELVECCHIO SUBEQUO ,909,702,8,35,
CELANO ,8147,6242,79,406,
CERCHIO ,1333,992,11,56,
CIVITA D'ANTINO ,828,615,13,38,
CIVITELLA ALFEDENA ,253,195,4,11,
CIVITELLA ROVETO ,2764,2020,29,83,
COCULLO ,229,151,4,8,
COLLARMELE ,806,623,17,37,
COLLELONGO ,1106,840,11,36,
COLLEPIETRO ,191,133,2,5,
CORFINIO ,873,654,5,25,
FAGNANO ALTO ,351,230,4,9,
FONTECCHIO ,324,233,2,9,
FOSSA ,522,385,6,12,
GAGLIANO ATERNO ,204,156,1,6,
GIOIA DEI MARSI ,1588,1182,28,66,
GORIANO SICOLI ,488,378,3,9,
INTRODACQUA ,1702,1243,9,46,
L'AQUILA ,57199,42669,297,1270,
LECCE NEI MARSI ,1307,952,7,34,
LUCO DEI MARSI ,4304,3341,45,118,
LUCOLI ,812,525,3,13,
MAGLIANO DE' MARSI ,2952,2316,24,81,
MASSA D'ALBE ,1230,903,9,30,
MOLINA ATERNO ,370,278,4,22,
MONTEREALE ,2227,1498,24,85,
MORINO ,1251,935,16,47,
NAVELLI ,464,354,8,20,
OCRE ,932,711,7,27,
OFENA ,428,276,4,8,
OPI ,379,272,6,20,
ORICOLA ,968,728,7,21,
ORTONA DEI MARSI ,547,337,10,21,
ORTUCCHIO ,1486,1162,21,66,
OVINDOLI ,1063,723,5,27,
PACENTRO ,1046,788,9,26,
PERETO ,621,485,7,21,
PESCASSEROLI ,1758,1280,10,65,
PESCINA ,3385,2599,29,140,
PESCOCOSTANZO ,1021,713,13,37,
PETTORANO SUL GIZIO ,1136,819,10,26,
PIZZOLI ,2860,2155,21,88,
POGGIO PICENZE ,772,639,8,26,
PRATA D'ANSIDONIA ,414,297,7,15,
PRATOLA PELIGNA ,6206,4775,51,149,
PREZZA ,891,606,9,28,
RAIANO ,2358,1804,32,81,
RIVISONDOLI ,579,366,4,12,
ROCCA DI BOTTE ,683,494,3,15,
ROCCA DI CAMBIO ,416,274,1,5,
ROCCA DI MEZZO ,1279,858,6,20,
ROCCA PIA ,156,109,3,4,
ROCCACASALE ,615,426,8,14,
ROCCARASO ,1264,951,14,48,
SAN BENEDETTO DEI MARSI ,3065,2478,50,132,
SAN BENEDETTO IN PERILLIS ,109,71,1,3,
SAN DEMETRIO NE' VESTINI ,1368,1068,10,29,
SAN PIO DELLE CAMERE ,418,310,1,10,
SAN VINCENZO VALLE ROVETO ,2087,1480,38,88,
SANT'EUSANIO FORCONESE ,351,269,6,18,
SANTE MARIE ,1045,731,14,33,
SANTO STEFANO DI SESSANIO ,93,61,0,1,
SCANNO ,1666,1125,14,52,
SCONTRONE ,506,401,5,19,
SCOPPITO ,2667,2132,12,53,
SCURCOLA MARSICANA ,2279,1732,19,79,
SECINARO ,322,218,4,12,
SULMONA ,19944,14876,138,469,
TAGLIACOZZO ,5513,4055,47,157,
TIONE DEGLI ABRUZZI ,285,202,5,6,
TORNIMPARTE ,2465,1864,34,87,
TRASACCO ,4740,3737,65,176,
VILLA SANT'ANGELO ,357,280,4,10,
VILLA SANTA LUCIA DEGLI ABRUZZI ,126,84,2,2,
VILLALAGO ,523,354,5,11,
VILLAVALLELONGA ,795,567,6,25,
VILLETTA BARREA ,558,373,4,29,
VITTORITO ,779,631,8,29,
