Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUACANINA ,112,84,0,2,
APIRO ,1875,1449,32,69,
APPIGNANO ,3263,2598,32,113,
BELFORTE DEL CHIENTI ,1420,1173,11,41,
BOLOGNOLA ,134,87,2,9,
CALDAROLA ,1390,1143,17,43,
CAMERINO ,5575,4289,44,169,
CAMPOROTONDO DI FIASTRONE ,409,333,12,23,
CASTELRAIMONDO ,3610,2802,44,113,
CASTELSANTANGELO SUL NERA ,274,175,1,5,
CESSAPALOMBO ,426,318,10,17,
CINGOLI ,8019,6275,101,296,
CIVITANOVA MARCHE ,31614,24733,243,695,
COLMURANO ,1003,741,14,33,
CORRIDONIA ,11398,9205,108,318,
ESANATOGLIA ,1664,1329,22,69,
FIASTRA ,461,316,6,20,
FIORDIMONTE ,180,130,5,14,
FIUMINATA ,1147,895,11,29,
GAGLIOLE ,498,365,1,12,
GUALDO ,677,488,11,31,
LORO PICENO ,1900,1467,33,62,
MACERATA ,32822,25804,203,662,
MATELICA ,7871,6296,87,283,
MOGLIANO ,3716,2903,64,159,
MONTE CAVALLO ,116,79,1,4,
MONTE SAN GIUSTO ,5611,4441,70,201,
MONTE SAN MARTINO ,599,477,18,32,
MONTECASSIANO ,5583,4524,59,159,
MONTECOSARO ,5240,4193,45,128,
MONTEFANO ,2543,2069,18,56,
MONTELUPONE ,2680,2151,34,86,
MORROVALLE ,7494,6047,93,253,
MUCCIA ,722,561,11,30,
PENNA SAN GIOVANNI ,868,617,15,32,
PETRIOLO ,1546,1256,22,53,
PIEVE TORINA ,1074,834,15,37,
PIEVEBOVIGLIANA ,683,509,10,23,
PIORACO ,904,688,7,23,
POGGIO SAN VICINO ,215,161,5,7,
POLLENZA ,5208,4168,56,128,
PORTO RECANATI ,8124,6374,54,156,
POTENZA PICENA ,12222,9501,103,320,
RECANATI ,16776,13381,126,402,
RIPE SAN GINESIO ,644,507,6,19,
SAN GINESIO ,2911,2217,41,109,
SAN SEVERINO MARCHE ,10181,7947,118,328,
SANT'ANGELO IN PONTANO ,1116,857,19,54,
SARNANO ,2611,1944,28,95,
SEFRO ,316,251,3,10,
SERRAPETRONA ,794,662,13,32,
SERRAVALLE DI CHIENTI ,852,586,12,25,
TOLENTINO ,15047,12165,128,370,
TREIA ,7516,5898,92,293,
URBISAGLIA ,2151,1740,23,53,
USSITA ,338,223,3,8,
VISSO ,989,699,10,18,
