Ente,Candidato,Liste/Gruppi,Voti lista,,
ACQUALAGNA,PIER LUIGI BERSANI ACQUALAGNA,PARTITO DEMOCRATICO,800,,
ACQUALAGNA,,SINISTRA ECOLOGIA LIBERTA',38,,
ACQUALAGNA,,CENTRO DEMOCRATICO,8,,
ACQUALAGNA,SILVIO BERLUSCONI ACQUALAGNA,IL POPOLO DELLA LIBERTA',433,,
ACQUALAGNA,,LEGA NORD,37,,
ACQUALAGNA,,FRATELLI D'ITALIA,31,,
ACQUALAGNA,,MIR - MODERATI IN RIVOLUZIONE,22,,
ACQUALAGNA,,LA DESTRA,17,,
ACQUALAGNA,GIUSEPPE PIERO GRILLO ACQUALAGNA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,814,,
ACQUALAGNA,MARIO MONTI ACQUALAGNA,CON MONTI PER L'ITALIA,166,,
ACQUALAGNA,ANTONIO INGROIA ACQUALAGNA,RIVOLUZIONE CIVILE,26,,
ACQUALAGNA,OSCAR FULVIO GIANNINO ACQUALAGNA,FARE PER FERMARE IL DECLINO,19,,
ACQUALAGNA,MARCO FERRANDO ACQUALAGNA,PARTITO COMUNISTA DEI LAVORATORI,15,,
ACQUALAGNA,ROBERTO FIORE ACQUALAGNA,FORZA NUOVA,11,,
ACQUALAGNA,MAGDI CRISTIANO ALLAM ACQUALAGNA,IO AMO L'ITALIA,10,,
APECCHIO,PIER LUIGI BERSANI APECCHIO,PARTITO DEMOCRATICO,444,,
APECCHIO,,SINISTRA ECOLOGIA LIBERTA',19,,
APECCHIO,,CENTRO DEMOCRATICO,6,,
APECCHIO,SILVIO BERLUSCONI APECCHIO,IL POPOLO DELLA LIBERTA',197,,
APECCHIO,,FRATELLI D'ITALIA,10,,
APECCHIO,,LA DESTRA,8,,
APECCHIO,,LEGA NORD,6,,
APECCHIO,,MIR - MODERATI IN RIVOLUZIONE,5,,
APECCHIO,GIUSEPPE PIERO GRILLO APECCHIO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,324,,
APECCHIO,MARIO MONTI APECCHIO,CON MONTI PER L'ITALIA,66,,
APECCHIO,ANTONIO INGROIA APECCHIO,RIVOLUZIONE CIVILE,11,,
APECCHIO,OSCAR FULVIO GIANNINO APECCHIO,FARE PER FERMARE IL DECLINO,7,,
APECCHIO,MARCO FERRANDO APECCHIO,PARTITO COMUNISTA DEI LAVORATORI,15,,
APECCHIO,ROBERTO FIORE APECCHIO,FORZA NUOVA,6,,
APECCHIO,MAGDI CRISTIANO ALLAM APECCHIO,IO AMO L'ITALIA,16,,
AUDITORE,PIER LUIGI BERSANI AUDITORE,PARTITO DEMOCRATICO,325,,
AUDITORE,,SINISTRA ECOLOGIA LIBERTA',20,,
AUDITORE,,CENTRO DEMOCRATICO,6,,
AUDITORE,SILVIO BERLUSCONI AUDITORE,IL POPOLO DELLA LIBERTA',147,,
AUDITORE,,LEGA NORD,11,,
AUDITORE,,FRATELLI D'ITALIA,9,,
AUDITORE,,LA DESTRA,7,,
AUDITORE,,MIR - MODERATI IN RIVOLUZIONE,3,,
AUDITORE,GIUSEPPE PIERO GRILLO AUDITORE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,306,,
AUDITORE,MARIO MONTI AUDITORE,CON MONTI PER L'ITALIA,36,,
AUDITORE,ANTONIO INGROIA AUDITORE,RIVOLUZIONE CIVILE,20,,
AUDITORE,OSCAR FULVIO GIANNINO AUDITORE,FARE PER FERMARE IL DECLINO,6,,
AUDITORE,MARCO FERRANDO AUDITORE,PARTITO COMUNISTA DEI LAVORATORI,5,,
AUDITORE,ROBERTO FIORE AUDITORE,FORZA NUOVA,5,,
AUDITORE,MAGDI CRISTIANO ALLAM AUDITORE,IO AMO L'ITALIA,2,,
BARCHI,PIER LUIGI BERSANI BARCHI,PARTITO DEMOCRATICO,174,,
BARCHI,,SINISTRA ECOLOGIA LIBERTA',9,,
BARCHI,,CENTRO DEMOCRATICO,3,,
BARCHI,SILVIO BERLUSCONI BARCHI,IL POPOLO DELLA LIBERTA',91,,
BARCHI,,FRATELLI D'ITALIA,8,,
BARCHI,,LEGA NORD,7,,
BARCHI,,LA DESTRA,4,,
BARCHI,,MIR - MODERATI IN RIVOLUZIONE,2,,
BARCHI,GIUSEPPE PIERO GRILLO BARCHI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,202,,
BARCHI,MARIO MONTI BARCHI,CON MONTI PER L'ITALIA,39,,
BARCHI,ANTONIO INGROIA BARCHI,RIVOLUZIONE CIVILE,18,,
BARCHI,OSCAR FULVIO GIANNINO BARCHI,FARE PER FERMARE IL DECLINO,5,,
BARCHI,MARCO FERRANDO BARCHI,PARTITO COMUNISTA DEI LAVORATORI,6,,
BARCHI,ROBERTO FIORE BARCHI,FORZA NUOVA,0,,
BARCHI,MAGDI CRISTIANO ALLAM BARCHI,IO AMO L'ITALIA,2,,
BELFORTE ALL'ISAURO,PIER LUIGI BERSANI BELFORTE ALL'ISAURO,PARTITO DEMOCRATICO,111,,
BELFORTE ALL'ISAURO,,SINISTRA ECOLOGIA LIBERTA',5,,
BELFORTE ALL'ISAURO,,CENTRO DEMOCRATICO,1,,
BELFORTE ALL'ISAURO,SILVIO BERLUSCONI BELFORTE ALL'ISAURO,IL POPOLO DELLA LIBERTA',96,,
BELFORTE ALL'ISAURO,,FRATELLI D'ITALIA,7,,
BELFORTE ALL'ISAURO,,LEGA NORD,4,,
BELFORTE ALL'ISAURO,,LA DESTRA,1,,
BELFORTE ALL'ISAURO,,MIR - MODERATI IN RIVOLUZIONE,0,,
BELFORTE ALL'ISAURO,GIUSEPPE PIERO GRILLO BELFORTE ALL'ISAURO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,121,,
BELFORTE ALL'ISAURO,MARIO MONTI BELFORTE ALL'ISAURO,CON MONTI PER L'ITALIA,26,,
BELFORTE ALL'ISAURO,ANTONIO INGROIA BELFORTE ALL'ISAURO,RIVOLUZIONE CIVILE,1,,
BELFORTE ALL'ISAURO,OSCAR FULVIO GIANNINO BELFORTE ALL'ISAURO,FARE PER FERMARE IL DECLINO,7,,
BELFORTE ALL'ISAURO,MARCO FERRANDO BELFORTE ALL'ISAURO,PARTITO COMUNISTA DEI LAVORATORI,2,,
BELFORTE ALL'ISAURO,ROBERTO FIORE BELFORTE ALL'ISAURO,FORZA NUOVA,7,,
BELFORTE ALL'ISAURO,MAGDI CRISTIANO ALLAM BELFORTE ALL'ISAURO,IO AMO L'ITALIA,1,,
BORGO PACE,PIER LUIGI BERSANI BORGO PACE,PARTITO DEMOCRATICO,89,,
BORGO PACE,,SINISTRA ECOLOGIA LIBERTA',13,,
BORGO PACE,,CENTRO DEMOCRATICO,1,,
BORGO PACE,SILVIO BERLUSCONI BORGO PACE,IL POPOLO DELLA LIBERTA',70,,
BORGO PACE,,MIR - MODERATI IN RIVOLUZIONE,4,,
BORGO PACE,,FRATELLI D'ITALIA,3,,
BORGO PACE,,LEGA NORD,2,,
BORGO PACE,,LA DESTRA,1,,
BORGO PACE,GIUSEPPE PIERO GRILLO BORGO PACE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,73,,
BORGO PACE,MARIO MONTI BORGO PACE,CON MONTI PER L'ITALIA,48,,
