Ente,Candidato,Liste/Gruppi,Voti lista,,
AULLA,PIER LUIGI BERSANI AULLA,PARTITO DEMOCRATICO,1828,,
AULLA,,SINISTRA ECOLOGIA LIBERTA',169,,
AULLA,,CENTRO DEMOCRATICO,11,,
AULLA,SILVIO BERLUSCONI AULLA,IL POPOLO DELLA LIBERTA',1377,,
AULLA,,FRATELLI D'ITALIA,74,,
AULLA,,LEGA NORD,64,,
AULLA,,LA DESTRA,50,,
AULLA,,MIR - MODERATI IN RIVOLUZIONE,5,,
AULLA,GIUSEPPE PIERO GRILLO AULLA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1792,,
AULLA,MARIO MONTI AULLA,CON MONTI PER L'ITALIA,384,,
AULLA,ANTONIO INGROIA AULLA,RIVOLUZIONE CIVILE,141,,
AULLA,OSCAR FULVIO GIANNINO AULLA,FARE PER FERMARE IL DECLINO,46,,
AULLA,MARCO FERRANDO AULLA,PARTITO COMUNISTA DEI LAVORATORI,42,,
AULLA,ROBERTO FIORE AULLA,FORZA NUOVA,23,,
AULLA,GIACINTO MARCO PANNELLA AULLA,LISTA AMNISTIA GIUSTIZIA LIBERTA',16,,
AULLA,SIMONE DI STEFANO AULLA,CASAPOUND ITALIA,6,,
BAGNONE,PIER LUIGI BERSANI BAGNONE,PARTITO DEMOCRATICO,310,,
BAGNONE,,SINISTRA ECOLOGIA LIBERTA',17,,
BAGNONE,,CENTRO DEMOCRATICO,12,,
BAGNONE,SILVIO BERLUSCONI BAGNONE,IL POPOLO DELLA LIBERTA',260,,
BAGNONE,,LEGA NORD,24,,
BAGNONE,,FRATELLI D'ITALIA,21,,
BAGNONE,,LA DESTRA,8,,
BAGNONE,,MIR - MODERATI IN RIVOLUZIONE,2,,
BAGNONE,GIUSEPPE PIERO GRILLO BAGNONE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,231,,
BAGNONE,MARIO MONTI BAGNONE,CON MONTI PER L'ITALIA,83,,
BAGNONE,ANTONIO INGROIA BAGNONE,RIVOLUZIONE CIVILE,18,,
BAGNONE,OSCAR FULVIO GIANNINO BAGNONE,FARE PER FERMARE IL DECLINO,11,,
BAGNONE,MARCO FERRANDO BAGNONE,PARTITO COMUNISTA DEI LAVORATORI,9,,
BAGNONE,ROBERTO FIORE BAGNONE,FORZA NUOVA,7,,
BAGNONE,GIACINTO MARCO PANNELLA BAGNONE,LISTA AMNISTIA GIUSTIZIA LIBERTA',2,,
BAGNONE,SIMONE DI STEFANO BAGNONE,CASAPOUND ITALIA,3,,
CARRARA,PIER LUIGI BERSANI CARRARA,PARTITO DEMOCRATICO,11165,,
CARRARA,,SINISTRA ECOLOGIA LIBERTA',973,,
CARRARA,,CENTRO DEMOCRATICO,125,,
CARRARA,SILVIO BERLUSCONI CARRARA,IL POPOLO DELLA LIBERTA',6763,,
CARRARA,,FRATELLI D'ITALIA,387,,
CARRARA,,LA DESTRA,287,,
CARRARA,,LEGA NORD,245,,
CARRARA,,MIR - MODERATI IN RIVOLUZIONE,25,,
CARRARA,GIUSEPPE PIERO GRILLO CARRARA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,10322,,
CARRARA,MARIO MONTI CARRARA,CON MONTI PER L'ITALIA,2416,,
CARRARA,ANTONIO INGROIA CARRARA,RIVOLUZIONE CIVILE,1055,,
CARRARA,OSCAR FULVIO GIANNINO CARRARA,FARE PER FERMARE IL DECLINO,171,,
CARRARA,MARCO FERRANDO CARRARA,PARTITO COMUNISTA DEI LAVORATORI,259,,
CARRARA,ROBERTO FIORE CARRARA,FORZA NUOVA,95,,
CARRARA,GIACINTO MARCO PANNELLA CARRARA,LISTA AMNISTIA GIUSTIZIA LIBERTA',86,,
CARRARA,SIMONE DI STEFANO CARRARA,CASAPOUND ITALIA,34,,
CASOLA IN LUNIGIANA,PIER LUIGI BERSANI CASOLA IN LUNIGIANA,PARTITO DEMOCRATICO,230,,
CASOLA IN LUNIGIANA,,SINISTRA ECOLOGIA LIBERTA',11,,
CASOLA IN LUNIGIANA,,CENTRO DEMOCRATICO,2,,
CASOLA IN LUNIGIANA,SILVIO BERLUSCONI CASOLA IN LUNIGIANA,IL POPOLO DELLA LIBERTA',121,,
CASOLA IN LUNIGIANA,,FRATELLI D'ITALIA,7,,
CASOLA IN LUNIGIANA,,LEGA NORD,5,,
CASOLA IN LUNIGIANA,,LA DESTRA,3,,
CASOLA IN LUNIGIANA,,MIR - MODERATI IN RIVOLUZIONE,0,,
CASOLA IN LUNIGIANA,GIUSEPPE PIERO GRILLO CASOLA IN LUNIGIANA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,93,,
CASOLA IN LUNIGIANA,MARIO MONTI CASOLA IN LUNIGIANA,CON MONTI PER L'ITALIA,43,,
CASOLA IN LUNIGIANA,ANTONIO INGROIA CASOLA IN LUNIGIANA,RIVOLUZIONE CIVILE,9,,
CASOLA IN LUNIGIANA,OSCAR FULVIO GIANNINO CASOLA IN LUNIGIANA,FARE PER FERMARE IL DECLINO,3,,
CASOLA IN LUNIGIANA,MARCO FERRANDO CASOLA IN LUNIGIANA,PARTITO COMUNISTA DEI LAVORATORI,1,,
CASOLA IN LUNIGIANA,ROBERTO FIORE CASOLA IN LUNIGIANA,FORZA NUOVA,8,,
CASOLA IN LUNIGIANA,GIACINTO MARCO PANNELLA CASOLA IN LUNIGIANA,LISTA AMNISTIA GIUSTIZIA LIBERTA',0,,
CASOLA IN LUNIGIANA,SIMONE DI STEFANO CASOLA IN LUNIGIANA,CASAPOUND ITALIA,0,,
COMANO,PIER LUIGI BERSANI COMANO,PARTITO DEMOCRATICO,141,,
COMANO,,SINISTRA ECOLOGIA LIBERTA',11,,
COMANO,,CENTRO DEMOCRATICO,0,,
COMANO,SILVIO BERLUSCONI COMANO,IL POPOLO DELLA LIBERTA',92,,
COMANO,,LEGA NORD,5,,
COMANO,,FRATELLI D'ITALIA,3,,
COMANO,,LA DESTRA,2,,
COMANO,,MIR - MODERATI IN RIVOLUZIONE,1,,
COMANO,GIUSEPPE PIERO GRILLO COMANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,98,,
COMANO,MARIO MONTI COMANO,CON MONTI PER L'ITALIA,13,,
COMANO,ANTONIO INGROIA COMANO,RIVOLUZIONE CIVILE,10,,
COMANO,OSCAR FULVIO GIANNINO COMANO,FARE PER FERMARE IL DECLINO,3,,
COMANO,MARCO FERRANDO COMANO,PARTITO COMUNISTA DEI LAVORATORI,1,,
COMANO,ROBERTO FIORE COMANO,FORZA NUOVA,2,,
COMANO,GIACINTO MARCO PANNELLA COMANO,LISTA AMNISTIA GIUSTIZIA LIBERTA',1,,
COMANO,SIMONE DI STEFANO COMANO,CASAPOUND ITALIA,0,,
FILATTIERA,PIER LUIGI BERSANI FILATTIERA,PARTITO DEMOCRATICO,474,,
FILATTIERA,,SINISTRA ECOLOGIA LIBERTA',44,,
FILATTIERA,,CENTRO DEMOCRATICO,5,,
FILATTIERA,SILVIO BERLUSCONI FILATTIERA,IL POPOLO DELLA LIBERTA',264,,
FILATTIERA,,LEGA NORD,34,,
FILATTIERA,,FRATELLI D'ITALIA,18,,
FILATTIERA,,LA DESTRA,13,,
FILATTIERA,,MIR - MODERATI IN RIVOLUZIONE,2,,
FILATTIERA,GIUSEPPE PIERO GRILLO FILATTIERA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,280,,
FILATTIERA,MARIO MONTI FILATTIERA,CON MONTI PER L'ITALIA,83,,
FILATTIERA,ANTONIO INGROIA FILATTIERA,RIVOLUZIONE CIVILE,23,,
FILATTIERA,OSCAR FULVIO GIANNINO FILATTIERA,FARE PER FERMARE IL DECLINO,8,,
FILATTIERA,MARCO FERRANDO FILATTIERA,PARTITO COMUNISTA DEI LAVORATORI,8,,
FILATTIERA,ROBERTO FIORE FILATTIERA,FORZA NUOVA,5,,
FILATTIERA,GIACINTO MARCO PANNELLA FILATTIERA,LISTA AMNISTIA GIUSTIZIA LIBERTA',3,,
FILATTIERA,SIMONE DI STEFANO FILATTIERA,CASAPOUND ITALIA,5,,
