Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AGLIE' ,1989,1458,13,79,
AIRASCA ,2694,2173,18,87,
ALA DI STURA ,370,232,4,7,
ALBIANO D'IVREA ,1340,1012,12,41,
ALICE SUPERIORE ,547,400,3,18,
ALMESE ,4722,3838,16,102,
ALPETTE ,233,163,3,9,
ALPIGNANO ,13015,10379,41,253,
ANDEZENO ,1423,1204,11,51,
ANDRATE ,396,260,3,12,
ANGROGNA ,665,432,5,19,
ARIGNANO ,788,655,1,18,
AVIGLIANA ,9142,7461,44,197,
AZEGLIO ,955,740,3,31,
BAIRO ,638,480,5,23,
BALANGERO ,2415,1848,7,59,
BALDISSERO CANAVESE ,429,272,2,18,
BALDISSERO TORINESE ,2754,2261,8,44,
BALME ,88,64,0,4,
BANCHETTE ,2351,1794,5,62,
BARBANIA ,1265,940,11,36,
BARDONECCHIA ,2342,1786,9,53,
BARONE CANAVESE ,454,344,2,13,
BEINASCO ,13628,11225,64,325,
BIBIANA ,2418,1885,21,86,
BOBBIO PELLICE ,429,312,2,16,
BOLLENGO ,1616,1282,17,71,
BORGARO TORINESE ,10043,8321,30,205,
BORGIALLO ,431,315,7,11,
BORGOFRANCO D'IVREA ,2780,2131,31,89,
BORGOMASINO ,618,451,5,14,
BORGONE SUSA ,1712,1291,13,53,
BOSCONERO ,2266,1761,22,67,
BRANDIZZO ,6266,4866,27,154,
BRICHERASIO ,3417,2670,27,109,
BROSSO ,364,250,9,28,
BROZOLO ,357,253,3,8,
BRUINO ,6195,5303,22,135,
BRUSASCO ,1253,934,9,30,
BRUZOLO ,1157,928,7,26,
BURIASCO ,1038,842,8,37,
BUROLO ,979,771,5,27,
BUSANO ,1160,924,14,43,
BUSSOLENO ,4605,3524,26,109,
BUTTIGLIERA ALTA ,4798,4027,16,100,
CAFASSE ,2649,1978,9,59,
CALUSO ,5649,4355,32,166,
CAMBIANO ,4605,3835,22,125,
CAMPIGLIONE-FENILE ,1030,806,8,48,
CANDIA CANAVESE ,955,738,12,40,
CANDIOLO ,4143,3503,31,127,
CANISCHIO ,222,153,3,8,
CANTALUPA ,1913,1568,10,52,
CANTOIRA ,440,295,5,22,
CAPRIE ,1597,1293,8,40,
CARAVINO ,749,579,7,32,
CAREMA ,581,402,7,27,
CARIGNANO ,6655,5255,50,284,
CARMAGNOLA ,19797,15442,124,588,
CASALBORGONE ,1431,1079,10,49,
CASCINETTE D'IVREA ,1107,866,8,33,
CASELETTE ,2194,1830,11,52,
CASELLE TORINESE ,13471,10651,55,298,
CASTAGNETO PO ,1283,1026,4,21,
CASTAGNOLE PIEMONTE ,1575,1281,16,59,
CASTELLAMONTE ,7087,5261,46,235,
CASTELNUOVO NIGRA ,333,235,1,12,
CASTIGLIONE TORINESE ,4691,3951,14,95,
CAVAGNOLO ,1733,1359,10,39,
CAVOUR ,4140,3205,35,159,
CERCENASCO ,1334,1048,14,59,
CERES ,823,581,1,29,
CERESOLE REALE ,135,116,0,2,
CESANA TORINESE ,728,575,2,21,
CHIALAMBERTO ,295,187,4,13,
CHIANOCCO ,1283,1052,6,44,
CHIAVERANO ,1612,1274,8,48,
CHIERI ,25651,20537,143,556,
CHIESANUOVA ,158,107,2,2,
CHIOMONTE ,776,598,6,26,
CHIUSA DI SAN MICHELE ,1197,969,9,25,
CHIVASSO ,19448,14990,123,476,
CICONIO ,269,198,2,7,
CINTANO ,193,136,0,5,
CINZANO ,278,224,7,12,
CIRIE' ,14004,10677,71,351,
CLAVIERE ,122,93,2,4,
COASSOLO TORINESE ,1168,860,9,33,
COAZZE ,2372,1747,5,83,
COLLEGNO ,37249,30246,126,680,
COLLERETTO CASTELNUOVO ,228,164,1,7,
COLLERETTO GIACOSA ,448,362,3,12,
CONDOVE ,3499,2771,15,76,
CORIO ,2508,1701,15,81,
COSSANO CANAVESE ,401,298,8,24,
CUCEGLIO ,717,528,6,21,
CUMIANA ,5880,4742,32,136,
CUORGNE' ,7189,5466,46,211,
DRUENTO ,6186,5097,24,137,
EXILLES ,211,170,1,4,
FAVRIA ,3664,2758,20,108,
FELETTO ,1570,1151,10,47,
FENESTRELLE ,456,340,6,18,
FIANO ,2043,1645,9,41,
FIORANO CANAVESE ,619,493,2,13,
FOGLIZZO ,1717,1326,11,50,
FORNO CANAVESE ,2598,1779,19,89,
FRASSINETTO ,205,131,6,11,
FRONT ,1267,950,15,42,
FROSSASCO ,2171,1650,13,41,
GARZIGLIANA ,448,357,3,24,
GASSINO TORINESE ,7012,5638,33,153,
GERMAGNANO ,937,649,11,32,
GIAGLIONE ,499,421,5,14,
GIAVENO ,11996,9346,54,365,
GIVOLETTO ,2764,2312,11,57,
GRAVERE ,551,436,4,28,
GROSCAVALLO ,175,117,1,6,
GROSSO ,752,596,8,26,
GRUGLIASCO ,29046,23698,100,568,
INGRIA ,44,30,0,0,
INVERSO PINASCA ,583,419,5,17,
ISOLABELLA ,288,238,3,17,
ISSIGLIO ,333,199,2,15,
IVREA ,17819,13747,69,389,
LA CASSA ,1311,1071,1,26,
LA LOGGIA ,6466,5383,25,138,
LANZO TORINESE ,3826,2883,20,104,
LAURIANO ,1147,854,10,43,
LEINI' ,11464,9208,35,232,
LEMIE ,156,96,1,7,
LESSOLO ,1502,1117,11,54,
LEVONE ,346,273,3,18,
LOCANA ,1281,918,17,61,
LOMBARDORE ,1273,1011,6,25,
LOMBRIASCO ,787,636,17,36,
LORANZE' ,872,731,7,35,
LUGNACCO ,280,196,2,6,
LUSERNA SAN GIOVANNI ,5519,4009,28,185,
LUSERNETTA ,396,316,6,18,
LUSIGLIE' ,419,332,4,12,
MACELLO ,930,748,18,38,
MAGLIONE ,344,249,1,7,
MARENTINO ,1010,823,6,20,
MASSELLO ,52,44,0,4,
MATHI ,2921,2264,25,103,
MATTIE ,549,399,4,22,
MAZZE' ,3204,2479,17,101,
MEANA DI SUSA ,689,523,5,19,
MERCENASCO ,892,647,5,29,
MEUGLIANO ,72,46,0,4,
MEZZENILE ,675,428,3,27,
MOMBELLO DI TORINO ,279,218,2,12,
MOMPANTERO ,499,406,4,15,
MONASTERO DI LANZO ,318,217,5,29,
MONCALIERI ,41334,33187,169,874,
MONCENISIO ,29,28,1,1,
MONTALDO TORINESE ,548,440,1,9,
MONTALENGHE ,747,574,5,17,
MONTALTO DORA ,2589,2057,17,81,
MONTANARO ,4081,3128,25,112,
MONTEU DA PO ,668,497,4,12,
MORIONDO TORINESE ,628,514,5,27,
NICHELINO ,35151,28198,173,906,
NOASCA ,148,94,1,6,
NOLE ,5140,3933,25,142,
NOMAGLIO ,247,183,3,10,
NONE ,5845,4643,27,153,
NOVALESA ,424,340,3,18,
OGLIANICO ,1039,840,7,32,
ORBASSANO ,17303,14124,72,371,
ORIO CANAVESE ,645,484,4,19,
OSASCO ,867,716,6,23,
OSASIO ,695,573,4,31,
OULX ,2360,1811,8,52,
OZEGNA ,929,708,11,24,
PALAZZO CANAVESE ,633,505,1,22,
PANCALIERI ,1392,1096,13,63,
PARELLA ,353,293,0,8,
PAVAROLO ,795,657,4,14,
PAVONE CANAVESE ,2969,2271,17,82,
PECCO ,173,143,1,7,
PECETTO TORINESE ,2887,2423,15,52,
PEROSA ARGENTINA ,2680,1941,16,98,
PEROSA CANAVESE ,424,328,3,17,
PERRERO ,571,372,3,15,
PERTUSIO ,591,453,7,24,
PESSINETTO ,461,334,3,10,
PIANEZZA ,10690,8941,39,215,
PINASCA ,2345,1766,28,78,
PINEROLO ,26369,19983,118,540,
PINO TORINESE ,6189,5105,19,87,
PIOBESI TORINESE ,2745,2313,19,88,
PIOSSASCO ,13345,10984,68,319,
PISCINA ,2504,1992,19,87,
PIVERONE ,1017,795,8,35,
POIRINO ,7461,5955,48,223,
POMARETTO ,828,643,4,28,
PONT-CANAVESE ,2584,1879,20,83,
PORTE ,824,642,4,24,
PRAGELATO ,461,338,0,8,
PRALI ,212,156,5,10,
PRALORMO ,1372,1079,11,37,
PRAMOLLO ,207,126,2,15,
PRAROSTINO ,988,698,4,36,
PRASCORSANO ,597,436,12,21,
PRATIGLIONE ,403,250,3,18,
QUAGLIUZZO ,262,225,1,11,
QUASSOLO ,289,207,4,17,
QUINCINETTO ,823,663,11,51,
REANO ,1314,1064,6,27,
RIBORDONE ,59,31,0,2,
RIVA PRESSO CHIERI ,3183,2627,30,126,
RIVALBA ,868,711,7,28,
RIVALTA DI TORINO ,14192,11724,51,235,
RIVARA ,1951,1452,21,68,
RIVAROLO CANAVESE ,9182,6753,57,247,
RIVAROSSA ,1117,887,5,37,
RIVOLI ,37427,29862,137,716,
ROBASSOMERO ,2277,1852,10,46,
ROCCA CANAVESE ,1337,921,3,34,
ROLETTO ,1525,1239,8,54,
ROMANO CANAVESE ,2147,1675,11,59,
RONCO CANAVESE ,272,123,1,4,
RONDISSONE ,1357,1048,11,48,
RORA' ,204,152,5,9,
ROSTA ,3470,2956,6,54,
ROURE ,729,539,6,27,
RUBIANA ,1750,1336,5,49,
RUEGLIO ,599,354,2,18,
SALASSA ,1326,985,8,38,
SALBERTRAND ,389,291,1,6,
SALERANO CANAVESE ,389,311,7,19,
SALZA DI PINEROLO ,60,45,1,7,
SAMONE ,1195,914,5,31,
SAN BENIGNO CANAVESE ,4141,3319,29,113,
SAN CARLO CANAVESE ,2979,2352,17,94,
SAN COLOMBANO BELMONTE ,283,221,0,13,
SAN DIDERO ,422,335,2,7,
SAN FRANCESCO AL CAMPO ,3648,2811,25,94,
SAN GERMANO CHISONE ,1425,966,7,49,
SAN GILLIO ,2298,1880,11,54,
SAN GIORGIO CANAVESE ,1939,1478,16,58,
SAN GIORIO DI SUSA ,770,622,7,24,
SAN GIUSTO CANAVESE ,2480,1870,13,71,
SAN MARTINO CANAVESE ,642,512,4,19,
SAN MAURIZIO CANAVESE ,7214,5853,51,233,
SAN MAURO TORINESE ,14248,11660,47,248,
SAN PIETRO VAL LEMINA ,1132,886,5,25,
SAN PONSO ,225,184,3,11,
SAN RAFFAELE CIMENA ,2245,1843,11,54,
SAN SEBASTIANO DA PO ,1478,1192,13,48,
SAN SECONDO DI PINEROLO ,2740,2138,12,69,
SANGANO ,2902,2418,13,53,
SANT'AMBROGIO DI TORINO ,3349,2697,11,61,
SANT'ANTONINO DI SUSA ,3113,2465,13,67,
SANTENA ,7683,6152,39,197,
SAUZE D'OULX ,832,596,3,17,
SAUZE DI CESANA ,199,157,1,9,
SCALENGHE ,2450,1958,9,85,
SCARMAGNO ,621,488,4,26,
SCIOLZE ,1069,853,7,32,
SESTRIERE ,607,484,3,22,
SETTIMO ROTTARO ,391,306,7,16,
SETTIMO TORINESE ,35423,28282,163,743,
SETTIMO VITTONE ,1189,839,7,43,
SPARONE ,807,565,8,30,
STRAMBINELLO ,202,162,2,7,
STRAMBINO ,4828,3707,24,155,
SUSA ,4754,3601,22,116,
TAVAGNASCO ,589,453,15,33,
TORINO ,623241,479516,2225,10947,
TORRAZZA PIEMONTE ,2157,1700,19,88,
TORRE CANAVESE ,487,362,3,13,
TORRE PELLICE ,3504,2511,20,84,
TRANA ,2849,2347,11,62,
TRAUSELLA ,100,62,2,6,
TRAVERSELLA ,299,164,1,18,
TRAVES ,431,321,2,12,
TROFARELLO ,8040,6654,29,207,
USSEAUX ,155,108,0,3,
USSEGLIO ,176,112,8,17,
VAIE ,1046,860,5,34,
VAL DELLA TORRE ,2936,2298,15,81,
VALGIOIE ,716,511,2,18,
VALLO TORINESE ,593,466,2,13,
VALPERGA ,2370,1801,19,76,
VALPRATO SOANA ,100,56,0,3,
VARISELLA ,630,459,6,39,
VAUDA CANAVESE ,1089,787,6,44,
VENARIA REALE ,25775,20617,101,509,
VENAUS ,754,609,4,17,
VEROLENGO ,3751,2994,35,131,
VERRUA SAVOIA ,1115,855,11,43,
VESTIGNE' ,632,502,8,31,
VIALFRE' ,198,157,2,6,
VICO CANAVESE ,688,416,4,28,
VIDRACCO ,403,159,2,4,
VIGONE ,3933,3022,48,160,
VILLAFRANCA PIEMONTE ,3519,2753,34,104,
VILLANOVA CANAVESE ,854,665,6,31,
VILLAR DORA ,2129,1715,8,54,
VILLAR FOCCHIARDO ,1629,1274,9,41,
VILLAR PELLICE ,864,604,3,56,
VILLAR PEROSA ,3148,2397,21,97,
VILLARBASSE ,2499,2132,13,39,
VILLAREGGIA ,785,630,13,35,
VILLASTELLONE ,3459,2840,17,105,
VINOVO ,10702,8857,61,262,
VIRLE PIEMONTE ,844,680,4,11,
VISCHE ,1019,767,5,44,
VISTRORIO ,394,288,2,9,
VIU' ,878,529,3,35,
VOLPIANO ,11133,8671,54,260,
VOLVERA ,6243,5056,26,139,
