Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACCUMOLI ,531,327,16,35,
AMATRICE ,2255,1440,27,75,
ANTRODOCO ,2169,1743,33,91,
ASCREA ,208,138,5,8,
BELMONTE IN SABINA ,540,403,14,22,
BORBONA ,570,424,12,21,
BORGO VELINO ,812,668,16,33,
BORGOROSE ,3794,2857,92,236,
CANTALICE ,2245,1673,31,83,
CANTALUPO IN SABINA ,1360,1069,10,46,
CASAPROTA ,584,427,10,39,
CASPERIA ,965,740,23,67,
CASTEL DI TORA ,245,181,2,7,
CASTEL SANT'ANGELO ,1083,811,19,56,
CASTELNUOVO DI FARFA ,848,644,6,30,
CITTADUCALE ,5682,4548,91,222,
CITTAREALE ,420,227,9,16,
COLLALTO SABINO ,400,265,5,9,
COLLE DI TORA ,312,219,3,7,
COLLEGIOVE ,147,106,3,7,
COLLEVECCHIO ,1322,990,26,70,
COLLI SUL VELINO ,397,289,8,26,
CONCERVIANO ,266,165,2,5,
CONFIGNI ,542,405,17,35,
CONTIGLIANO ,2950,2149,31,88,
COTTANELLO ,458,302,12,32,
FARA IN SABINA ,9878,7950,85,310,
FIAMIGNANO ,1248,874,25,64,
FORANO ,2201,1732,23,83,
FRASSO SABINO ,529,432,5,21,
GRECCIO ,1286,974,23,53,
LABRO ,283,209,6,15,
LEONESSA ,2136,1487,14,46,
LONGONE SABINO ,501,358,10,16,
MAGLIANO SABINA ,2985,2306,28,101,
MARCETELLI ,78,38,0,1,
MICIGLIANO ,122,76,1,4,
MOMPEO ,471,329,11,23,
MONTASOLA ,342,271,11,25,
MONTE SAN GIOVANNI IN SABINA ,614,451,12,31,
MONTEBUONO ,719,554,16,32,
MONTELEONE SABINO ,1039,794,18,63,
MONTENERO SABINO ,252,193,7,9,
MONTOPOLI DI SABINA ,3288,2600,28,114,
MORRO REATINO ,299,205,5,9,
NESPOLO ,218,157,3,11,
ORVINIO ,344,252,4,14,
PAGANICO SABINO ,163,120,5,5,
PESCOROCCHIANO ,1889,1292,48,96,
PETRELLA SALTO ,1048,774,18,51,
POGGIO BUSTONE ,1779,1391,24,55,
POGGIO CATINO ,1061,802,14,34,
POGGIO MIRTETO ,4505,3609,33,141,
POGGIO MOIANO ,2166,1693,37,82,
POGGIO NATIVO ,1950,1621,31,74,
POGGIO SAN LORENZO ,472,344,5,15,
POSTA ,593,383,3,20,
POZZAGLIA SABINA ,343,206,3,9,
RIETI ,38662,29494,372,1184,
RIVODUTRI ,1046,828,13,37,
ROCCA SINIBALDA ,728,543,13,30,
ROCCANTICA ,506,377,10,26,
SALISANO ,485,360,5,27,
SCANDRIGLIA ,2299,1667,26,77,
SELCI ,908,703,9,37,
STIMIGLIANO ,1511,1222,14,47,
TARANO ,1078,807,15,46,
TOFFIA ,818,629,12,34,
TORRI IN SABINA ,1006,779,16,62,
TORRICELLA IN SABINA ,1097,812,14,36,
TURANIA ,208,157,1,1,
VACONE ,222,164,11,14,
VARCO SABINO ,181,115,5,9,
