Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUAPENDENTE ,4325,3547,59,156,
ARLENA DI CASTRO ,643,549,10,26,
BAGNOREGIO ,2791,2164,58,158,
BARBARANO ROMANO ,825,674,8,31,
BASSANO IN TEVERINA ,941,738,10,25,
BASSANO ROMANO ,3623,2769,56,142,
BLERA ,2463,1930,50,129,
BOLSENA ,3112,2406,40,145,
BOMARZO ,1312,1029,18,46,
CALCATA ,679,523,8,20,
CANEPINA ,2250,1893,71,129,
CANINO ,3871,3020,67,176,
CAPODIMONTE ,1357,1082,20,48,
CAPRANICA ,4633,3797,63,172,
CAPRAROLA ,3953,3041,63,158,
CARBOGNANO ,1481,1172,28,68,
CASTEL SANT'ELIA ,1743,1409,24,55,
CASTIGLIONE IN TEVERINA ,1655,1306,26,74,
CELLENO ,1014,808,12,30,
CELLERE ,962,720,18,43,
CIVITA CASTELLANA ,11273,8828,105,314,
CIVITELLA D'AGLIANO ,1278,1009,29,66,
CORCHIANO ,2565,2102,46,117,
FABRICA DI ROMA ,5791,4466,81,192,
FALERIA ,1526,1131,18,65,
FARNESE ,1270,921,26,60,
GALLESE ,2113,1681,44,110,
GRADOLI ,1070,824,8,34,
GRAFFIGNANO ,1816,1368,41,91,
GROTTE DI CASTRO ,2155,1698,27,94,
ISCHIA DI CASTRO ,1826,1436,55,127,
LATERA ,720,507,13,36,
LUBRIANO ,659,523,19,36,
MARTA ,2684,2041,48,112,
MONTALTO DI CASTRO ,6266,5074,135,315,
MONTE ROMANO ,1530,1134,21,44,
MONTEFIASCONE ,10159,7713,165,433,
MONTEROSI ,2721,2058,16,59,
NEPI ,6649,5243,71,215,
ONANO ,852,601,23,46,
ORIOLO ROMANO ,2748,2215,34,88,
ORTE ,6052,4819,87,190,
PIANSANO ,1668,1336,50,88,
PROCENO ,472,388,13,25,
RONCIGLIONE ,6290,4912,72,220,
SAN LORENZO NUOVO ,1608,1207,22,60,
SORIANO NEL CIMINO ,6225,4831,100,281,
SUTRI ,4818,3791,54,138,
TARQUINIA ,12468,9426,109,394,
TESSENNANO ,264,211,13,15,
TUSCANIA ,6159,4855,74,224,
VALENTANO ,2262,1708,27,85,
VALLERANO ,1962,1574,42,104,
VASANELLO ,3009,2411,70,153,
VEJANO ,1737,1385,38,95,
VETRALLA ,10266,7954,126,348,
VIGNANELLO ,3470,2802,56,150,
VILLA SAN GIOVANNI IN TUSCIA ,906,715,19,40,
VITERBO ,47885,37522,361,1300,
VITORCHIANO ,3534,2927,29,101,
