Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ARGENTA ,16580,13982,126,400,
BERRA ,4053,3230,37,147,
BONDENO ,11395,9246,120,315,
CENTO ,24970,20350,239,645,
CODIGORO ,9883,7788,75,255,
COMACCHIO ,17849,13333,155,394,
COPPARO ,13772,11460,118,401,
FERRARA ,102225,84821,645,2276,
FORMIGNANA ,2274,1947,19,67,
GORO ,3155,2422,36,104,
IOLANDA DI SAVOIA ,2412,1963,15,60,
LAGOSANTO ,3916,3289,27,125,
MASI TORELLO ,1859,1593,34,82,
MASSAFISCAGLIA ,2900,2364,32,95,
MESOLA ,5661,4561,70,186,
MIGLIARINO ,2836,2348,35,108,
MIGLIARO ,1748,1397,15,55,
MIRABELLO ,2572,2150,29,86,
OSTELLATO ,5115,4310,60,195,
POGGIO RENATICO ,7077,5978,64,209,
PORTOMAGGIORE ,8882,7375,65,237,
RO ,2712,2264,32,66,
SANT'AGOSTINO ,5028,4138,58,150,
TRESIGALLO ,3527,2875,29,100,
VIGARANO MAINARDA ,5891,4922,41,175,
VOGHIERA ,3088,2634,43,105,
