Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALTOPASCIO ,10079,7744,79,265,
BAGNI DI LUCCA ,4452,3162,57,145,
BARGA ,7475,5775,61,217,
BORGO A MOZZANO ,5391,4133,56,211,
CAMAIORE ,24506,18637,171,637,
CAMPORGIANO ,1782,1368,19,60,
CAPANNORI ,33760,25251,218,873,
CAREGGINE ,494,333,12,22,
CASTELNUOVO DI GARFAGNANA ,4488,3556,36,144,
CASTIGLIONE DI GARFAGNANA ,1318,1075,20,50,
COREGLIA ANTELMINELLI ,3873,2916,35,139,
FABBRICHE DI VALLICO ,398,226,9,19,
FORTE DEI MARMI ,6052,4640,36,125,
FOSCIANDORA ,474,339,8,23,
GALLICANO ,2937,2205,23,74,
GIUNCUGNANO ,386,279,8,16,
LUCCA ,64959,48193,327,1263,
MASSAROSA ,16921,12975,109,435,
MINUCCIANO ,1784,1215,18,64,
MOLAZZANA ,899,645,3,18,
MONTECARLO ,3185,2502,23,87,
PESCAGLIA ,2754,1865,28,97,
PIAZZA AL SERCHIO ,1910,1456,19,62,
PIETRASANTA ,18731,14008,119,516,
PIEVE FOSCIANA ,1827,1461,29,59,
PORCARI ,6089,4648,59,186,
SAN ROMANO IN GARFAGNANA ,1084,846,15,43,
SERAVEZZA ,10108,7407,65,304,
SILLANO ,532,399,7,27,
STAZZEMA ,2527,1600,18,69,
VAGLI SOTTO ,828,581,6,27,
VERGEMOLI ,290,187,4,5,
VIAREGGIO ,47239,35448,179,711,
VILLA BASILICA ,1311,912,15,51,
VILLA COLLEMANDINA ,1055,738,14,46,
