Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALBAREDO PER SAN MARCO ,274,163,11,18,
ALBOSAGGIA ,2468,1871,28,85,
ANDALO VALTELLINO ,408,285,4,12,
APRICA ,1179,970,11,29,
ARDENNO ,2421,1872,37,102,
BEMA ,111,84,0,2,
BERBENNO DI VALTELLINA ,3151,2374,43,104,
BIANZONE ,969,715,15,31,
BORMIO ,2932,2266,26,96,
BUGLIO IN MONTE ,1571,1193,33,66,
CAIOLO ,798,632,14,33,
CAMPODOLCINO ,773,611,10,24,
CASPOGGIO ,1106,871,24,85,
CASTELLO DELL'ACQUA ,513,298,6,16,
CASTIONE ANDEVENNO ,1201,879,13,43,
CEDRASCO ,340,254,9,16,
CERCINO ,553,423,10,32,
CHIAVENNA ,5461,4150,82,190,
CHIESA IN VALMALENCO ,1964,1521,22,74,
CHIURO ,1905,1440,22,71,
CINO ,274,222,0,10,
CIVO ,847,607,9,32,
COLORINA ,1065,755,9,29,
COSIO VALTELLINO ,3939,3069,65,158,
DAZIO ,318,246,8,16,
DELEBIO ,2143,1686,30,80,
DUBINO ,2496,1863,36,87,
FAEDO VALTELLINO ,431,314,6,21,
FORCOLA ,608,468,17,32,
FUSINE ,472,364,9,17,
GEROLA ALTA ,153,90,0,1,
GORDONA ,1390,1114,24,53,
GROSIO ,3501,2674,41,182,
GROSOTTO ,1223,912,18,59,
LANZADA ,1043,764,16,77,
LIVIGNO ,3623,2945,58,143,
LOVERO ,492,387,8,23,
MADESIMO ,422,318,10,17,
MANTELLO ,534,421,5,15,
MAZZO DI VALTELLINA ,772,576,11,44,
MELLO ,665,527,20,40,
MENAROLA ,36,32,0,0,
MESE ,1304,1040,27,68,
MONTAGNA IN VALTELLINA ,2389,1883,31,114,
MORBEGNO ,8917,7006,120,313,
NOVATE MEZZOLA ,1400,1071,2,45,
PEDESINA ,30,24,0,1,
PIANTEDO ,941,791,11,36,
PIATEDA ,1797,1354,23,70,
PIURO ,1405,1130,10,56,
POGGIRIDENTI ,1459,1127,14,56,
PONTE IN VALTELLINA ,1769,1309,18,58,
POSTALESIO ,508,375,5,19,
PRATA CAMPORTACCIO ,2081,1618,26,83,
RASURA ,224,181,0,9,
ROGOLO ,391,307,9,11,
SAMOLACO ,2095,1666,36,90,
SAN GIACOMO FILIPPO ,335,252,8,18,
SERNIO ,360,259,6,15,
SONDALO ,3222,2313,36,175,
SONDRIO ,16138,12218,159,470,
SPRIANA ,91,59,0,2,
TALAMONA ,3521,2581,50,157,
TARTANO ,166,104,2,4,
TEGLIO ,3557,2417,44,147,
TIRANO ,6723,5171,58,186,
TORRE DI SANTA MARIA ,642,426,12,31,
TOVO DI SANT'AGATA ,472,378,8,32,
TRAONA ,1819,1446,23,72,
TRESIVIO ,1509,1198,23,72,
VAL MASINO ,714,566,12,30,
VALDIDENTRO ,2898,2362,46,99,
VALDISOTTO ,2486,1875,33,101,
VALFURVA ,2045,1471,36,74,
VERCEIA ,820,634,20,51,
VERVIO ,163,132,3,17,
VILLA DI CHIAVENNA ,750,578,22,61,
VILLA DI TIRANO ,2215,1661,26,81,
