Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALBA ADRIATICA ,8430,6435,66,166,
ANCARANO ,1362,1110,18,37,
ARSITA ,683,487,17,35,
ATRI ,8243,6467,135,348,
BASCIANO ,1760,1395,38,85,
BELLANTE ,5208,4097,64,162,
BISENTI ,1548,1156,30,87,
CAMPLI ,5316,4061,66,186,
CANZANO ,1446,1057,22,54,
CASTEL CASTAGNA ,377,284,6,14,
CASTELLALTO ,5096,4058,63,154,
CASTELLI ,981,725,16,48,
CASTIGLIONE MESSER RAIMONDO ,1723,1274,35,80,
CASTILENTI ,1112,862,14,50,
CELLINO ATTANASIO ,1872,1272,26,75,
CERMIGNANO ,1360,970,34,65,
CIVITELLA DEL TRONTO ,3816,2912,49,107,
COLLEDARA ,1650,1283,12,51,
COLONNELLA ,2647,2028,32,65,
CONTROGUERRA ,1728,1367,26,46,
CORROPOLI ,3391,2625,50,105,
CORTINO ,553,395,14,26,
CROGNALETO ,1082,750,10,19,
FANO ADRIANO ,290,206,1,5,
GIULIANOVA ,17859,13788,164,426,
ISOLA DEL GRAN SASSO D'ITALIA ,3615,2748,38,116,
MARTINSICURO ,10570,7859,83,210,
MONTEFINO ,816,622,15,37,
MONTORIO AL VOMANO ,6065,4740,70,187,
MORRO D'ORO ,2673,2074,36,106,
MOSCIANO SANT'ANGELO ,6674,5368,73,180,
NERETO ,3434,2659,43,90,
NOTARESCO ,4947,3940,86,228,
PENNA SANT'ANDREA ,1255,947,25,54,
PIETRACAMELA ,248,171,2,6,
PINETO ,10624,8207,122,375,
ROCCA SANTA MARIA ,431,307,2,8,
ROSETO DEGLI ABRUZZI ,18073,13958,166,465,
SANT'EGIDIO ALLA VIBRATA ,6649,5376,83,185,
SANT'OMERO ,3885,3090,54,124,
SILVI ,11109,8375,87,293,
TERAMO ,40176,31782,332,924,
TORANO NUOVO ,1243,974,14,35,
TORRICELLA SICURA ,1999,1606,19,55,
TORTORETO ,7807,5932,63,165,
TOSSICIA ,1102,859,17,49,
VALLE CASTELLANA ,848,568,9,18,
