Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ARZANA ,1889,1132,12,48,
BARI SARDO ,3028,2036,40,93,
BAUNEI ,2895,1801,31,75,
CARDEDU ,1321,982,13,26,
ELINI ,422,271,2,9,
GAIRO ,1146,714,12,38,
GIRASOLE ,878,641,4,16,
ILBONO ,1621,1061,25,66,
JERZU ,2401,1717,17,59,
LANUSEI ,4344,3077,21,94,
LOCERI ,985,680,7,28,
LOTZORAI ,1711,1143,10,24,
OSINI ,650,396,11,15,
PERDASDEFOGU ,1605,1054,14,31,
SEUI ,1052,666,5,25,
TALANA ,803,392,3,19,
TERTENIA ,2873,2078,12,56,
TORTOLI' ,8105,5538,46,139,
TRIEI ,900,556,13,23,
ULASSAI ,1171,815,9,15,
URZULEI ,1023,585,8,23,
USSASSAI ,497,314,15,18,
VILLAGRANDE STRISAILI ,2550,1816,33,71,
