Ente,Candidato,Liste/Gruppi,Voti lista,,
AIELLO DEL SABATO,PIER LUIGI BERSANI AIELLO DEL SABATO,PARTITO DEMOCRATICO,599,,
AIELLO DEL SABATO,,SINISTRA ECOLOGIA LIBERTA',74,,
AIELLO DEL SABATO,,CENTRO DEMOCRATICO,4,,
AIELLO DEL SABATO,SILVIO BERLUSCONI AIELLO DEL SABATO,IL POPOLO DELLA LIBERTA',511,,
AIELLO DEL SABATO,,GRANDE SUD - MPA,25,,
AIELLO DEL SABATO,,MIR - MODERATI IN RIVOLUZIONE,22,,
AIELLO DEL SABATO,,FRATELLI D'ITALIA,21,,
AIELLO DEL SABATO,,LEGA NORD,19,,
AIELLO DEL SABATO,,PARTITO PENSIONATI,14,,
AIELLO DEL SABATO,,LA DESTRA,9,,
AIELLO DEL SABATO,,INTESA POPOLARE,6,,
AIELLO DEL SABATO,GIUSEPPE PIERO GRILLO AIELLO DEL SABATO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,537,,
AIELLO DEL SABATO,MARIO MONTI AIELLO DEL SABATO,SCELTA CIVICA CON MONTI PER L'ITALIA,225,,
AIELLO DEL SABATO,,UNIONE DI CENTRO,115,,
AIELLO DEL SABATO,,FUTURO E LIBERTA',14,,
AIELLO DEL SABATO,ANTONIO INGROIA AIELLO DEL SABATO,RIVOLUZIONE CIVILE,49,,
AIELLO DEL SABATO,OSCAR FULVIO GIANNINO AIELLO DEL SABATO,FARE PER FERMARE IL DECLINO,10,,
AIELLO DEL SABATO,ROBERTO FIORE AIELLO DEL SABATO,FORZA NUOVA,18,,
AIELLO DEL SABATO,GIACINTO MARCO PANNELLA AIELLO DEL SABATO,LISTA AMNISTIA GIUSTIZIA LIBERTA',5,,
AIELLO DEL SABATO,SIMONE DI STEFANO AIELLO DEL SABATO,CASAPOUND ITALIA,6,,
AIELLO DEL SABATO,MAGDI CRISTIANO ALLAM AIELLO DEL SABATO,IO AMO L'ITALIA,2,,
AIELLO DEL SABATO,RENATA JANNUZZI AIELLO DEL SABATO,LIBERALI PER L'ITALIA - PLI,12,,
AIELLO DEL SABATO,GIUSEPPE CIRILLO AIELLO DEL SABATO,VOTO DI PROTESTA,10,,
AIELLO DEL SABATO,RAFFAELE BRUNO AIELLO DEL SABATO,RIFONDAZIONE MISSINA ITALIANA,4,,
ALTAVILLA IRPINA,PIER LUIGI BERSANI ALTAVILLA IRPINA,PARTITO DEMOCRATICO,760,,
ALTAVILLA IRPINA,,SINISTRA ECOLOGIA LIBERTA',143,,
ALTAVILLA IRPINA,,CENTRO DEMOCRATICO,8,,
ALTAVILLA IRPINA,SILVIO BERLUSCONI ALTAVILLA IRPINA,IL POPOLO DELLA LIBERTA',350,,
ALTAVILLA IRPINA,,MIR - MODERATI IN RIVOLUZIONE,57,,
ALTAVILLA IRPINA,,GRANDE SUD - MPA,28,,
ALTAVILLA IRPINA,,LA DESTRA,20,,
ALTAVILLA IRPINA,,PARTITO PENSIONATI,13,,
ALTAVILLA IRPINA,,FRATELLI D'ITALIA,11,,
ALTAVILLA IRPINA,,LEGA NORD,7,,
ALTAVILLA IRPINA,,INTESA POPOLARE,4,,
ALTAVILLA IRPINA,GIUSEPPE PIERO GRILLO ALTAVILLA IRPINA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,371,,
ALTAVILLA IRPINA,MARIO MONTI ALTAVILLA IRPINA,SCELTA CIVICA CON MONTI PER L'ITALIA,206,,
ALTAVILLA IRPINA,,UNIONE DI CENTRO,205,,
ALTAVILLA IRPINA,,FUTURO E LIBERTA',17,,
ALTAVILLA IRPINA,ANTONIO INGROIA ALTAVILLA IRPINA,RIVOLUZIONE CIVILE,55,,
ALTAVILLA IRPINA,OSCAR FULVIO GIANNINO ALTAVILLA IRPINA,FARE PER FERMARE IL DECLINO,11,,
ALTAVILLA IRPINA,ROBERTO FIORE ALTAVILLA IRPINA,FORZA NUOVA,6,,
ALTAVILLA IRPINA,GIACINTO MARCO PANNELLA ALTAVILLA IRPINA,LISTA AMNISTIA GIUSTIZIA LIBERTA',3,,
ALTAVILLA IRPINA,SIMONE DI STEFANO ALTAVILLA IRPINA,CASAPOUND ITALIA,1,,
ALTAVILLA IRPINA,MAGDI CRISTIANO ALLAM ALTAVILLA IRPINA,IO AMO L'ITALIA,2,,
ALTAVILLA IRPINA,RENATA JANNUZZI ALTAVILLA IRPINA,LIBERALI PER L'ITALIA - PLI,11,,
ALTAVILLA IRPINA,GIUSEPPE CIRILLO ALTAVILLA IRPINA,VOTO DI PROTESTA,13,,
ALTAVILLA IRPINA,RAFFAELE BRUNO ALTAVILLA IRPINA,RIFONDAZIONE MISSINA ITALIANA,4,,
ANDRETTA,PIER LUIGI BERSANI ANDRETTA,PARTITO DEMOCRATICO,255,,
ANDRETTA,,SINISTRA ECOLOGIA LIBERTA',17,,
ANDRETTA,,CENTRO DEMOCRATICO,3,,
ANDRETTA,SILVIO BERLUSCONI ANDRETTA,IL POPOLO DELLA LIBERTA',203,,
ANDRETTA,,FRATELLI D'ITALIA,6,,
ANDRETTA,,LEGA NORD,4,,
ANDRETTA,,GRANDE SUD - MPA,1,,
ANDRETTA,,MIR - MODERATI IN RIVOLUZIONE,1,,
ANDRETTA,,PARTITO PENSIONATI,1,,
ANDRETTA,,INTESA POPOLARE,0,,
ANDRETTA,,LA DESTRA,0,,
ANDRETTA,GIUSEPPE PIERO GRILLO ANDRETTA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,215,,
ANDRETTA,MARIO MONTI ANDRETTA,UNIONE DI CENTRO,284,,
ANDRETTA,,SCELTA CIVICA CON MONTI PER L'ITALIA,69,,
ANDRETTA,,FUTURO E LIBERTA',9,,
ANDRETTA,ANTONIO INGROIA ANDRETTA,RIVOLUZIONE CIVILE,8,,
ANDRETTA,OSCAR FULVIO GIANNINO ANDRETTA,FARE PER FERMARE IL DECLINO,4,,
ANDRETTA,ROBERTO FIORE ANDRETTA,FORZA NUOVA,7,,
ANDRETTA,GIACINTO MARCO PANNELLA ANDRETTA,LISTA AMNISTIA GIUSTIZIA LIBERTA',1,,
ANDRETTA,SIMONE DI STEFANO ANDRETTA,CASAPOUND ITALIA,1,,
ANDRETTA,MAGDI CRISTIANO ALLAM ANDRETTA,IO AMO L'ITALIA,2,,
ANDRETTA,RENATA JANNUZZI ANDRETTA,LIBERALI PER L'ITALIA - PLI,4,,
ANDRETTA,GIUSEPPE CIRILLO ANDRETTA,VOTO DI PROTESTA,2,,
ANDRETTA,RAFFAELE BRUNO ANDRETTA,RIFONDAZIONE MISSINA ITALIANA,4,,
AQUILONIA,PIER LUIGI BERSANI AQUILONIA,PARTITO DEMOCRATICO,236,,
AQUILONIA,,SINISTRA ECOLOGIA LIBERTA',58,,
AQUILONIA,,CENTRO DEMOCRATICO,6,,
AQUILONIA,SILVIO BERLUSCONI AQUILONIA,IL POPOLO DELLA LIBERTA',78,,
AQUILONIA,,LA DESTRA,9,,
AQUILONIA,,GRANDE SUD - MPA,6,,
AQUILONIA,,FRATELLI D'ITALIA,3,,
AQUILONIA,,LEGA NORD,2,,
AQUILONIA,,PARTITO PENSIONATI,2,,
AQUILONIA,,INTESA POPOLARE,1,,
AQUILONIA,,MIR - MODERATI IN RIVOLUZIONE,0,,
AQUILONIA,GIUSEPPE PIERO GRILLO AQUILONIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,102,,
AQUILONIA,MARIO MONTI AQUILONIA,SCELTA CIVICA CON MONTI PER L'ITALIA,234,,
AQUILONIA,,UNIONE DI CENTRO,230,,
AQUILONIA,,FUTURO E LIBERTA',17,,
AQUILONIA,ANTONIO INGROIA AQUILONIA,RIVOLUZIONE CIVILE,62,,
AQUILONIA,OSCAR FULVIO GIANNINO AQUILONIA,FARE PER FERMARE IL DECLINO,7,,
AQUILONIA,ROBERTO FIORE AQUILONIA,FORZA NUOVA,0,,
AQUILONIA,GIACINTO MARCO PANNELLA AQUILONIA,LISTA AMNISTIA GIUSTIZIA LIBERTA',0,,
AQUILONIA,SIMONE DI STEFANO AQUILONIA,CASAPOUND ITALIA,2,,
AQUILONIA,MAGDI CRISTIANO ALLAM AQUILONIA,IO AMO L'ITALIA,2,,
AQUILONIA,RENATA JANNUZZI AQUILONIA,LIBERALI PER L'ITALIA - PLI,4,,
AQUILONIA,GIUSEPPE CIRILLO AQUILONIA,VOTO DI PROTESTA,1,,
AQUILONIA,RAFFAELE BRUNO AQUILONIA,RIFONDAZIONE MISSINA ITALIANA,1,,
ARIANO IRPINO,PIER LUIGI BERSANI ARIANO IRPINO,PARTITO DEMOCRATICO,2136,,
ARIANO IRPINO,,SINISTRA ECOLOGIA LIBERTA',415,,
ARIANO IRPINO,,CENTRO DEMOCRATICO,158,,
ARIANO IRPINO,SILVIO BERLUSCONI ARIANO IRPINO,IL POPOLO DELLA LIBERTA',3458,,
ARIANO IRPINO,,MIR - MODERATI IN RIVOLUZIONE,730,,
ARIANO IRPINO,,GRANDE SUD - MPA,102,,
ARIANO IRPINO,,FRATELLI D'ITALIA,93,,
ARIANO IRPINO,,LA DESTRA,68,,
ARIANO IRPINO,,PARTITO PENSIONATI,44,,
ARIANO IRPINO,,LEGA NORD,18,,
ARIANO IRPINO,,INTESA POPOLARE,12,,
ARIANO IRPINO,GIUSEPPE PIERO GRILLO ARIANO IRPINO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,3029,,
