Ente,Candidato,Liste/Gruppi,Voti lista,,
ADRIA,PIER LUIGI BERSANI ADRIA,PARTITO DEMOCRATICO,3449,,
ADRIA,,SINISTRA ECOLOGIA LIBERTA',258,,
ADRIA,,CENTRO DEMOCRATICO,31,,
ADRIA,SILVIO BERLUSCONI ADRIA,IL POPOLO DELLA LIBERTA',2338,,
ADRIA,,LEGA NORD,664,,
ADRIA,,FRATELLI D'ITALIA,175,,
ADRIA,,PARTITO PENSIONATI,105,,
ADRIA,,LA DESTRA,53,,
ADRIA,,MIR - MODERATI IN RIVOLUZIONE,16,,
ADRIA,GIUSEPPE PIERO GRILLO ADRIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,3057,,
ADRIA,MARIO MONTI ADRIA,CON MONTI PER L'ITALIA,1047,,
ADRIA,ANTONIO INGROIA ADRIA,RIVOLUZIONE CIVILE,173,,
ADRIA,OSCAR FULVIO GIANNINO ADRIA,FARE PER FERMARE IL DECLINO,113,,
ADRIA,MARCO FERRANDO ADRIA,PARTITO COMUNISTA DEI LAVORATORI,53,,
ADRIA,ROBERTO FIORE ADRIA,FORZA NUOVA,39,,
ADRIA,MAGDI CRISTIANO ALLAM ADRIA,IO AMO L'ITALIA,40,,
ADRIA,SIMONE DI STEFANO ADRIA,CASAPOUND ITALIA,15,,
ADRIA,LODOVICO PIZZATI ADRIA,INDIPENDENZA VENETA,104,,
ADRIA,FABRIZIO COMENCINI ADRIA,LG.VENETA REPUBBLICA,67,,
ADRIA,ANTONIO GUADAGNINI ADRIA,VENETO STATO,27,,
ADRIA,MARIA CRISTINA SANDRIN ADRIA,DONNE PER L'ITALIA,29,,
ADRIA,STEFANIA GABRIELLA ANASTASIA CRAXI ADRIA,RIFORMISTI ITALIANI,7,,
ADRIA,PIERO PUSCHIAVO ADRIA,PROGETTO NAZIONALE,15,,
ARIANO NEL POLESINE,PIER LUIGI BERSANI ARIANO NEL POLESINE,PARTITO DEMOCRATICO,773,,
ARIANO NEL POLESINE,,SINISTRA ECOLOGIA LIBERTA',46,,
ARIANO NEL POLESINE,,CENTRO DEMOCRATICO,5,,
ARIANO NEL POLESINE,SILVIO BERLUSCONI ARIANO NEL POLESINE,IL POPOLO DELLA LIBERTA',623,,
ARIANO NEL POLESINE,,LEGA NORD,182,,
ARIANO NEL POLESINE,,FRATELLI D'ITALIA,47,,
ARIANO NEL POLESINE,,PARTITO PENSIONATI,30,,
ARIANO NEL POLESINE,,LA DESTRA,5,,
ARIANO NEL POLESINE,,MIR - MODERATI IN RIVOLUZIONE,4,,
ARIANO NEL POLESINE,GIUSEPPE PIERO GRILLO ARIANO NEL POLESINE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,643,,
ARIANO NEL POLESINE,MARIO MONTI ARIANO NEL POLESINE,CON MONTI PER L'ITALIA,188,,
ARIANO NEL POLESINE,ANTONIO INGROIA ARIANO NEL POLESINE,RIVOLUZIONE CIVILE,37,,
ARIANO NEL POLESINE,OSCAR FULVIO GIANNINO ARIANO NEL POLESINE,FARE PER FERMARE IL DECLINO,11,,
ARIANO NEL POLESINE,MARCO FERRANDO ARIANO NEL POLESINE,PARTITO COMUNISTA DEI LAVORATORI,21,,
ARIANO NEL POLESINE,ROBERTO FIORE ARIANO NEL POLESINE,FORZA NUOVA,6,,
ARIANO NEL POLESINE,MAGDI CRISTIANO ALLAM ARIANO NEL POLESINE,IO AMO L'ITALIA,8,,
ARIANO NEL POLESINE,SIMONE DI STEFANO ARIANO NEL POLESINE,CASAPOUND ITALIA,3,,
ARIANO NEL POLESINE,LODOVICO PIZZATI ARIANO NEL POLESINE,INDIPENDENZA VENETA,32,,
ARIANO NEL POLESINE,FABRIZIO COMENCINI ARIANO NEL POLESINE,LG.VENETA REPUBBLICA,7,,
ARIANO NEL POLESINE,ANTONIO GUADAGNINI ARIANO NEL POLESINE,VENETO STATO,2,,
ARIANO NEL POLESINE,MARIA CRISTINA SANDRIN ARIANO NEL POLESINE,DONNE PER L'ITALIA,10,,
ARIANO NEL POLESINE,STEFANIA GABRIELLA ANASTASIA CRAXI ARIANO NEL POLESINE,RIFORMISTI ITALIANI,1,,
ARIANO NEL POLESINE,PIERO PUSCHIAVO ARIANO NEL POLESINE,PROGETTO NAZIONALE,4,,
ARQUA' POLESINE,PIER LUIGI BERSANI ARQUA' POLESINE,PARTITO DEMOCRATICO,470,,
ARQUA' POLESINE,,SINISTRA ECOLOGIA LIBERTA',23,,
ARQUA' POLESINE,,CENTRO DEMOCRATICO,11,,
ARQUA' POLESINE,SILVIO BERLUSCONI ARQUA' POLESINE,IL POPOLO DELLA LIBERTA',296,,
ARQUA' POLESINE,,LEGA NORD,95,,
ARQUA' POLESINE,,FRATELLI D'ITALIA,26,,
ARQUA' POLESINE,,PARTITO PENSIONATI,22,,
ARQUA' POLESINE,,LA DESTRA,12,,
ARQUA' POLESINE,,MIR - MODERATI IN RIVOLUZIONE,1,,
ARQUA' POLESINE,GIUSEPPE PIERO GRILLO ARQUA' POLESINE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,425,,
ARQUA' POLESINE,MARIO MONTI ARQUA' POLESINE,CON MONTI PER L'ITALIA,151,,
ARQUA' POLESINE,ANTONIO INGROIA ARQUA' POLESINE,RIVOLUZIONE CIVILE,26,,
ARQUA' POLESINE,OSCAR FULVIO GIANNINO ARQUA' POLESINE,FARE PER FERMARE IL DECLINO,28,,
ARQUA' POLESINE,MARCO FERRANDO ARQUA' POLESINE,PARTITO COMUNISTA DEI LAVORATORI,10,,
ARQUA' POLESINE,ROBERTO FIORE ARQUA' POLESINE,FORZA NUOVA,5,,
ARQUA' POLESINE,MAGDI CRISTIANO ALLAM ARQUA' POLESINE,IO AMO L'ITALIA,5,,
ARQUA' POLESINE,SIMONE DI STEFANO ARQUA' POLESINE,CASAPOUND ITALIA,1,,
ARQUA' POLESINE,LODOVICO PIZZATI ARQUA' POLESINE,INDIPENDENZA VENETA,8,,
ARQUA' POLESINE,FABRIZIO COMENCINI ARQUA' POLESINE,LG.VENETA REPUBBLICA,15,,
ARQUA' POLESINE,ANTONIO GUADAGNINI ARQUA' POLESINE,VENETO STATO,4,,
ARQUA' POLESINE,MARIA CRISTINA SANDRIN ARQUA' POLESINE,DONNE PER L'ITALIA,6,,
ARQUA' POLESINE,STEFANIA GABRIELLA ANASTASIA CRAXI ARQUA' POLESINE,RIFORMISTI ITALIANI,0,,
ARQUA' POLESINE,PIERO PUSCHIAVO ARQUA' POLESINE,PROGETTO NAZIONALE,2,,
BADIA POLESINE,PIER LUIGI BERSANI BADIA POLESINE,PARTITO DEMOCRATICO,1351,,
BADIA POLESINE,,SINISTRA ECOLOGIA LIBERTA',79,,
