Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ABBIATEGRASSO ,22553,17386,182,553,
ALBAIRATE ,3331,2681,30,99,
ARCONATE ,4790,3968,66,181,
ARESE ,14041,11625,77,251,
ARLUNO ,8352,6772,66,255,
ASSAGO ,5821,4963,35,120,
BARANZATE ,6437,4892,48,157,
BAREGGIO ,12656,10146,88,309,
BASIANO ,2609,2104,18,58,
BASIGLIO ,4988,4187,24,63,
BELLINZAGO LOMBARDO ,2771,2295,21,56,
BERNATE TICINO ,2275,1921,23,77,
BESATE ,1490,1174,21,53,
BINASCO ,5251,4270,56,151,
BOFFALORA SOPRA TICINO ,3046,2550,23,107,
BOLLATE ,26173,20992,186,626,
BRESSO ,18793,15037,144,417,
BUBBIANO ,1595,1256,17,44,
BUCCINASCO ,18913,15900,109,366,
BUSCATE ,3454,2684,32,114,
BUSSERO ,6247,5267,31,123,
BUSTO GAROLFO ,9941,7803,89,308,
CALVIGNASCO ,819,675,5,19,
CAMBIAGO ,4650,3804,33,121,
CANEGRATE ,9187,7160,53,240,
CARPIANO ,2809,2235,22,79,
CARUGATE ,10151,8371,86,263,
CASARILE ,2726,2182,17,65,
CASOREZZO ,3990,3223,32,88,
CASSANO D'ADDA ,12628,10062,88,295,
CASSINA DE' PECCHI ,9627,8050,69,198,
CASSINETTA DI LUGAGNANO ,1384,1152,15,37,
CASTANO PRIMO ,7855,6242,57,252,
CERNUSCO SUL NAVIGLIO ,23189,19184,150,479,
CERRO AL LAMBRO ,3661,3077,27,89,
CERRO MAGGIORE ,10871,8627,97,295,
CESANO BOSCONE ,16989,13187,138,417,
CESATE ,9856,7775,53,253,
CINISELLO BALSAMO ,49658,38422,392,1118,
CISLIANO ,3285,2758,19,71,
COLOGNO MONZESE ,31544,24367,221,717,
COLTURANO ,1384,1103,8,27,
CORBETTA ,12714,10333,84,312,
CORMANO ,14237,11526,101,358,
CORNAREDO ,14512,11889,98,347,
CORSICO ,24314,18796,150,546,
CUGGIONO ,5744,4689,59,172,
CUSAGO ,2603,2272,19,50,
CUSANO MILANINO ,14322,11555,102,303,
DAIRAGO ,4418,3622,44,146,
DRESANO ,2202,1826,21,59,
GAGGIANO ,6629,5466,50,160,
GARBAGNATE MILANESE ,19418,15193,163,473,
GESSATE ,6064,4907,24,118,
GORGONZOLA ,14161,11338,96,286,
GREZZAGO ,1914,1517,11,48,
GUDO VISCONTI ,1178,1016,6,28,
INVERUNO ,6447,5263,61,187,
INZAGO ,7706,6381,68,205,
LACCHIARELLA ,6146,4919,42,197,
LAINATE ,18309,14745,141,495,
LEGNANO ,41280,32514,295,922,
LISCATE ,2747,2225,14,56,
LOCATE DI TRIULZI ,6807,5534,56,167,
MAGENTA ,16809,13489,146,454,
MAGNAGO ,6719,5347,49,205,
MARCALLO CON CASONE ,4488,3631,28,133,
MASATE ,2379,2015,17,56,
MEDIGLIA ,8080,6514,87,234,
MELEGNANO ,11998,9489,91,307,
MELZO ,13153,10359,105,321,
MESERO ,3010,2475,28,93,
MILANO ,885764,687400,4523,14151,
MORIMONDO ,866,652,5,34,
MOTTA VISCONTI ,5596,4457,51,167,
NERVIANO ,12701,10052,93,322,
NOSATE ,532,449,12,32,
NOVATE MILANESE ,14725,12066,81,278,
NOVIGLIO ,3194,2619,22,71,
OPERA ,9878,8211,47,183,
OSSONA ,3014,2454,22,85,
OZZERO ,1102,906,5,19,
PADERNO DUGNANO ,33651,27269,241,778,
PANTIGLIATE ,4156,3376,22,91,
PARABIAGO ,19782,15477,152,512,
PAULLO ,7684,6164,64,221,
PERO ,7478,5856,64,160,
PESCHIERA BORROMEO ,16292,13432,95,337,
PESSANO CON BORNAGO ,6268,5260,35,139,
PIEVE EMANUELE ,10820,8387,75,258,
PIOLTELLO ,21398,16485,183,510,
POGLIANO MILANESE ,5867,4699,51,178,
POZZO D'ADDA ,4011,3131,27,103,
POZZUOLO MARTESANA ,5820,4754,45,156,
