Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUALAGNA ,3414,2799,27,92,
APECCHIO ,1567,1270,17,31,
AUDITORE ,1200,995,4,17,
BARCHI ,801,640,15,26,
BELFORTE ALL'ISAURO ,543,437,6,14,
BORGO PACE ,498,366,8,24,
CAGLI ,7147,5692,62,191,
CANTIANO ,1976,1584,20,47,
CARPEGNA ,1246,997,14,32,
CARTOCETO ,6031,4911,54,175,
COLBORDOLO ,4373,3607,26,94,
FANO ,49683,40204,332,1012,
FERMIGNANO ,6172,5150,37,161,
FOSSOMBRONE ,7379,6108,60,238,
FRATTE ROSA ,814,583,15,41,
FRONTINO ,232,185,2,6,
FRONTONE ,1047,822,9,30,
GABICCE MARE ,4452,3623,36,86,
GRADARA ,3692,3071,33,88,
ISOLA DEL PIANO ,454,385,4,8,
LUNANO ,1006,822,13,29,
MACERATA FELTRIA ,1567,1295,16,41,
MERCATELLO SUL METAURO ,1153,924,33,64,
MERCATINO CONCA ,845,678,8,20,
MOMBAROCCIO ,1651,1280,13,42,
MONDAVIO ,3205,2645,37,87,
MONDOLFO ,9021,7320,78,226,
MONTE CERIGNONE ,536,417,8,19,
MONTE GRIMANO TERME ,855,691,4,14,
MONTE PORZIO ,2152,1714,21,56,
MONTECALVO IN FOGLIA ,1995,1729,11,35,
MONTECICCARDO ,1256,987,11,29,
MONTECOPIOLO ,983,765,7,22,
MONTEFELCINO ,2216,1811,15,59,
MONTELABBATE ,4906,4082,22,78,
MONTEMAGGIORE AL METAURO ,2167,1828,26,58,
ORCIANO DI PESARO ,1734,1364,16,45,
PEGLIO ,581,492,5,16,
PERGOLA ,5266,4040,35,127,
PESARO ,73790,61465,360,1117,
PETRIANO ,1910,1590,14,51,
PIAGGE ,811,671,12,28,
PIANDIMELETO ,1552,1280,12,38,
PIETRARUBBIA ,513,420,9,13,
PIOBBICO ,1535,1298,22,47,
SALTARA ,4985,4092,48,119,
SAN COSTANZO ,3800,3061,41,88,
SAN GIORGIO DI PESARO ,1168,924,17,52,
SAN LORENZO IN CAMPO ,2744,2169,36,74,
SANT'ANGELO IN LIZZOLA ,6241,5124,53,128,
SANT'ANGELO IN VADO ,3127,2562,45,97,
SANT'IPPOLITO ,1172,932,17,42,
SASSOCORVARO ,2632,2227,21,64,
SASSOFELTRIO ,1047,832,8,27,
SERRA SANT'ABBONDIO ,895,662,7,25,
SERRUNGARINA ,1924,1528,14,39,
TAVOLETO ,655,527,4,19,
TAVULLIA ,5702,4631,30,109,
URBANIA ,5205,4326,47,168,
URBINO ,11762,9778,86,250,
