Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AIROLA ,5795,4425,132,310,
AMOROSI ,2130,1526,44,76,
APICE ,4217,3058,62,185,
APOLLOSA ,1939,1400,32,76,
ARPAIA ,1388,988,32,56,
ARPAISE ,634,476,11,18,
BASELICE ,1927,1333,67,96,
BENEVENTO ,44921,33075,438,1617,
BONEA ,1013,772,20,52,
BUCCIANO ,1464,1113,33,56,
BUONALBERGO ,1394,1012,40,73,
CALVI ,1895,1431,39,88,
CAMPOLATTARO ,857,568,18,36,
CAMPOLI DEL MONTE TABURNO ,1135,820,30,55,
CASALDUNI ,1084,701,32,63,
CASTELFRANCO IN MISCANO ,715,553,19,28,
CASTELPAGANO ,1168,716,29,49,
CASTELPOTO ,1008,708,21,34,
CASTELVENERE ,1907,1362,33,84,
CASTELVETERE IN VAL FORTORE ,1143,747,67,105,
CAUTANO ,1558,1149,37,60,
CEPPALONI ,2613,2050,38,123,
CERRETO SANNITA ,2939,2275,70,167,
CIRCELLO ,1870,1283,41,80,
COLLE SANNITA ,2028,1384,38,86,
CUSANO MUTRI ,2963,2098,93,186,
DUGENTA ,2077,1687,51,109,
DURAZZANO ,1521,1178,50,69,
FAICCHIO ,2767,1808,52,131,
FOGLIANISE ,2525,1850,55,93,
FOIANO DI VAL FORTORE ,1094,865,60,90,
FORCHIA ,830,692,48,71,
FRAGNETO L'ABATE ,853,559,22,34,
FRAGNETO MONFORTE ,1410,1049,21,34,
FRASSO TELESINO ,1863,1310,30,63,
GINESTRA DEGLI SCHIAVONI ,393,300,20,30,
GUARDIA SANFRAMONDI ,3890,2827,79,191,
LIMATOLA ,3051,2227,79,143,
MELIZZANO ,1429,1061,24,44,
MOIANO ,3040,2263,82,181,
MOLINARA ,1268,930,28,57,
MONTEFALCONE DI VAL FORTORE ,1283,836,52,80,
MONTESARCHIO ,9374,6802,74,253,
MORCONE ,3897,2588,65,140,
PADULI ,3059,2214,44,89,
PAGO VEIANO ,1898,1287,43,78,
PANNARANO ,1530,1030,18,51,
PAOLISI ,1400,1035,13,33,
PAUPISI ,1172,834,33,53,
PESCO SANNITA ,1573,1132,28,68,
PIETRAROJA ,448,269,13,18,
PIETRELCINA ,2278,1612,28,72,
PONTE ,1942,1399,30,72,
PONTELANDOLFO ,1741,1173,31,65,
PUGLIANELLO ,1047,782,22,39,
REINO ,943,690,27,55,
SAN BARTOLOMEO IN GALDO ,3855,2592,83,194,
SAN GIORGIO DEL SANNIO ,7193,5572,117,292,
SAN GIORGIO LA MOLARA ,2279,1493,53,133,
SAN LEUCIO DEL SANNIO ,2339,1676,40,108,
SAN LORENZELLO ,1701,1241,27,86,
SAN LORENZO MAGGIORE ,1579,1071,41,89,
SAN LUPO ,686,495,13,27,
SAN MARCO DEI CAVOTI ,2684,1882,63,129,
SAN MARTINO SANNITA ,958,680,19,46,
SAN NAZZARO ,666,514,11,27,
SAN NICOLA MANFREDI ,2664,2002,31,110,
SAN SALVATORE TELESINO ,2952,2084,40,113,
SANT'AGATA DE' GOTI ,8062,5968,119,343,
SANT'ANGELO A CUPOLO ,3196,2456,37,100,
SANT'ARCANGELO TRIMONTE ,484,330,11,24,
SANTA CROCE DEL SANNIO ,767,477,24,43,
SASSINORO ,529,319,7,15,
SOLOPACA ,2859,2015,40,95,
TELESE TERME ,4961,3603,64,159,
TOCCO CAUDIO ,1114,814,16,47,
TORRECUSO ,2515,1921,43,113,
VITULANO ,2107,1536,38,68,
