Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
BIBBONA ,2532,2085,18,59,
CAMPIGLIA MARITTIMA ,10606,8681,83,277,
CAMPO NELL'ELBA ,3694,2691,29,86,
CAPOLIVERI ,2737,1907,18,51,
CAPRAIA ISOLA ,346,226,2,3,
CASTAGNETO CARDUCCI ,6737,5473,56,210,
CECINA ,22369,17740,119,463,
COLLESALVETTI ,13573,11042,72,242,
LIVORNO ,127625,101819,476,1759,
MARCIANA ,1798,1177,18,51,
MARCIANA MARINA ,1645,1159,22,67,
PIOMBINO ,27580,22210,134,515,
PORTO AZZURRO ,2799,2066,23,67,
PORTOFERRAIO ,9447,6939,64,213,
RIO MARINA ,1860,1316,23,42,
RIO NELL'ELBA ,1001,670,6,22,
ROSIGNANO MARITTIMO ,25865,20502,137,458,
SAN VINCENZO ,5704,4658,36,117,
SASSETTA ,378,291,3,9,
SUVERETO ,2419,1978,16,61,
