Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALTIVOLE ,4451,3799,20,99,
ARCADE ,3055,2538,15,75,
ASOLO ,5653,4682,29,157,
BORSO DEL GRAPPA ,4061,3359,25,97,
BREDA DI PIAVE ,5372,4426,25,111,
CAERANO DI SAN MARCO ,5241,4356,41,138,
CAPPELLA MAGGIORE ,3445,2790,27,102,
CARBONERA ,7935,6586,41,170,
CASALE SUL SILE ,9183,7706,38,190,
CASIER ,7753,6610,40,160,
CASTELCUCCO ,1458,1134,5,25,
CASTELFRANCO VENETO ,22941,19156,111,468,
CASTELLO DI GODEGO ,4833,4129,25,82,
CAVASO DEL TOMBA ,2013,1626,20,82,
CESSALTO ,2453,1968,29,75,
CHIARANO ,2359,1912,11,74,
CIMADOLMO ,2200,1762,15,48,
CISON DI VALMARINO ,1860,1404,13,55,
CODOGNE' ,3704,2993,26,117,
COLLE UMBERTO ,3776,3058,32,112,
CONEGLIANO ,23926,19208,148,506,
CORDIGNANO ,4991,3955,34,135,
CORNUDA ,4072,3380,26,127,
CRESPANO DEL GRAPPA ,3003,2322,20,75,
CROCETTA DEL MONTELLO ,4224,3372,29,126,
FARRA DI SOLIGO ,5938,4834,29,164,
FOLLINA ,2699,2142,19,76,
FONTANELLE ,3941,3240,32,127,
FONTE ,3632,3040,39,111,
FREGONA ,2253,1729,18,63,
GAIARINE ,4272,3557,35,136,
GIAVERA DEL MONTELLO ,3449,2839,15,78,
GODEGA DI SANT'URBANO ,4303,3554,30,121,
GORGO AL MONTICANO ,2831,2322,18,111,
ISTRANA ,6079,5087,32,155,
LORIA ,5928,5126,32,148,
MANSUE' ,3125,2543,24,89,
MARENO DI PIAVE ,6784,5582,43,218,
MASER ,3588,3026,23,131,
MASERADA SUL PIAVE ,6469,5308,32,171,
MEDUNA DI LIVENZA ,1933,1566,14,47,
MIANE ,2360,1890,11,65,
MOGLIANO VENETO ,20194,16390,100,352,
MONASTIER DI TREVISO ,2969,2463,18,71,
MONFUMO ,1042,849,12,36,
MONTEBELLUNA ,20829,16707,115,498,
MORGANO ,3166,2637,22,81,
MORIAGO DELLA BATTAGLIA ,1785,1479,11,44,
MOTTA DI LIVENZA ,6824,5557,50,187,
NERVESA DELLA BATTAGLIA ,4763,3890,17,110,
ODERZO ,13764,11221,77,285,
ORMELLE ,2795,2334,29,96,
ORSAGO ,2693,2167,14,69,
PADERNO DEL GRAPPA ,1391,1147,12,34,
PAESE ,14889,12501,60,311,
PEDEROBBA ,5015,3995,28,124,
PIEVE DI SOLIGO ,7642,6109,50,202,
PONTE DI PIAVE ,5235,4250,27,148,
PONZANO VENETO ,8524,7142,34,152,
PORTOBUFFOLE' ,539,454,1,11,
POSSAGNO ,1384,1092,10,40,
POVEGLIANO ,3611,2978,20,86,
PREGANZIOL ,12036,10029,52,226,
QUINTO DI TREVISO ,6710,5564,34,154,
REFRONTOLO ,1299,1015,8,41,
RESANA ,6211,5258,26,159,
REVINE LAGO ,1629,1271,4,41,
RIESE PIO X ,7170,6083,27,180,
RONCADE ,10270,8504,59,273,
SALGAREDA ,4283,3559,27,111,
SAN BIAGIO DI CALLALTA ,8912,7315,59,236,
SAN FIOR ,4686,3800,18,124,
SAN PIETRO DI FELETTO ,3958,3251,23,87,
SAN POLO DI PIAVE ,3065,2346,25,82,
SAN VENDEMIANO ,7069,5742,41,194,
SAN ZENONE DEGLI EZZELINI ,4535,3879,25,135,
SANTA LUCIA DI PIAVE ,6159,5061,36,171,
SARMEDE ,2249,1772,15,58,
SEGUSINO ,1361,1142,7,39,
SERNAGLIA DELLA BATTAGLIA ,4236,3456,19,104,
SILEA ,7257,5971,40,157,
SPRESIANO ,7895,6288,37,186,
SUSEGANA ,7773,6274,59,209,
TARZO ,3343,2522,22,74,
TREVIGNANO ,7123,5888,41,176,
TREVISO ,57879,46968,244,920,
VALDOBBIADENE ,7435,5830,41,232,
VAZZOLA ,4490,3638,41,144,
VEDELAGO ,10962,9182,44,245,
VIDOR ,2508,2096,20,80,
VILLORBA ,12803,10502,62,296,
VITTORIO VENETO ,20762,16416,109,485,
VOLPAGO DEL MONTELLO ,7242,5878,46,194,
ZENSON DI PIAVE ,1210,1026,8,37,
ZERO BRANCO ,7772,6445,37,192,
