Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AILANO ,1206,692,26,52,
ALIFE ,6170,4310,118,331,
ALVIGNANO ,3927,2670,69,193,
ARIENZO ,4180,2961,48,175,
AVERSA ,40411,27047,355,1109,
BAIA E LATINA ,1812,1250,39,83,
BELLONA ,4589,3142,89,200,
CAIANELLO ,1412,1063,28,62,
CAIAZZO ,4586,3342,88,236,
CALVI RISORTA ,4621,3459,74,160,
CAMIGLIANO ,1518,1147,41,94,
CANCELLO ED ARNONE ,4109,2842,48,109,
CAPODRISE ,7284,5061,82,250,
CAPRIATI A VOLTURNO ,1306,912,24,66,
CAPUA ,14970,10715,153,554,
CARINARO ,5276,3663,107,209,
CARINOLA ,6335,4701,134,329,
CASAGIOVE ,11182,8391,122,356,
CASAL DI PRINCIPE ,15538,8789,82,420,
CASALUCE ,7280,4943,84,221,
CASAPESENNA ,5028,3166,58,129,
CASAPULLA ,6578,4900,64,212,
CASERTA ,61502,44826,1132,1551,
CASTEL CAMPAGNANO ,1329,932,43,75,
CASTEL DI SASSO ,978,700,30,56,
CASTEL MORRONE ,3214,2293,94,147,
CASTEL VOLTURNO ,16650,9077,81,276,
CASTELLO DEL MATESE ,1216,919,34,41,
CELLOLE ,6206,4410,93,234,
CERVINO ,4044,2681,120,258,
CESA ,6472,4075,80,222,
CIORLANO ,352,226,20,39,
CONCA DELLA CAMPANIA ,1071,780,22,51,
CURTI ,5600,4269,52,172,
DRAGONI ,1721,1141,31,68,
FALCIANO DEL MASSICO ,3033,2322,76,159,
FONTEGRECA ,706,502,15,38,
FORMICOLA ,1241,800,30,48,
FRANCOLISE ,3823,2820,70,187,
FRIGNANO ,6911,4504,86,221,
GALLO MATESE ,553,332,9,23,
GALLUCCIO ,1815,1301,56,103,
GIANO VETUSTO ,557,385,16,34,
GIOIA SANNITICA ,2952,1951,91,155,
GRAZZANISE ,5408,3866,76,226,
GRICIGNANO DI AVERSA ,7985,5341,94,227,
LETINO ,641,398,15,18,
LIBERI ,981,618,31,44,
LUSCIANO ,11326,7788,143,369,
MACERATA CAMPANIA ,8239,5952,146,407,
MADDALONI ,30513,19576,338,1022,
MARCIANISE ,30415,21222,422,1131,
MARZANO APPIO ,1894,1399,69,101,
MIGNANO MONTE LUNGO ,2664,2049,65,157,
MONDRAGONE ,20717,12594,197,550,
ORTA DI ATELLA ,18726,12530,179,616,
PARETE ,8239,5768,80,194,
PASTORANO ,2263,1568,69,103,
PIANA DI MONTE VERNA ,1995,1456,55,126,
PIEDIMONTE MATESE ,9330,6717,133,355,
PIETRAMELARA ,3750,2878,71,158,
PIETRAVAIRANO ,2396,1659,52,99,
PIGNATARO MAGGIORE ,4946,3459,84,244,
PONTELATONE ,1428,917,32,78,
PORTICO DI CASERTA ,5856,4288,83,211,
PRATA SANNITA ,1309,854,45,89,
PRATELLA ,1321,869,59,110,
PRESENZANO ,1388,980,31,61,
RAVISCANINA ,1111,706,18,31,
RECALE ,5959,4349,62,211,
RIARDO ,1934,1492,50,96,
ROCCA D'EVANDRO ,2781,1969,58,157,
ROCCAMONFINA ,3010,2276,82,169,
ROCCAROMANA ,778,538,16,39,
ROCCHETTA E CROCE ,372,250,10,26,
RUVIANO ,1643,1047,29,76,
SAN CIPRIANO D'AVERSA ,10088,6161,49,244,
SAN FELICE A CANCELLO ,13521,8888,232,607,
SAN GREGORIO MATESE ,832,592,33,51,
SAN MARCELLINO ,9853,5895,83,256,
SAN MARCO EVANGELISTA ,4865,3482,81,196,
SAN NICOLA LA STRADA ,16800,12499,145,422,
SAN PIETRO INFINE ,780,610,23,42,
SAN POTITO SANNITICO ,1604,1129,38,78,
SAN PRISCO ,9287,6740,92,276,
SAN TAMMARO ,4108,3144,49,152,
SANT'ANGELO D'ALIFE ,1903,1209,46,101,
SANT'ARPINO ,10740,7614,115,333,
SANTA MARIA A VICO ,10986,7929,126,446,
SANTA MARIA CAPUA VETERE ,26220,18293,227,805,
SANTA MARIA LA FOSSA ,2043,1394,51,137,
SESSA AURUNCA ,18118,12650,401,942,
SPARANISE ,5887,4438,101,269,
SUCCIVO ,6308,4310,68,198,
TEANO ,10512,7360,231,456,
TEVEROLA ,10277,6631,98,257,
TORA E PICCILLI ,806,599,17,34,
TRENTOLA DUCENTA ,13777,9142,147,460,
VAIRANO PATENORA ,5232,3934,149,273,
VALLE AGRICOLA ,863,540,17,31,
VALLE DI MADDALONI ,2252,1602,37,78,
VILLA DI BRIANO ,4990,3130,60,152,
VILLA LITERNO ,8542,5340,82,246,
VITULAZIO ,5440,4073,85,232,
