Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AGLIANO TERME ,1270,940,14,31,
ALBUGNANO ,366,239,3,8,
ANTIGNANO ,787,592,8,22,
ARAMENGO ,488,353,3,13,
ASTI ,53808,39302,302,1205,
AZZANO D'ASTI ,310,231,1,4,
BALDICHIERI D'ASTI ,722,550,5,15,
BELVEGLIO ,245,195,0,5,
BERZANO DI SAN PIETRO ,299,238,2,10,
BRUNO ,276,209,2,4,
BUBBIO ,671,522,6,33,
BUTTIGLIERA D'ASTI ,1895,1516,12,49,
CALAMANDRANA ,1257,988,17,50,
CALLIANO ,1042,744,14,47,
CALOSSO ,929,703,11,41,
CAMERANO CASASCO ,339,257,4,11,
CANELLI ,7129,5295,56,218,
CANTARANA ,712,579,6,38,
CAPRIGLIO ,213,180,0,4,
CASORZO ,514,382,11,31,
CASSINASCO ,420,318,3,12,
CASTAGNOLE DELLE LANZE ,2648,2040,28,96,
CASTAGNOLE MONFERRATO ,910,648,10,25,
CASTEL BOGLIONE ,470,336,4,12,
CASTEL ROCCHERO ,287,200,0,3,
CASTELL'ALFERO ,2068,1560,19,53,
CASTELLERO ,241,198,2,6,
CASTELLETTO MOLINA ,116,87,1,8,
CASTELLO DI ANNONE ,1348,1038,16,46,
CASTELNUOVO BELBO ,639,480,9,20,
CASTELNUOVO CALCEA ,584,407,5,18,
CASTELNUOVO DON BOSCO ,2341,1711,17,78,
CELLARENGO ,543,442,6,24,
CELLE ENOMONDO ,383,278,2,11,
CERRETO D'ASTI ,177,141,3,8,
CERRO TANARO ,466,367,2,13,
CESSOLE ,295,205,3,20,
CHIUSANO D'ASTI ,183,155,3,6,
CINAGLIO ,340,263,1,12,
CISTERNA D'ASTI ,880,714,9,33,
COAZZOLO ,211,173,1,9,
COCCONATO ,1126,797,4,21,
CORSIONE ,142,105,1,3,
CORTANDONE ,250,180,2,9,
CORTANZE ,206,155,0,1,
CORTAZZONE ,480,338,3,15,
CORTIGLIONE ,410,300,3,9,
COSSOMBRATO ,354,276,4,15,
COSTIGLIOLE D'ASTI ,4322,3157,37,139,
CUNICO ,362,281,2,11,
DUSINO SAN MICHELE ,753,552,11,25,
FERRERE ,1149,875,6,34,
FONTANILE ,404,304,3,20,
FRINCO ,538,404,5,28,
GRANA ,485,335,8,21,
GRAZZANO BADOGLIO ,465,321,2,14,
INCISA SCAPACCINO ,1579,1150,13,52,
ISOLA D'ASTI ,1582,1180,15,45,
LOAZZOLO ,255,163,2,10,
MARANZANA ,204,157,6,15,
MARETTO ,293,237,2,7,
MOASCA ,369,275,5,17,
MOMBALDONE ,177,127,2,6,
MOMBARUZZO ,785,606,12,33,
MOMBERCELLI ,1647,1236,28,59,
MONALE ,714,566,5,19,
MONASTERO BORMIDA ,730,569,10,33,
MONCALVO ,2335,1729,19,67,
MONCUCCO TORINESE ,655,504,6,18,
MONGARDINO ,746,570,4,15,
MONTABONE ,286,200,3,14,
MONTAFIA ,715,552,7,20,
MONTALDO SCARAMPI ,597,445,3,21,
MONTECHIARO D'ASTI ,988,770,12,47,
MONTEGROSSO D'ASTI ,1713,1312,23,47,
MONTEMAGNO ,877,641,13,16,
MONTIGLIO MONFERRATO ,1290,895,15,54,
MORANSENGO ,175,130,1,5,
NIZZA MONFERRATO ,7184,5479,54,199,
OLMO GENTILE ,71,38,0,0,
PASSERANO MARMORITO ,353,272,2,11,
PENANGO ,392,299,6,9,
PIEA ,446,327,6,19,
PINO D'ASTI ,154,123,0,6,
PIOVA' MASSAIA ,486,359,9,23,
PORTACOMARO ,1544,1159,11,29,
QUARANTI ,155,120,0,4,
REFRANCORE ,1246,934,5,30,
REVIGLIASCO D'ASTI ,658,520,6,23,
ROATTO ,301,246,3,14,
ROBELLA ,399,297,2,4,
ROCCA D'ARAZZO ,756,550,10,22,
ROCCAVERANO ,351,231,3,12,
ROCCHETTA PALAFEA ,279,185,2,5,
ROCCHETTA TANARO ,1052,808,12,38,
SAN DAMIANO D'ASTI ,5510,4147,53,222,
SAN GIORGIO SCARAMPI ,92,63,4,9,
SAN MARTINO ALFIERI ,532,417,5,17,
SAN MARZANO OLIVETO ,768,586,7,30,
SAN PAOLO SOLBRITO ,886,723,9,22,
SCURZOLENGO ,433,323,4,10,
SEROLE ,108,77,3,6,
SESSAME ,213,167,1,7,
SETTIME ,375,283,4,9,
SOGLIO ,124,105,0,0,
TIGLIOLE ,1346,986,11,43,
TONCO ,655,495,8,18,
TONENGO ,171,107,2,3,
VAGLIO SERRA ,198,153,7,9,
VALFENERA ,1766,1395,20,58,
VESIME ,470,323,2,14,
VIALE D'ASTI ,191,133,1,3,
VIARIGI ,743,565,6,26,
VIGLIANO D'ASTI ,641,481,9,24,
VILLA SAN SECONDO ,329,239,1,8,
VILLAFRANCA D'ASTI ,2234,1663,14,61,
VILLANOVA D'ASTI ,3960,3072,32,125,
VINCHIO ,479,343,2,17,
