Ente,Candidato,Liste/Gruppi,Voti lista,,
ARMUNGIA,PIER LUIGI BERSANI ARMUNGIA,PARTITO DEMOCRATICO,114,,
ARMUNGIA,,SINISTRA ECOLOGIA LIBERTA',12,,
ARMUNGIA,,CENTRO DEMOCRATICO,1,,
ARMUNGIA,SILVIO BERLUSCONI ARMUNGIA,IL POPOLO DELLA LIBERTA',43,,
ARMUNGIA,,FRATELLI D'ITALIA,2,,
ARMUNGIA,,LA DESTRA,1,,
ARMUNGIA,,PARTITO PENSIONATI,1,,
ARMUNGIA,,BASTA TASSE,1,,
ARMUNGIA,,MIR - MODERATI IN RIVOLUZIONE,0,,
ARMUNGIA,,LEGA NORD,0,,
ARMUNGIA,,GRANDE SUD,0,,
ARMUNGIA,GIUSEPPE PIERO GRILLO ARMUNGIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,43,,
ARMUNGIA,MARIO MONTI ARMUNGIA,CON MONTI PER L'ITALIA,19,,
ARMUNGIA,ANTONIO INGROIA ARMUNGIA,RIVOLUZIONE CIVILE,5,,
ARMUNGIA,OSCAR FULVIO GIANNINO ARMUNGIA,FARE PER FERMARE IL DECLINO,1,,
ARMUNGIA,MARCO FERRANDO ARMUNGIA,PARTITO COMUNISTA DEI LAVORATORI,1,,
ARMUNGIA,ROBERTO FIORE ARMUNGIA,FORZA NUOVA,0,,
ARMUNGIA,GIACINTO MARCO PANNELLA ARMUNGIA,LISTA AMNISTIA GIUSTIZIA LIBERTA',0,,
ARMUNGIA,GIOVANNI ANGELO COLLI ARMUNGIA,PS D'AZ.,1,,
ARMUNGIA,PIETRO MURRU ARMUNGIA,INDIPENDENZA PER LA SARDEGNA,0,,
ARMUNGIA,SALVATORE MELONI ARMUNGIA,MERIS,0,,
ARMUNGIA,EFISIO ARBAU ARMUNGIA,LA BASE,0,,
ASSEMINI,PIER LUIGI BERSANI ASSEMINI,PARTITO DEMOCRATICO,3181,,
ASSEMINI,,SINISTRA ECOLOGIA LIBERTA',528,,
ASSEMINI,,CENTRO DEMOCRATICO,31,,
ASSEMINI,SILVIO BERLUSCONI ASSEMINI,IL POPOLO DELLA LIBERTA',2850,,
ASSEMINI,,FRATELLI D'ITALIA,194,,
ASSEMINI,,LA DESTRA,68,,
ASSEMINI,,PARTITO PENSIONATI,66,,
ASSEMINI,,BASTA TASSE,29,,
ASSEMINI,,GRANDE SUD,13,,
ASSEMINI,,LEGA NORD,10,,
ASSEMINI,,MIR - MODERATI IN RIVOLUZIONE,8,,
ASSEMINI,GIUSEPPE PIERO GRILLO ASSEMINI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,5267,,
ASSEMINI,MARIO MONTI ASSEMINI,CON MONTI PER L'ITALIA,721,,
ASSEMINI,ANTONIO INGROIA ASSEMINI,RIVOLUZIONE CIVILE,293,,
ASSEMINI,OSCAR FULVIO GIANNINO ASSEMINI,FARE PER FERMARE IL DECLINO,54,,
ASSEMINI,MARCO FERRANDO ASSEMINI,PARTITO COMUNISTA DEI LAVORATORI,41,,
ASSEMINI,ROBERTO FIORE ASSEMINI,FORZA NUOVA,27,,
ASSEMINI,GIACINTO MARCO PANNELLA ASSEMINI,LISTA AMNISTIA GIUSTIZIA LIBERTA',34,,
ASSEMINI,GIOVANNI ANGELO COLLI ASSEMINI,PS D'AZ.,193,,
ASSEMINI,PIETRO MURRU ASSEMINI,INDIPENDENZA PER LA SARDEGNA,124,,
ASSEMINI,SALVATORE MELONI ASSEMINI,MERIS,50,,
ASSEMINI,EFISIO ARBAU ASSEMINI,LA BASE,7,,
BALLAO,PIER LUIGI BERSANI BALLAO,PARTITO DEMOCRATICO,106,,
BALLAO,,SINISTRA ECOLOGIA LIBERTA',10,,
BALLAO,,CENTRO DEMOCRATICO,1,,
