Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUAVIVA DELLE FONTI ,16990,13239,149,461,
ADELFIA ,13910,10098,75,378,
ALBEROBELLO ,8991,6995,108,364,
ALTAMURA ,51772,39500,405,1414,
BARI ,268762,187965,1051,4795,
BINETTO ,1763,1291,15,47,
BITETTO ,9357,7085,75,348,
BITONTO ,44379,30613,340,1507,
BITRITTO ,8814,6690,34,188,
CAPURSO ,12649,8901,76,263,
CASAMASSIMA ,15654,10483,83,369,
CASSANO DELLE MURGE ,11655,8641,75,306,
CASTELLANA GROTTE ,16127,12737,144,483,
CELLAMARE ,4526,3283,31,110,
CONVERSANO ,21008,15601,159,645,
CORATO ,37881,28929,336,1036,
GIOIA DEL COLLE ,22748,16900,177,656,
GIOVINAZZO ,16992,11937,144,498,
GRAVINA IN PUGLIA ,33742,23882,206,1003,
GRUMO APPULA ,10451,7374,115,340,
LOCOROTONDO ,11628,9091,158,466,
MODUGNO ,30422,21867,128,719,
MOLA DI BARI ,21538,13902,125,398,
MOLFETTA ,49521,31923,253,1030,
MONOPOLI ,40500,29021,341,1113,
NOCI ,16063,12398,162,511,
NOICATTARO ,20223,14469,131,453,
PALO DEL COLLE ,16985,12219,113,487,
POGGIORSINI ,1097,877,14,37,
POLIGNANO A MARE ,14658,11030,137,427,
PUTIGNANO ,22654,17745,210,787,
RUTIGLIANO ,14584,10453,109,336,
RUVO DI PUGLIA ,20211,14391,183,796,
SAMMICHELE DI BARI ,5676,4179,64,211,
SANNICANDRO DI BARI ,7805,5646,61,233,
SANTERAMO IN COLLE ,20853,16228,230,904,
TERLIZZI ,21696,15000,204,829,
TORITTO ,6879,4955,46,176,
TRIGGIANO ,22236,15282,120,457,
TURI ,10442,7106,67,278,
VALENZANO ,14693,10734,74,329,
