Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUAVIVA D'ISERNIA ,366,310,16,29,
AGNONE ,4427,3365,163,343,
BAGNOLI DEL TRIGNO ,646,451,10,24,
BELMONTE DEL SANNIO ,690,459,50,75,
CANTALUPO NEL SANNIO ,637,447,29,43,
CAPRACOTTA ,822,577,23,42,
CAROVILLI ,1221,912,70,117,
CARPINONE ,1030,706,32,58,
CASTEL DEL GIUDICE ,285,192,11,17,
CASTEL SAN VINCENZO ,485,377,23,34,
CASTELPETROSO ,1394,1142,66,107,
CASTELPIZZUTO ,134,114,21,25,
CASTELVERRINO ,114,95,6,11,
CERRO AL VOLTURNO ,1169,931,55,74,
CHIAUCI ,240,179,3,9,
CIVITANOVA DEL SANNIO ,817,619,28,66,
COLLI A VOLTURNO ,1155,970,40,83,
CONCA CASALE ,193,157,11,14,
FILIGNANO ,560,415,18,30,
FORLI' DEL SANNIO ,595,465,29,44,
FORNELLI ,1639,1249,46,90,
FROSOLONE ,2675,1863,95,200,
ISERNIA ,17904,14003,465,928,
LONGANO ,609,459,32,46,
MACCHIA D'ISERNIA ,831,663,41,58,
MACCHIAGODENA ,1621,1166,93,135,
MIRANDA ,924,681,32,72,
MONTAQUILA ,2051,1725,128,214,
MONTENERO VAL COCCHIARA ,499,387,28,41,
MONTERODUNI ,1930,1472,63,103,
PESCHE ,1280,1035,32,87,
PESCOLANCIANO ,753,547,49,74,
PESCOPENNATARO ,265,191,8,12,
PETTORANELLO DEL MOLISE ,383,283,6,13,
PIETRABBONDANTE ,724,521,38,67,
PIZZONE ,305,234,9,18,
POGGIO SANNITA ,666,426,26,56,
POZZILLI ,1982,1599,84,134,
RIONERO SANNITICO ,966,713,57,96,
ROCCAMANDOLFI ,850,625,45,76,
ROCCASICURA ,470,362,23,44,
ROCCHETTA A VOLTURNO ,924,735,24,52,
SAN PIETRO AVELLANA ,450,303,14,27,
SANT'AGAPITO ,1197,958,49,82,
SANT'ANGELO DEL PESCO ,338,269,20,27,
SANT'ELENA SANNITA ,264,157,9,18,
SANTA MARIA DEL MOLISE ,561,401,18,35,
SCAPOLI ,708,399,35,49,
SESSANO DEL MOLISE ,667,496,37,62,
SESTO CAMPANO ,2002,1485,122,194,
VASTOGIRARDI ,665,475,27,55,
VENAFRO ,9226,7488,308,595,
