Ente,Candidato,Liste/Gruppi,Voti lista,,
ACCADIA,PIER LUIGI BERSANI ACCADIA,PARTITO DEMOCRATICO,368,,
ACCADIA,,SINISTRA ECOLOGIA LIBERTA',159,,
ACCADIA,,CENTRO DEMOCRATICO,5,,
ACCADIA,SILVIO BERLUSCONI ACCADIA,IL POPOLO DELLA LIBERTA',224,,
ACCADIA,,GRANDE SUD - MPA,25,,
ACCADIA,,PARTITO PENSIONATI,11,,
ACCADIA,,LA DESTRA,7,,
ACCADIA,,MIR - MODERATI IN RIVOLUZIONE,4,,
ACCADIA,,FRATELLI D'ITALIA,3,,
ACCADIA,,LEGA NORD,1,,
ACCADIA,,INTESA POPOLARE,0,,
ACCADIA,GIUSEPPE PIERO GRILLO ACCADIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,200,,
ACCADIA,MARIO MONTI ACCADIA,SCELTA CIVICA CON MONTI PER L'ITALIA,122,,
ACCADIA,,UNIONE DI CENTRO,95,,
ACCADIA,,FUTURO E LIBERTA',6,,
ACCADIA,ANTONIO INGROIA ACCADIA,RIVOLUZIONE CIVILE,15,,
ACCADIA,OSCAR FULVIO GIANNINO ACCADIA,FARE PER FERMARE IL DECLINO,2,,
ACCADIA,MARCO FERRANDO ACCADIA,PARTITO COMUNISTA DEI LAVORATORI,13,,
ACCADIA,ROBERTO FIORE ACCADIA,FORZA NUOVA,3,,
ACCADIA,GIACINTO MARCO PANNELLA ACCADIA,LISTA AMNISTIA GIUSTIZIA LIBERTA',2,,
ACCADIA,SIMONE DI STEFANO ACCADIA,CASAPOUND ITALIA,1,,
ACCADIA,LUCA ROMAGNOLI ACCADIA,FIAMMA TRICOLORE,2,,
ACCADIA,MAGDI CRISTIANO ALLAM ACCADIA,IO AMO L'ITALIA,1,,
ACCADIA,STEFANIA GABRIELLA ANASTASIA CRAXI ACCADIA,RIFORMISTI ITALIANI,1,,
ACCADIA,ADRIANO LOTITO ACCADIA,PARTITO DI ALTERNATIVA COMUNISTA,7,,
ALBERONA,PIER LUIGI BERSANI ALBERONA,PARTITO DEMOCRATICO,84,,
ALBERONA,,SINISTRA ECOLOGIA LIBERTA',24,,
ALBERONA,,CENTRO DEMOCRATICO,1,,
