Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALCAMO ,32770,24187,391,1189,
BUSETO PALIZZOLO ,2257,1458,42,95,
CALATAFIMI SEGESTA ,5228,3427,71,186,
CAMPOBELLO DI MAZARA ,8640,5714,97,234,
CASTELLAMMARE DEL GOLFO ,10757,7105,105,315,
CASTELVETRANO ,22916,15075,187,548,
CUSTONACI ,3890,2529,65,167,
ERICE ,20749,13333,173,518,
FAVIGNANA ,3290,1826,29,88,
GIBELLINA ,3243,2241,47,115,
MARSALA ,60588,38589,927,2302,
MAZARA DEL VALLO ,35256,22097,289,909,
PACECO ,8416,5711,77,219,
PANTELLERIA ,5485,2982,73,134,
PARTANNA ,7966,5665,81,224,
PETROSINO ,5656,3803,132,271,
POGGIOREALE ,1138,802,12,29,
SALAPARUTA ,1242,838,26,57,
SALEMI ,8067,5662,124,483,
SAN VITO LO CAPO ,3317,2117,48,104,
SANTA NINFA ,3791,2747,57,128,
TRAPANI ,50400,31490,342,1062,
VALDERICE ,8957,6116,94,309,
VITA ,1621,1175,26,84,
