Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUASPARTA ,3639,2804,45,131,
ALLERONA ,1514,1217,18,42,
ALVIANO ,1230,975,11,55,
AMELIA ,9568,7559,88,320,
ARRONE ,2213,1711,12,75,
ATTIGLIANO ,1430,1178,13,52,
AVIGLIANO UMBRO ,2004,1580,31,100,
BASCHI ,2237,1762,16,58,
CALVI DELL'UMBRIA ,1535,1146,11,54,
CASTEL GIORGIO ,1814,1375,20,65,
CASTEL VISCARDO ,2437,1915,22,74,
FABRO ,2234,1718,14,57,
FERENTILLO ,1517,1141,14,51,
FICULLE ,1312,1028,5,28,
GIOVE ,1535,1234,13,42,
GUARDEA ,1503,1141,13,54,
LUGNANO IN TEVERINA ,1275,995,8,45,
MONTECASTRILLI ,4014,3211,45,135,
MONTECCHIO ,1394,1056,18,47,
MONTEFRANCO ,1013,798,11,36,
MONTEGABBIONE ,908,704,8,22,
MONTELEONE D'ORVIETO ,1221,965,9,34,
NARNI ,15976,12614,115,422,
ORVIETO ,16439,13276,106,402,
OTRICOLI ,1516,1162,11,49,
PARRANO ,454,330,9,17,
PENNA IN TEVERINA ,866,686,10,30,
POLINO ,209,154,1,5,
PORANO ,1585,1308,13,54,
SAN GEMINI ,4072,3226,33,117,
SAN VENANZO ,1834,1524,20,62,
STRONCONE ,3893,2976,40,126,
TERNI ,86250,66371,427,1931,
