Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ANTRONA SCHIERANCO ,378,260,1,16,
ANZOLA D'OSSOLA ,339,253,3,17,
ARIZZANO ,1573,1168,9,46,
AROLA ,190,128,0,9,
AURANO ,80,40,1,2,
BACENO ,715,535,7,36,
BANNIO ANZINO ,397,211,3,8,
BAVENO ,3731,2738,30,85,
BEE ,551,403,3,11,
BELGIRATE ,399,290,2,6,
BEURA-CARDEZZA ,1151,836,10,37,
BOGNANCO ,176,98,1,4,
BROVELLO-CARPUGNINO ,561,385,0,8,
CALASCA-CASTIGLIONE ,538,294,4,24,
CAMBIASCA ,1250,1025,11,71,
CANNERO RIVIERA ,729,502,3,18,
CANNOBIO ,3864,2684,19,115,
CAPREZZO ,136,101,2,11,
CASALE CORTE CERRO ,2576,1889,20,81,
CAVAGLIO-SPOCCIA ,194,109,0,13,
CEPPO MORELLI ,286,155,1,13,
CESARA ,456,274,2,10,
COSSOGNO ,494,350,1,9,
CRAVEGGIA ,568,362,1,27,
CREVOLADOSSOLA ,3585,2566,24,108,
CRODO ,1133,838,8,45,
CURSOLO-ORASSO ,83,54,0,2,
DOMODOSSOLA ,14026,10000,75,370,
DRUOGNO ,736,527,4,44,
FALMENTA ,136,62,0,2,
FORMAZZA ,351,272,3,9,
GERMAGNO ,152,115,0,0,
GHIFFA ,1873,1353,7,51,
GIGNESE ,736,551,2,25,
GRAVELLONA TOCE ,5692,4192,48,198,
GURRO ,197,86,0,7,
INTRAGNA ,88,62,0,0,
LOREGLIA ,217,120,2,5,
MACUGNAGA ,482,299,1,19,
MADONNA DEL SASSO ,303,228,1,8,
MALESCO ,1129,789,6,47,
MASERA ,1162,819,3,35,
MASSIOLA ,106,61,0,3,
MERGOZZO ,1641,1215,12,42,
MIAZZINA ,316,218,2,2,
MONTECRESTESE ,1001,693,13,40,
MONTESCHENO ,328,237,3,11,
NONIO ,677,467,2,16,
OGGEBBIO ,644,571,2,16,
OMEGNA ,11655,8185,64,285,
ORNAVASSO ,2548,1774,18,91,
PALLANZENO ,897,626,5,29,
PIEDIMULERA ,1175,838,7,43,
PIEVE VERGONTE ,2075,1449,20,89,
PREMENO ,602,421,4,14,
PREMIA ,455,306,0,6,
PREMOSELLO-CHIOVENDA ,1560,1070,6,47,
QUARNA SOPRA ,224,159,4,9,
QUARNA SOTTO ,326,205,0,10,
RE ,597,372,14,33,
SAN BERNARDINO VERBANO ,1015,750,6,37,
SANTA MARIA MAGGIORE ,995,659,5,34,
SEPPIANA ,138,88,2,14,
STRESA ,3642,2542,19,91,
TOCENO ,583,387,4,22,
TRAREGO VIGGIONA ,296,192,1,7,
TRASQUERA ,177,115,3,6,
TRONTANO ,1269,902,10,52,
VALSTRONA ,978,541,3,48,
VANZONE CON SAN CARLO ,349,189,0,9,
VARZO ,1648,1121,8,50,
VERBANIA ,22699,16483,74,454,
VIGANELLA ,123,92,3,9,
VIGNONE ,890,654,3,11,
VILLADOSSOLA ,5257,3741,33,156,
VILLETTE ,196,122,2,12,
VOGOGNA ,1350,963,10,39,
