Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ABETONE ,558,378,3,20,
AGLIANA ,13285,10900,100,421,
BUGGIANO ,6918,5530,59,228,
CHIESINA UZZANESE ,3474,2764,22,90,
CUTIGLIANO ,1322,886,9,46,
LAMPORECCHIO ,5867,4760,45,168,
LARCIANO ,5073,4222,51,197,
MARLIANA ,2664,1826,23,78,
MASSA E COZZILE ,6130,4909,46,174,
MONSUMMANO TERME ,16802,13162,149,509,
MONTALE ,8611,7041,50,227,
MONTECATINI-TERME ,14714,11111,69,284,
PESCIA ,15079,11462,97,439,
PIEVE A NIEVOLE ,7326,5777,53,207,
PISTOIA ,71231,55326,435,1761,
PITEGLIO ,1477,1016,6,43,
PONTE BUGGIANESE ,6852,5420,48,211,
QUARRATA ,19234,15352,148,602,
SAMBUCA PISTOIESE ,1333,824,4,26,
SAN MARCELLO PISTOIESE ,5604,4037,30,129,
SERRAVALLE PISTOIESE ,9098,7353,72,281,
UZZANO ,4328,3409,35,102,
