Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACCIANO ,277,183,3,12,
AIELLI ,1092,823,11,33,
ALFEDENA ,614,458,9,18,
ANVERSA DEGLI ABRUZZI ,258,164,4,8,
ATELETA ,896,570,21,47,
AVEZZANO ,29950,22635,267,841,
BALSORANO ,2679,1972,42,117,
BARETE ,511,354,4,12,
BARISCIANO ,1290,966,13,32,
BARREA ,595,396,8,31,
BISEGNA ,230,143,5,10,
BUGNARA ,891,640,5,19,
CAGNANO AMITERNO ,1033,692,14,32,
CALASCIO ,101,63,0,1,
CAMPO DI GIOVE ,710,572,11,24,
CAMPOTOSTO ,538,300,5,12,
CANISTRO ,777,625,12,21,
CANSANO ,189,127,0,1,
CAPESTRANO ,711,475,11,26,
CAPISTRELLO ,3945,2711,55,124,
CAPITIGNANO ,496,318,3,12,
CAPORCIANO ,185,144,2,3,
CAPPADOCIA ,482,302,5,10,
CARAPELLE CALVISIO ,66,48,0,0,
CARSOLI ,3877,2903,27,113,
CASTEL DEL MONTE ,363,234,5,9,
CASTEL DI IERI ,265,219,4,13,
CASTEL DI SANGRO ,5126,3424,39,127,
CASTELLAFIUME ,767,537,27,35,
CASTELVECCHIO CALVISIO ,131,75,3,9,
CASTELVECCHIO SUBEQUO ,831,636,12,40,
CELANO ,7330,5571,77,384,
CERCHIO ,1229,902,10,51,
CIVITA D'ANTINO ,749,545,14,36,
CIVITELLA ALFEDENA ,233,181,4,11,
CIVITELLA ROVETO ,2499,1806,33,77,
COCULLO ,223,145,4,9,
COLLARMELE ,736,562,21,35,
COLLELONGO ,1013,765,23,44,
COLLEPIETRO ,183,127,1,5,
CORFINIO ,799,598,6,22,
FAGNANO ALTO ,333,216,6,9,
FONTECCHIO ,309,226,1,7,
FOSSA ,481,352,2,10,
GAGLIANO ATERNO ,197,152,0,2,
GIOIA DEI MARSI ,1482,1094,35,78,
GORIANO SICOLI ,451,348,3,9,
INTRODACQUA ,1542,1110,9,46,
L'AQUILA ,52684,38899,289,1135,
LECCE NEI MARSI ,1182,852,7,35,
LUCO DEI MARSI ,3904,3004,41,113,
LUCOLI ,751,475,6,16,
MAGLIANO DE' MARSI ,2714,2118,19,62,
MASSA D'ALBE ,1115,810,10,29,
MOLINA ATERNO ,342,252,6,20,
MONTEREALE ,2057,1354,14,73,
MORINO ,1147,852,23,46,
NAVELLI ,425,330,7,21,
OCRE ,857,648,12,32,
OFENA ,406,260,4,9,
OPI ,348,243,10,25,
ORICOLA ,896,668,10,23,
ORTONA DEI MARSI ,525,322,10,17,
ORTUCCHIO ,1346,1040,24,63,
OVINDOLI ,981,655,2,23,
PACENTRO ,950,706,9,26,
PERETO ,569,441,5,15,
PESCASSEROLI ,1621,1179,11,61,
PESCINA ,3118,2368,54,156,
PESCOCOSTANZO ,925,636,12,34,
PETTORANO SUL GIZIO ,1060,752,9,22,
PIZZOLI ,2631,1960,17,77,
POGGIO PICENZE ,714,589,9,24,
PRATA D'ANSIDONIA ,391,281,10,17,
PRATOLA PELIGNA ,5702,4374,61,139,
PREZZA ,845,569,5,24,
RAIANO ,2165,1645,19,66,
RIVISONDOLI ,551,346,3,12,
ROCCA DI BOTTE ,646,466,4,17,
ROCCA DI CAMBIO ,405,265,5,9,
ROCCA DI MEZZO ,1202,790,6,18,
ROCCA PIA ,150,104,3,5,
ROCCACASALE ,566,385,5,7,
ROCCARASO ,1161,860,15,48,
SAN BENEDETTO DEI MARSI ,2755,2214,58,130,
SAN BENEDETTO IN PERILLIS ,108,70,5,5,
SAN DEMETRIO NE' VESTINI ,1253,969,11,26,
SAN PIO DELLE CAMERE ,380,277,2,9,
SAN VINCENZO VALLE ROVETO ,1944,1356,33,77,
SANT'EUSANIO FORCONESE ,326,250,5,16,
SANTE MARIE ,985,679,12,26,
SANTO STEFANO DI SESSANIO ,91,60,0,2,
SCANNO ,1528,1009,17,48,
SCONTRONE ,469,367,2,14,
SCOPPITO ,2453,1946,13,53,
SCURCOLA MARSICANA ,2090,1568,15,57,
SECINARO ,309,208,3,13,
SULMONA ,18462,13665,121,412,
TAGLIACOZZO ,5100,3717,51,160,
TIONE DEGLI ABRUZZI ,268,187,1,3,
TORNIMPARTE ,2285,1716,38,93,
TRASACCO ,4369,3427,62,188,
VILLA SANT'ANGELO ,334,259,4,8,
VILLA SANTA LUCIA DEGLI ABRUZZI ,125,83,3,3,
VILLALAGO ,495,329,7,11,
VILLAVALLELONGA ,698,486,3,14,
VILLETTA BARREA ,519,347,7,32,
VITTORITO ,739,593,7,21,
