Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AILANO ,1127,639,22,46,
ALIFE ,5514,3816,140,333,
ALVIGNANO ,3429,2370,77,206,
ARIENZO ,3619,2571,56,176,
AVERSA ,35571,23618,318,980,
BAIA E LATINA ,1622,1110,38,77,
BELLONA ,4060,2759,86,187,
CAIANELLO ,1261,945,24,52,
CAIAZZO ,4139,2965,85,227,
CALVI RISORTA ,4143,3064,92,187,
CAMIGLIANO ,1362,1035,47,96,
CANCELLO ED ARNONE ,3566,2418,72,123,
CAPODRISE ,6431,4439,94,230,
CAPRIATI A VOLTURNO ,1194,818,30,62,
CAPUA ,13382,9370,165,521,
CARINARO ,4567,3141,96,179,
CARINOLA ,5720,4197,119,295,
CASAGIOVE ,9971,7426,183,409,
CASAL DI PRINCIPE ,13469,7596,95,407,
CASALUCE ,6301,4228,83,204,
CASAPESENNA ,4360,2688,68,130,
CASAPULLA ,5847,4307,94,228,
CASERTA ,55551,40013,1022,1431,
CASTEL CAMPAGNANO ,1194,827,40,71,
CASTEL DI SASSO ,888,634,27,48,
CASTEL MORRONE ,2845,1995,115,152,
CASTEL VOLTURNO ,14710,8013,81,239,
CASTELLO DEL MATESE ,1083,820,60,66,
CELLOLE ,5529,3903,78,204,
CERVINO ,3461,2253,131,253,
CESA ,5670,3535,71,190,
CIORLANO ,324,203,16,30,
CONCA DELLA CAMPANIA ,988,712,26,56,
CURTI ,4980,3767,72,187,
DRAGONI ,1542,1005,30,62,
FALCIANO DEL MASSICO ,2719,2069,74,157,
FONTEGRECA ,651,457,16,44,
FORMICOLA ,1118,696,30,48,
FRANCOLISE ,3335,2429,90,195,
FRIGNANO ,6070,3882,89,198,
GALLO MATESE ,512,300,13,20,
GALLUCCIO ,1643,1151,51,93,
GIANO VETUSTO ,499,340,22,35,
GIOIA SANNITICA ,2643,1732,77,139,
GRAZZANISE ,4740,3316,84,232,
GRICIGNANO DI AVERSA ,6889,4584,91,175,
LETINO ,575,355,14,19,
LIBERI ,886,561,25,36,
LUSCIANO ,9842,6706,182,392,
MACERATA CAMPANIA ,7210,5144,123,347,
MADDALONI ,26638,16974,391,1017,
MARCIANISE ,26446,18295,506,1118,
MARZANO APPIO ,1698,1236,77,106,
MIGNANO MONTE LUNGO ,2387,1810,70,150,
MONDRAGONE ,18063,11124,207,501,
ORTA DI ATELLA ,16387,10889,196,556,
PARETE ,7208,5026,68,172,
PASTORANO ,2047,1409,52,90,
PIANA DI MONTE VERNA ,1829,1326,51,111,
PIEDIMONTE MATESE ,8214,6006,115,327,
PIETRAMELARA ,3387,2576,80,156,
PIETRAVAIRANO ,2114,1437,62,112,
PIGNATARO MAGGIORE ,4395,3039,92,228,
PONTELATONE ,1284,807,30,69,
PORTICO DI CASERTA ,5173,3749,77,186,
PRATA SANNITA ,1185,750,42,77,
PRATELLA ,1179,760,48,87,
PRESENZANO ,1207,863,32,55,
RAVISCANINA ,1022,644,13,40,
RECALE ,5204,3771,89,226,
RIARDO ,1724,1319,49,95,
ROCCA D'EVANDRO ,2523,1754,74,154,
ROCCAMONFINA ,2699,2016,93,178,
ROCCAROMANA ,700,472,14,32,
ROCCHETTA E CROCE ,340,223,7,23,
RUVIANO ,1512,938,33,65,
SAN CIPRIANO D'AVERSA ,8773,5273,73,257,
SAN FELICE A CANCELLO ,11869,7742,254,627,
SAN GREGORIO MATESE ,765,536,34,50,
SAN MARCELLINO ,8524,5057,96,244,
SAN MARCO EVANGELISTA ,4301,3070,113,234,
SAN NICOLA LA STRADA ,14993,11090,142,413,
SAN PIETRO INFINE ,704,544,22,42,
SAN POTITO SANNITICO ,1424,1015,35,73,
SAN PRISCO ,8164,5868,151,248,
SAN TAMMARO ,3588,2746,54,146,
SANT'ANGELO D'ALIFE ,1728,1091,56,101,
SANT'ARPINO ,9418,6599,116,316,
SANTA MARIA A VICO ,9657,6939,158,469,
SANTA MARIA CAPUA VETERE ,23424,16181,212,740,
SANTA MARIA LA FOSSA ,1750,1172,38,111,
SESSA AURUNCA ,16302,11228,324,775,
SPARANISE ,5278,3933,112,258,
SUCCIVO ,5478,3688,76,181,
TEANO ,9378,6481,229,439,
TEVEROLA ,8881,5727,90,215,
TORA E PICCILLI ,743,545,30,44,
TRENTOLA DUCENTA ,12061,7889,156,432,
VAIRANO PATENORA ,4687,3473,142,263,
VALLE AGRICOLA ,768,478,21,35,
VALLE DI MADDALONI ,1989,1409,47,76,
VILLA DI BRIANO ,4348,2708,53,139,
VILLA LITERNO ,7479,4599,79,228,
VITULAZIO ,4841,3586,83,206,
