Ente,Candidato,Liste/Gruppi,Voti lista,,
ABBADIA LARIANA,PIER LUIGI BERSANI ABBADIA LARIANA,PARTITO DEMOCRATICO,498,,
ABBADIA LARIANA,,SINISTRA ECOLOGIA LIBERTA',49,,
ABBADIA LARIANA,,CENTRO DEMOCRATICO,2,,
ABBADIA LARIANA,SILVIO BERLUSCONI ABBADIA LARIANA,IL POPOLO DELLA LIBERTA',372,,
ABBADIA LARIANA,,LEGA NORD,225,,
ABBADIA LARIANA,,FRATELLI D'ITALIA,9,,
ABBADIA LARIANA,,LA DESTRA,7,,
ABBADIA LARIANA,,MIR - MODERATI IN RIVOLUZIONE,2,,
ABBADIA LARIANA,GIUSEPPE PIERO GRILLO ABBADIA LARIANA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,510,,
ABBADIA LARIANA,MARIO MONTI ABBADIA LARIANA,SCELTA CIVICA CON MONTI PER L'ITALIA,201,,
ABBADIA LARIANA,,UNIONE DI CENTRO,18,,
ABBADIA LARIANA,,FUTURO E LIBERTA',3,,
ABBADIA LARIANA,ANTONIO INGROIA ABBADIA LARIANA,RIVOLUZIONE CIVILE,30,,
ABBADIA LARIANA,OSCAR FULVIO GIANNINO ABBADIA LARIANA,FARE PER FERMARE IL DECLINO,44,,
ABBADIA LARIANA,LUCA ROMAGNOLI ABBADIA LARIANA,FIAMMA TRICOLORE,8,,
ABBADIA LARIANA,MAGDI CRISTIANO ALLAM ABBADIA LARIANA,IO AMO L'ITALIA,5,,
AIRUNO,PIER LUIGI BERSANI AIRUNO,PARTITO DEMOCRATICO,395,,
AIRUNO,,SINISTRA ECOLOGIA LIBERTA',29,,
AIRUNO,,CENTRO DEMOCRATICO,4,,
AIRUNO,SILVIO BERLUSCONI AIRUNO,IL POPOLO DELLA LIBERTA',325,,
AIRUNO,,LEGA NORD,304,,
AIRUNO,,FRATELLI D'ITALIA,19,,
AIRUNO,,LA DESTRA,5,,
AIRUNO,,MIR - MODERATI IN RIVOLUZIONE,3,,
AIRUNO,GIUSEPPE PIERO GRILLO AIRUNO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,312,,
AIRUNO,MARIO MONTI AIRUNO,SCELTA CIVICA CON MONTI PER L'ITALIA,177,,
AIRUNO,,UNIONE DI CENTRO,27,,
AIRUNO,,FUTURO E LIBERTA',6,,
AIRUNO,ANTONIO INGROIA AIRUNO,RIVOLUZIONE CIVILE,29,,
AIRUNO,OSCAR FULVIO GIANNINO AIRUNO,FARE PER FERMARE IL DECLINO,32,,
AIRUNO,LUCA ROMAGNOLI AIRUNO,FIAMMA TRICOLORE,7,,
AIRUNO,MAGDI CRISTIANO ALLAM AIRUNO,IO AMO L'ITALIA,1,,
ANNONE DI BRIANZA,PIER LUIGI BERSANI ANNONE DI BRIANZA,PARTITO DEMOCRATICO,444,,
ANNONE DI BRIANZA,,SINISTRA ECOLOGIA LIBERTA',16,,
ANNONE DI BRIANZA,,CENTRO DEMOCRATICO,4,,
ANNONE DI BRIANZA,SILVIO BERLUSCONI ANNONE DI BRIANZA,IL POPOLO DELLA LIBERTA',232,,
ANNONE DI BRIANZA,,LEGA NORD,208,,
ANNONE DI BRIANZA,,FRATELLI D'ITALIA,15,,
ANNONE DI BRIANZA,,LA DESTRA,4,,
ANNONE DI BRIANZA,,MIR - MODERATI IN RIVOLUZIONE,1,,
ANNONE DI BRIANZA,GIUSEPPE PIERO GRILLO ANNONE DI BRIANZA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,274,,
ANNONE DI BRIANZA,MARIO MONTI ANNONE DI BRIANZA,SCELTA CIVICA CON MONTI PER L'ITALIA,158,,
ANNONE DI BRIANZA,,UNIONE DI CENTRO,12,,
ANNONE DI BRIANZA,,FUTURO E LIBERTA',6,,
ANNONE DI BRIANZA,ANTONIO INGROIA ANNONE DI BRIANZA,RIVOLUZIONE CIVILE,15,,
ANNONE DI BRIANZA,OSCAR FULVIO GIANNINO ANNONE DI BRIANZA,FARE PER FERMARE IL DECLINO,21,,
ANNONE DI BRIANZA,LUCA ROMAGNOLI ANNONE DI BRIANZA,FIAMMA TRICOLORE,5,,
ANNONE DI BRIANZA,MAGDI CRISTIANO ALLAM ANNONE DI BRIANZA,IO AMO L'ITALIA,4,,
BALLABIO,PIER LUIGI BERSANI BALLABIO,PARTITO DEMOCRATICO,491,,
BALLABIO,,SINISTRA ECOLOGIA LIBERTA',40,,
BALLABIO,,CENTRO DEMOCRATICO,6,,
BALLABIO,SILVIO BERLUSCONI BALLABIO,IL POPOLO DELLA LIBERTA',463,,
