Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ANDRIANO ,688,607,12,21,
AVELENGO ,494,411,14,22,
CAINES ,259,231,4,5,
CASTELBELLO-CIARDES ,1673,1356,42,65,
CERMES ,976,843,14,22,
CURON VENOSTA ,1617,1301,27,44,
GARGAZZONE ,1156,968,8,32,
GLORENZA ,621,517,15,22,
LACES ,3379,2765,66,105,
LAGUNDO ,3409,2803,48,92,
LANA ,7576,6291,157,271,
LASA ,2674,2210,47,105,
LAUREGNO ,229,165,13,16,
MALLES VENOSTA ,3400,2758,83,119,
MARLENGO ,1756,1482,25,42,
MARTELLO ,604,502,9,16,
MELTINA ,1074,922,22,35,
MERANO ,25487,19695,284,742,
MOSO IN PASSIRIA ,1394,1146,36,45,
NALLES ,1263,1061,17,34,
NATURNO ,3731,3005,87,129,
PARCINES ,2478,2038,46,80,
PLAUS ,416,343,13,17,
POSTAL ,1250,1058,11,30,
PRATO ALLO STELVIO ,2275,1851,49,87,
PROVES ,187,159,10,13,
RIFIANO ,914,782,19,25,
SAN GENESIO ATESINO ,1986,1737,43,64,
SAN LEONARDO IN PASSIRIA ,2425,1976,43,61,
SAN MARTINO IN PASSIRIA ,2111,1691,71,84,
SAN PANCRAZIO ,1085,905,33,42,
SARENTINO ,4760,4058,106,152,
SCENA ,1931,1601,50,71,
SENALE-SAN FELICE ,519,444,14,25,
SENALES ,913,779,20,23,
SILANDRO ,3947,3310,71,128,
SLUDERNO ,1260,992,19,34,
STELVIO ,810,601,18,23,
TERLANO ,2794,2408,34,67,
TESIMO ,1332,1112,32,42,
TIROLO ,1686,1389,21,39,
TUBRE ,664,519,13,15,
ULTIMO ,2051,1636,58,83,
VERANO ,621,525,8,13,
