Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AUGUSTA ,27077,18294,148,474,
AVOLA ,22877,13690,217,679,
BUCCHERI ,1613,1084,15,42,
BUSCEMI ,818,527,11,24,
CANICATTINI BAGNI ,5344,3537,59,146,
CARLENTINI ,13451,8868,95,383,
CASSARO ,598,410,8,17,
FERLA ,1961,1151,37,122,
FLORIDIA ,16007,10650,99,343,
FRANCOFONTE ,9264,5641,95,302,
LENTINI ,18536,10948,112,466,
MELILLI ,9733,6672,100,256,
NOTO ,16876,10246,157,503,
PACHINO ,15226,8695,98,374,
PALAZZOLO ACREIDE ,6694,4565,82,231,
PORTOPALO DI CAPO PASSERO ,2639,1750,31,67,
PRIOLO GARGALLO ,8658,6324,67,194,
ROSOLINI ,14688,9997,113,470,
SIRACUSA ,88750,58542,376,1325,
SOLARINO ,5610,3731,44,117,
SORTINO ,6663,4720,67,224,
