Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AIROLE ,280,209,6,15,
APRICALE ,487,265,15,23,
AQUILA D'ARROSCIA ,155,111,1,9,
ARMO ,98,65,3,7,
AURIGO ,288,238,4,10,
BADALUCCO ,915,681,7,27,
BAJARDO ,270,172,1,11,
BORDIGHERA ,8588,6194,36,140,
BORGHETTO D'ARROSCIA ,366,243,4,16,
BORGOMARO ,692,458,8,27,
CAMPOROSSO ,4442,3104,21,102,
CARAVONICA ,223,179,2,15,
CARPASIO ,129,80,0,8,
CASTEL VITTORIO ,264,182,5,17,
CASTELLARO ,1018,763,8,31,
CERIANA ,970,623,6,29,
CERVO ,925,687,6,16,
CESIO ,218,164,2,9,
CHIUSANICO ,482,364,1,17,
CHIUSAVECCHIA ,356,249,2,8,
CIPRESSA ,1007,785,9,28,
CIVEZZA ,465,369,1,15,
COSIO DI ARROSCIA ,214,163,3,11,
COSTARAINERA ,654,497,2,17,
DIANO ARENTINO ,564,414,2,15,
DIANO CASTELLO ,1724,1257,7,33,
DIANO MARINA ,4835,3624,29,107,
DIANO SAN PIETRO ,862,648,6,19,
DOLCEACQUA ,1623,1206,18,52,
DOLCEDO ,1066,784,9,35,
IMPERIA ,32436,24646,167,805,
ISOLABONA ,523,366,4,20,
LUCINASCO ,184,127,3,6,
MENDATICA ,183,128,4,10,
MOLINI DI TRIORA ,497,333,6,24,
MONTALTO LIGURE ,296,196,2,11,
MONTEGROSSO PIAN LATTE ,112,89,0,2,
OLIVETTA SAN MICHELE ,182,122,0,0,
OSPEDALETTI ,2761,1993,12,68,
PERINALDO ,674,406,3,8,
PIETRABRUNA ,373,272,1,2,
PIEVE DI TECO ,1036,728,6,28,
PIGNA ,688,477,7,33,
POMPEIANA ,636,480,5,18,
PONTEDASSIO ,1801,1361,10,53,
PORNASSIO ,483,310,3,17,
PRELA' ,373,277,2,11,
RANZO ,471,323,9,21,
REZZO ,300,216,2,7,
RIVA LIGURE ,2396,1787,20,68,
ROCCHETTA NERVINA ,196,139,1,2,
SAN BARTOLOMEO AL MARE ,2467,1894,12,49,
SAN BIAGIO DELLA CIMA ,1013,697,6,23,
SAN LORENZO AL MARE ,1113,880,12,36,
SANREMO ,44124,31371,200,879,
SANTO STEFANO AL MARE ,1795,1383,13,38,
SEBORGA ,252,182,0,4,
SOLDANO ,768,578,6,26,
TAGGIA ,11227,8393,74,270,
TERZORIO ,191,151,1,12,
TRIORA ,359,225,6,16,
VALLEBONA ,1018,713,4,16,
VALLECROSIA ,5758,3977,33,107,
VASIA ,344,238,1,12,
VENTIMIGLIA ,19691,12748,84,365,
VESSALICO ,192,121,1,1,
VILLA FARALDI ,355,234,6,17,
