Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AGRATE BRIANZA ,10588,8671,88,255,
AICURZIO ,1496,1257,13,37,
ALBIATE ,4372,3573,48,148,
ARCORE ,12644,10169,78,271,
BARLASSINA ,4881,3826,36,138,
BELLUSCO ,5263,4288,30,115,
BERNAREGGIO ,7545,6031,46,143,
BESANA IN BRIANZA ,11303,9055,69,280,
BIASSONO ,8692,7227,70,185,
BOVISIO-MASCIAGO ,11783,9613,85,321,
BRIOSCO ,4487,3603,37,113,
BRUGHERIO ,23934,19728,173,496,
BURAGO DI MOLGORA ,3166,2624,14,70,
BUSNAGO ,4657,3712,23,117,
CAMPARADA ,1498,1275,13,49,
CAPONAGO ,3725,3034,36,104,
CARATE BRIANZA ,12776,10276,96,352,
CARNATE ,5076,4178,27,103,
CAVENAGO DI BRIANZA ,4413,3871,37,125,
CERIANO LAGHETTO ,4743,3852,38,147,
CESANO MADERNO ,26487,20926,201,761,
COGLIATE ,6260,4979,42,214,
CONCOREZZO ,10869,8989,85,255,
CORNATE D'ADDA ,7371,5788,60,208,
CORREZZANA ,1969,1609,9,42,
DESIO ,28976,23057,202,731,
GIUSSANO ,18008,14335,129,493,
LAZZATE ,5761,4525,38,182,
LENTATE SUL SEVESO ,11561,9170,101,350,
LESMO ,5947,4883,35,111,
LIMBIATE ,24145,18304,208,642,
LISSONE ,31068,24556,179,632,
MACHERIO ,5372,4363,53,145,
MEDA ,16876,13630,122,407,
MEZZAGO ,2926,2417,32,77,
MISINTO ,4014,3154,27,120,
MONZA ,84851,68090,487,1483,
MUGGIO' ,16753,13626,143,423,
NOVA MILANESE ,16103,12973,125,402,
ORNAGO ,3531,2940,19,74,
RENATE ,2917,2351,22,78,
RONCELLO ,2917,2311,25,79,
RONCO BRIANTINO ,2432,2023,23,49,
SEREGNO ,32016,25073,250,876,
SEVESO ,16505,13258,83,391,
SOVICO ,5971,4937,45,170,
SULBIATE ,2989,2443,27,82,
TRIUGGIO ,6309,5193,67,192,
USMATE VELATE ,7070,5805,41,152,
VAREDO ,9531,7800,94,260,
VEDANO AL LAMBRO ,5434,4582,33,109,
VEDUGGIO CON COLZANO ,3229,2560,35,109,
VERANO BRIANZA ,6805,5545,62,227,
VILLASANTA ,10026,8189,84,219,
VIMERCATE ,18394,15270,150,369,
