Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
BASTIGLIA ,2811,2395,21,65,
BOMPORTO ,6758,5594,59,156,
CAMPOGALLIANO ,5880,5041,36,112,
CAMPOSANTO ,2099,1723,27,73,
CARPI ,47291,39836,247,792,
CASTELFRANCO EMILIA ,21823,18318,133,362,
CASTELNUOVO RANGONE ,9889,8561,65,187,
CASTELVETRO DI MODENA ,7655,6403,47,178,
CAVEZZO ,4921,4131,57,136,
CONCORDIA SULLA SECCHIA ,6104,4955,77,179,
FANANO ,2218,1679,39,87,
FINALE EMILIA ,10950,8694,91,291,
FIORANO MODENESE ,11804,9780,109,287,
FIUMALBO ,1019,724,21,35,
FORMIGINE ,24247,20617,154,481,
FRASSINORO ,1553,1110,18,57,
GUIGLIA ,2813,2217,30,70,
LAMA MOCOGNO ,2183,1615,32,69,
MARANELLO ,11959,9904,81,241,
MARANO SUL PANARO ,3387,2857,45,100,
MEDOLLA ,4537,3875,52,131,
MIRANDOLA ,16187,13245,144,423,
MODENA ,123658,103051,726,2043,
MONTECRETO ,782,547,14,20,
MONTEFIORINO ,1775,1308,13,40,
MONTESE ,2499,1885,26,63,
NONANTOLA ,10760,9167,95,214,
NOVI DI MODENA ,7262,6052,61,169,
PALAGANO ,1670,1219,26,52,
PAVULLO NEL FRIGNANO ,11804,9372,127,320,
PIEVEPELAGO ,1656,1165,10,25,
POLINAGO ,1311,917,18,36,
PRIGNANO SULLA SECCHIA ,2801,2298,30,72,
RAVARINO ,4207,3587,33,94,
RIOLUNATO ,591,424,7,17,
SAN CESARIO SUL PANARO ,4538,3932,32,94,
SAN FELICE SUL PANARO ,7473,6066,80,209,
SAN POSSIDONIO ,2438,2002,37,91,
SAN PROSPERO ,4052,3289,32,91,
SASSUOLO ,27242,22108,189,578,
SAVIGNANO SUL PANARO ,6376,5406,43,109,
SERRAMAZZONI ,5754,4515,47,147,
SESTOLA ,1998,1490,28,57,
SOLIERA ,10764,9164,77,217,
SPILAMBERTO ,8302,7153,80,179,
VIGNOLA ,16312,13522,145,373,
ZOCCA ,3424,2584,43,84,
