Ente,Candidato,Liste/Gruppi,Voti lista,,
ACQUI TERME,PIER LUIGI BERSANI ACQUI TERME,PARTITO DEMOCRATICO,3020,,
ACQUI TERME,,SINISTRA ECOLOGIA LIBERTA',266,,
ACQUI TERME,,CENTRO DEMOCRATICO,27,,
ACQUI TERME,SILVIO BERLUSCONI ACQUI TERME,IL POPOLO DELLA LIBERTA',2488,,
ACQUI TERME,,LEGA NORD,538,,
ACQUI TERME,,FRATELLI D'ITALIA,221,,
ACQUI TERME,,PARTITO PENSIONATI,81,,
ACQUI TERME,,LA DESTRA,40,,
ACQUI TERME,,MIR - MODERATI IN RIVOLUZIONE,6,,
ACQUI TERME,GIUSEPPE PIERO GRILLO ACQUI TERME,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,3102,,
ACQUI TERME,MARIO MONTI ACQUI TERME,CON MONTI PER L'ITALIA,989,,
ACQUI TERME,ANTONIO INGROIA ACQUI TERME,RIVOLUZIONE CIVILE,157,,
ACQUI TERME,OSCAR FULVIO GIANNINO ACQUI TERME,FARE PER FERMARE IL DECLINO,98,,
ACQUI TERME,MARCO FERRANDO ACQUI TERME,PARTITO COMUNISTA DEI LAVORATORI,54,,
ACQUI TERME,ROBERTO FIORE ACQUI TERME,FORZA NUOVA,36,,
ACQUI TERME,SIMONE DI STEFANO ACQUI TERME,CASAPOUND ITALIA,14,,
ALBERA LIGURE,PIER LUIGI BERSANI ALBERA LIGURE,PARTITO DEMOCRATICO,46,,
ALBERA LIGURE,,SINISTRA ECOLOGIA LIBERTA',2,,
ALBERA LIGURE,,CENTRO DEMOCRATICO,1,,
ALBERA LIGURE,SILVIO BERLUSCONI ALBERA LIGURE,IL POPOLO DELLA LIBERTA',52,,
ALBERA LIGURE,,LEGA NORD,13,,
ALBERA LIGURE,,FRATELLI D'ITALIA,3,,
ALBERA LIGURE,,PARTITO PENSIONATI,2,,
ALBERA LIGURE,,MIR - MODERATI IN RIVOLUZIONE,0,,
ALBERA LIGURE,,LA DESTRA,0,,
