Ente,Candidato,Liste/Gruppi,Voti lista,,
AGIRA,PIER LUIGI BERSANI AGIRA,PARTITO DEMOCRATICO,1545,,
AGIRA,,IL MEGAFONO - LISTA CROCETTA,241,,
AGIRA,,SINISTRA ECOLOGIA LIBERTA',28,,
AGIRA,,MODERATI,13,,
AGIRA,,CENTRO DEMOCRATICO,11,,
AGIRA,SILVIO BERLUSCONI AGIRA,IL POPOLO DELLA LIBERTA',780,,
AGIRA,,MPA - PARTITO DEI SICILIANI,79,,
AGIRA,,FRATELLI D'ITALIA,31,,
AGIRA,,LA DESTRA,23,,
AGIRA,,GRANDE SUD,18,,
AGIRA,,LEGA NORD,7,,
AGIRA,,MIR - MODERATI IN RIVOLUZIONE,5,,
AGIRA,,CANTIERE POPOLARE,4,,
AGIRA,GIUSEPPE PIERO GRILLO AGIRA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,785,,
AGIRA,MARIO MONTI AGIRA,CON MONTI PER L'ITALIA,198,,
AGIRA,ANTONIO INGROIA AGIRA,RIVOLUZIONE CIVILE,180,,
AGIRA,OSCAR FULVIO GIANNINO AGIRA,FARE PER FERMARE IL DECLINO,11,,
AGIRA,MARCO FERRANDO AGIRA,PARTITO COMUNISTA DEI LAVORATORI,13,,
AGIRA,ROBERTO FIORE AGIRA,FORZA NUOVA,5,,
AGIRA,GIACINTO MARCO PANNELLA AGIRA,LISTA AMNISTIA GIUSTIZIA LIBERTA',12,,
AGIRA,LUCA ROMAGNOLI AGIRA,FIAMMA TRICOLORE,6,,
AGIRA,FRANCO TORCHIA AGIRA,PRI,4,,
AIDONE,PIER LUIGI BERSANI AIDONE,PARTITO DEMOCRATICO,425,,
AIDONE,,IL MEGAFONO - LISTA CROCETTA,213,,
AIDONE,,CENTRO DEMOCRATICO,14,,
AIDONE,,SINISTRA ECOLOGIA LIBERTA',11,,
AIDONE,,MODERATI,7,,
AIDONE,SILVIO BERLUSCONI AIDONE,IL POPOLO DELLA LIBERTA',484,,
AIDONE,,FRATELLI D'ITALIA,70,,
AIDONE,,MPA - PARTITO DEI SICILIANI,51,,
AIDONE,,GRANDE SUD,18,,
AIDONE,,LA DESTRA,16,,
AIDONE,,MIR - MODERATI IN RIVOLUZIONE,4,,
AIDONE,,LEGA NORD,2,,
AIDONE,,CANTIERE POPOLARE,1,,
AIDONE,GIUSEPPE PIERO GRILLO AIDONE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,439,,
AIDONE,MARIO MONTI AIDONE,CON MONTI PER L'ITALIA,161,,
AIDONE,ANTONIO INGROIA AIDONE,RIVOLUZIONE CIVILE,30,,
AIDONE,OSCAR FULVIO GIANNINO AIDONE,FARE PER FERMARE IL DECLINO,4,,
AIDONE,MARCO FERRANDO AIDONE,PARTITO COMUNISTA DEI LAVORATORI,8,,
AIDONE,ROBERTO FIORE AIDONE,FORZA NUOVA,18,,
AIDONE,GIACINTO MARCO PANNELLA AIDONE,LISTA AMNISTIA GIUSTIZIA LIBERTA',13,,
AIDONE,LUCA ROMAGNOLI AIDONE,FIAMMA TRICOLORE,5,,
AIDONE,FRANCO TORCHIA AIDONE,PRI,2,,
ASSORO,PIER LUIGI BERSANI ASSORO,PARTITO DEMOCRATICO,777,,
ASSORO,,IL MEGAFONO - LISTA CROCETTA,315,,
ASSORO,,SINISTRA ECOLOGIA LIBERTA',35,,
ASSORO,,CENTRO DEMOCRATICO,6,,
ASSORO,,MODERATI,4,,
ASSORO,SILVIO BERLUSCONI ASSORO,IL POPOLO DELLA LIBERTA',351,,
ASSORO,,FRATELLI D'ITALIA,44,,
ASSORO,,MPA - PARTITO DEI SICILIANI,41,,
ASSORO,,GRANDE SUD,16,,
ASSORO,,LA DESTRA,12,,
ASSORO,,MIR - MODERATI IN RIVOLUZIONE,10,,
ASSORO,,LEGA NORD,10,,
ASSORO,,CANTIERE POPOLARE,3,,
ASSORO,GIUSEPPE PIERO GRILLO ASSORO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,667,,
ASSORO,MARIO MONTI ASSORO,CON MONTI PER L'ITALIA,134,,
ASSORO,ANTONIO INGROIA ASSORO,RIVOLUZIONE CIVILE,78,,
ASSORO,OSCAR FULVIO GIANNINO ASSORO,FARE PER FERMARE IL DECLINO,3,,
ASSORO,MARCO FERRANDO ASSORO,PARTITO COMUNISTA DEI LAVORATORI,8,,
ASSORO,ROBERTO FIORE ASSORO,FORZA NUOVA,1,,
ASSORO,GIACINTO MARCO PANNELLA ASSORO,LISTA AMNISTIA GIUSTIZIA LIBERTA',5,,
