Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AGUGLIARO ,1130,968,19,55,
ALBETTONE ,1581,1335,14,51,
ALONTE ,1205,1048,8,26,
ALTAVILLA VICENTINA ,8811,7290,53,233,
ALTISSIMO ,1640,1334,10,55,
ARCUGNANO ,6254,5339,28,162,
ARSIERO ,2485,1887,18,100,
ARZIGNANO ,17094,14425,97,393,
ASIAGO ,5278,4132,37,191,
ASIGLIANO VENETO ,679,574,6,21,
BARBARANO VICENTINO ,3274,2635,24,89,
BASSANO DEL GRAPPA ,32435,26775,176,703,
BOLZANO VICENTINO ,4948,4182,26,117,
BREGANZE ,6669,5626,61,181,
BRENDOLA ,5036,4226,35,146,
BRESSANVIDO ,2381,2059,23,79,
BROGLIANO ,2917,2454,20,82,
CALDOGNO ,8619,7299,60,246,
CALTRANO ,2044,1676,18,82,
CALVENE ,1035,832,10,33,
CAMISANO VICENTINO ,7517,6265,44,188,
CAMPIGLIA DEI BERICI ,1402,1205,9,42,
CAMPOLONGO SUL BRENTA ,643,555,5,20,
CARRE' ,2740,2285,13,81,
CARTIGLIANO ,2880,2492,21,68,
CASSOLA ,10674,9154,74,281,
CASTEGNERO ,2101,1799,12,64,
CASTELGOMBERTO ,4463,3757,26,136,
CHIAMPO ,9083,7639,53,245,
CHIUPPANO ,2037,1708,20,64,
CISMON DEL GRAPPA ,768,583,4,22,
COGOLLO DEL CENGIO ,2627,2159,11,63,
CONCO ,1796,1437,9,70,
CORNEDO VICENTINO ,8812,7485,50,265,
COSTABISSARA ,5542,4747,37,149,
CREAZZO ,8262,6980,45,210,
CRESPADORO ,985,781,4,39,
DUEVILLE ,10755,8970,65,279,
ENEGO ,1480,1111,8,38,
FARA VICENTINO ,3127,2670,25,92,
FOZA ,601,457,10,25,
GALLIO ,1971,1519,10,74,
GAMBELLARA ,2338,1965,21,62,
GAMBUGLIANO ,682,560,5,28,
GRANCONA ,1468,1233,8,40,
GRISIGNANO DI ZOCCO ,3228,2688,15,80,
GRUMOLO DELLE ABBADESSE ,2775,2264,11,55,
ISOLA VICENTINA ,7551,6367,44,238,
LAGHI ,103,73,3,10,
LASTEBASSE ,185,144,2,11,
LONGARE ,4429,3761,21,134,
LONIGO ,10722,8764,86,261,
LUGO DI VICENZA ,2868,2409,24,68,
LUSIANA ,2175,1718,8,50,
MALO ,10924,9204,79,307,
MARANO VICENTINO ,7340,6064,61,200,
MAROSTICA ,10792,9329,65,300,
MASON VICENTINO ,2688,2311,17,79,
MOLVENA ,2059,1797,7,53,
MONTE DI MALO ,2325,1960,15,78,
MONTEBELLO VICENTINO ,4627,3812,25,125,
MONTECCHIO MAGGIORE ,16247,13371,109,454,
MONTECCHIO PRECALCINO ,3943,3282,40,138,
MONTEGALDA ,2500,2091,24,71,
MONTEGALDELLA ,1368,1149,11,50,
MONTEVIALE ,2136,1807,7,54,
MONTICELLO CONTE OTTO ,7119,6098,34,147,
MONTORSO VICENTINO ,2205,1848,19,81,
MOSSANO ,1393,1062,9,37,
MUSSOLENTE ,5684,4944,33,165,
NANTO ,2287,1973,18,80,
NOGAROLE VICENTINO ,904,763,2,25,
NOVE ,3893,3343,40,121,
NOVENTA VICENTINA ,6685,5517,68,200,
ORGIANO ,2416,1974,18,78,
PEDEMONTE ,635,517,7,40,
PIANEZZE ,1661,1470,6,43,
PIOVENE ROCCHETTE ,6044,4927,41,143,
POJANA MAGGIORE ,3375,2859,28,105,
POSINA ,446,310,4,18,
POVE DEL GRAPPA ,2438,2073,23,91,
POZZOLEONE ,2115,1811,19,78,
QUINTO VICENTINO ,4341,3695,31,102,
RECOARO TERME ,5481,4281,26,173,
ROANA ,3424,2678,10,94,
ROMANO D'EZZELINO ,10841,9240,60,269,
ROSA' ,10514,9011,83,288,
ROSSANO VENETO ,5812,5025,38,169,
ROTZO ,517,410,3,20,
SALCEDO ,839,722,9,45,
SAN GERMANO DEI BERICI ,913,765,5,18,
SAN NAZARIO ,1256,1059,9,38,
SAN PIETRO MUSSOLINO ,1028,875,5,31,
SAN VITO DI LEGUZZANO ,2748,2364,16,70,
SANDRIGO ,6432,5306,40,143,
SANTORSO ,4534,3875,21,111,
SARCEDO ,4159,3574,30,125,
SAREGO ,4572,3840,38,127,
SCHIAVON ,2048,1772,18,71,
SCHIO ,28851,23679,179,665,
SOLAGNA ,1390,1160,15,64,
SOSSANO ,3343,2706,33,117,
SOVIZZO ,5458,4683,35,124,
TEZZE SUL BRENTA ,9158,7933,52,240,
THIENE ,16891,13782,82,333,
TONEZZA DEL CIMONE ,474,396,9,16,
TORREBELVICINO ,4602,3897,28,142,
TORRI DI QUARTESOLO ,8731,7282,61,226,
TRISSINO ,6449,5455,52,177,
VALDAGNO ,20276,16705,129,525,
VALDASTICO ,1095,804,11,50,
VALLI DEL PASUBIO ,2651,2088,27,111,
VALSTAGNA ,1486,1182,15,59,
VELO D'ASTICO ,1852,1494,9,53,
VICENZA ,81624,65907,378,1476,
VILLAGA ,1525,1286,14,42,
VILLAVERLA ,4569,3920,27,101,
ZANE' ,5142,4505,38,133,
ZERMEGHEDO ,934,797,5,19,
ZOVENCEDO ,630,510,3,14,
ZUGLIANO ,5198,4463,35,109,
