Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUARO ,2098,1379,40,106,
ARENA ,1196,696,19,35,
BRIATICO ,3199,2157,38,134,
BROGNATURO ,551,388,8,20,
CAPISTRANO ,948,555,7,19,
CESSANITI ,2687,1709,42,100,
DASA' ,987,579,20,48,
DINAMI ,1932,1011,36,79,
DRAPIA ,1744,1308,31,84,
FABRIZIA ,1877,1064,56,111,
FILADELFIA ,4613,3254,120,220,
FILANDARI ,1416,916,26,67,
FILOGASO ,1157,782,38,53,
FRANCAVILLA ANGITOLA ,1617,1025,23,87,
FRANCICA ,1277,876,44,89,
GEROCARNE ,1805,1024,50,102,
IONADI ,2920,1812,26,124,
JOPPOLO ,1646,1013,29,70,
LIMBADI ,2753,1824,62,118,
MAIERATO ,1707,1090,33,84,
MILETO ,5286,3169,97,260,
MONGIANA ,673,371,14,29,
MONTEROSSO CALABRO ,1504,983,31,76,
NARDODIPACE ,1044,662,24,50,
NICOTERA ,5143,3009,84,187,
PARGHELIA ,1091,740,14,45,
PIZZO ,7195,4593,76,184,
PIZZONI ,1031,621,24,57,
POLIA ,926,592,25,40,
RICADI ,3869,2603,72,151,
ROMBIOLO ,3576,2459,81,214,
SAN CALOGERO ,3515,2122,73,175,
SAN COSTANTINO CALABRO ,1753,1171,39,73,
SAN GREGORIO D'IPPONA ,1854,1125,43,80,
SAN NICOLA DA CRISSA ,1186,732,41,76,
SANT'ONOFRIO ,2475,1629,39,85,
SERRA SAN BRUNO ,5363,3495,64,333,
SIMBARIO ,807,440,11,28,
SORIANELLO ,923,718,23,39,
SORIANO CALABRO ,1969,1258,21,67,
SPADOLA ,671,496,15,33,
SPILINGA ,1246,763,27,51,
STEFANACONI ,1979,1220,36,105,
TROPEA ,5365,3615,63,203,
VALLELONGA ,582,356,8,27,
VAZZANO ,914,596,26,40,
VIBO VALENTIA ,26772,17177,256,884,
ZACCANOPOLI ,647,467,18,38,
ZAMBRONE ,1365,1005,46,136,
ZUNGRI ,1601,1123,56,101,
