Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUAPENDENTE ,4641,3830,47,138,
ARLENA DI CASTRO ,695,597,10,23,
BAGNOREGIO ,3003,2356,53,145,
BARBARANO ROMANO ,897,736,11,35,
BASSANO IN TEVERINA ,1009,797,7,25,
BASSANO ROMANO ,3955,3045,61,137,
BLERA ,2647,2099,46,129,
BOLSENA ,3331,2595,50,172,
BOMARZO ,1419,1120,21,50,
CALCATA ,735,567,8,18,
CANEPINA ,2464,2087,65,129,
CANINO ,4162,3265,66,167,
CAPODIMONTE ,1467,1177,18,46,
CAPRANICA ,5044,4133,60,163,
CAPRAROLA ,4305,3351,67,153,
CARBOGNANO ,1605,1281,24,68,
CASTEL SANT'ELIA ,1934,1565,23,55,
CASTIGLIONE IN TEVERINA ,1777,1412,28,78,
CELLENO ,1100,880,13,38,
CELLERE ,1025,775,12,39,
CIVITA CASTELLANA ,12325,9617,110,329,
CIVITELLA D'AGLIANO ,1388,1108,26,69,
CORCHIANO ,2772,2288,45,119,
FABRICA DI ROMA ,6333,4875,83,202,
FALERIA ,1652,1228,24,64,
FARNESE ,1362,1005,18,46,
GALLESE ,2280,1826,43,109,
GRADOLI ,1149,891,5,36,
GRAFFIGNANO ,1975,1506,39,90,
GROTTE DI CASTRO ,2315,1837,50,114,
ISCHIA DI CASTRO ,1987,1570,44,115,
LATERA ,763,560,12,30,
LUBRIANO ,719,573,17,33,
MARTA ,2890,2217,42,106,
MONTALTO DI CASTRO ,6704,5415,120,302,
MONTE ROMANO ,1646,1243,20,43,
MONTEFIASCONE ,10926,8362,163,444,
MONTEROSI ,2971,2246,13,58,
NEPI ,7216,5694,78,217,
ONANO ,888,631,15,42,
ORIOLO ROMANO ,2991,2414,26,85,
ORTE ,6517,5206,74,184,
PIANSANO ,1799,1450,48,83,
PROCENO ,502,417,17,34,
RONCIGLIONE ,6822,5338,81,252,
SAN LORENZO NUOVO ,1728,1307,20,67,
SORIANO NEL CIMINO ,6776,5280,80,278,
SUTRI ,5236,4148,55,126,
TARQUINIA ,13474,10218,106,400,
TESSENNANO ,289,232,9,12,
TUSCANIA ,6614,5218,68,220,
VALENTANO ,2433,1856,24,86,
VALLERANO ,2106,1705,38,97,
VASANELLO ,3268,2638,50,141,
VEJANO ,1884,1504,31,93,
VETRALLA ,10973,8662,129,361,
VIGNANELLO ,3752,3037,67,172,
VILLA SAN GIOVANNI IN TUSCIA ,988,784,21,45,
VITERBO ,52046,40790,360,1291,
VITORCHIANO ,3827,3174,30,108,
