Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AGRA ,289,194,3,10,
ALBIZZATE ,4166,3291,35,112,
ANGERA ,4339,3456,30,100,
ARCISATE ,7702,5694,56,244,
ARSAGO SEPRIO ,3865,2935,35,119,
AZZATE ,3557,2807,24,98,
AZZIO ,602,468,4,13,
BARASSO ,1349,1076,9,35,
BARDELLO ,1178,933,17,38,
BEDERO VALCUVIA ,514,401,6,12,
BESANO ,2086,1438,16,54,
BESNATE ,4425,3479,34,128,
BESOZZO ,6824,5237,56,198,
BIANDRONNO ,2670,2148,20,89,
BISUSCHIO ,3447,2550,28,84,
BODIO LOMNAGO ,1635,1317,15,50,
BREBBIA ,2603,2052,15,80,
BREGANO ,643,471,1,17,
BRENTA ,1392,1025,11,37,
BREZZO DI BEDERO ,900,665,12,33,
BRINZIO ,689,539,4,12,
BRISSAGO-VALTRAVAGLIA ,966,653,8,25,
BRUNELLO ,803,650,6,29,
BRUSIMPIANO ,925,650,4,19,
BUGUGGIATE ,2525,1994,16,84,
BUSTO ARSIZIO ,63864,49485,473,1800,
CADEGLIANO-VICONAGO ,1488,924,10,29,
CADREZZATE ,1337,1060,11,37,
CAIRATE ,6257,4854,57,212,
CANTELLO ,3681,2675,34,107,
CARAVATE ,2048,1503,14,53,
CARDANO AL CAMPO ,11282,8825,90,340,
CARNAGO ,5169,4017,30,119,
CARONNO PERTUSELLA ,13079,10295,92,348,
CARONNO VARESINO ,3902,3023,23,116,
CASALE LITTA ,2135,1646,18,60,
CASALZUIGNO ,1018,727,9,36,
CASCIAGO ,3105,2515,19,98,
CASORATE SEMPIONE ,4536,3524,35,112,
CASSANO MAGNAGO ,16996,13470,111,464,
CASSANO VALCUVIA ,503,347,2,12,
CASTELLANZA ,11474,9081,81,311,
CASTELLO CABIAGLIO ,447,338,3,15,
CASTELSEPRIO ,1066,874,18,38,
CASTELVECCANA ,1602,1156,13,26,
CASTIGLIONE OLONA ,6286,4753,129,164,
CASTRONNO ,4159,3224,32,129,
CAVARIA CON PREMEZZO ,4358,3486,37,131,
CAZZAGO BRABBIA ,651,507,7,14,
CISLAGO ,7662,6170,66,263,
CITTIGLIO ,3068,2233,31,88,
CLIVIO ,1605,1170,19,56,
COCQUIO-TREVISAGO ,3701,2750,34,117,
COMABBIO ,906,726,11,27,
COMERIO ,2034,1628,14,43,
CREMENAGA ,617,405,7,15,
CROSIO DELLA VALLE ,487,386,2,25,
CUASSO AL MONTE ,2904,1946,18,70,
CUGLIATE-FABIASCO ,2380,1656,27,104,
CUNARDO ,2134,1496,25,67,
CURIGLIA CON MONTEVIASCO ,154,119,2,5,
CUVEGLIO ,2610,1851,25,78,
CUVIO ,1261,908,9,39,
DAVERIO ,2423,1894,16,98,
DUMENZA ,1185,840,14,44,
DUNO ,123,94,2,5,
FAGNANO OLONA ,9538,7457,79,287,
FERNO ,5334,4169,49,162,
FERRERA DI VARESE ,518,370,5,11,
GALLARATE ,37818,29394,244,887,
GALLIATE LOMBARDO ,778,653,4,16,
GAVIRATE ,7345,5772,53,210,
GAZZADA SCHIANNO ,3737,2959,31,129,
GEMONIO ,2119,1600,20,63,
GERENZANO ,8064,6368,56,227,
GERMIGNAGA ,3022,2139,28,72,
GOLASECCA ,2163,1578,10,55,
GORLA MAGGIORE ,4058,3266,38,126,
GORLA MINORE ,6522,5134,51,184,
GORNATE OLONA ,1764,1416,9,37,
GRANTOLA ,943,650,10,36,
INARZO ,855,689,2,22,
INDUNO OLONA ,8218,6058,69,202,
ISPRA ,3818,3004,28,111,
JERAGO CON ORAGO ,4033,3231,31,124,
LAVENA-PONTE TRESA ,4332,2950,50,111,
LAVENO-MOMBELLO ,7088,5237,46,206,
LEGGIUNO ,2795,2126,20,83,
LONATE CEPPINO ,3828,3046,32,120,
LONATE POZZOLO ,9176,7112,85,260,
LOZZA ,1003,831,8,41,
LUINO ,11583,7976,97,297,
LUVINATE ,1027,832,8,34,
MACCAGNO ,1601,1142,20,48,
MALGESSO ,1011,750,12,36,
MALNATE ,12809,9510,71,348,
MARCHIROLO ,2572,1651,33,88,
MARNATE ,5954,4748,69,187,
MARZIO ,275,206,2,6,
MASCIAGO PRIMO ,224,171,1,6,
MERCALLO ,1444,1156,15,48,
MESENZANA ,1139,772,16,44,
MONTEGRINO VALTRAVAGLIA ,1143,775,9,28,
MONVALLE ,1464,1167,17,57,
MORAZZONE ,3427,2721,28,114,
MORNAGO ,3863,2970,33,117,
OGGIONA CON SANTO STEFANO ,3356,2683,32,96,
OLGIATE OLONA ,9553,7791,68,261,
ORIGGIO ,6070,4996,44,211,
ORINO ,662,486,4,14,
OSMATE ,528,411,7,17,
PINO SULLA SPONDA DEL LAGO MAGGIORE ,191,123,8,13,
PORTO CERESIO ,2371,1696,16,49,
PORTO VALTRAVAGLIA ,1892,1309,29,48,
RANCIO VALCUVIA ,727,499,5,21,
RANCO ,902,696,6,23,
SALTRIO ,2496,1743,24,85,
SAMARATE ,12742,10076,111,347,
SANGIANO ,1179,850,6,36,
SARONNO ,29797,23816,154,711,
SESTO CALENDE ,8273,6530,65,200,
SOLBIATE ARNO ,3319,2636,25,86,
SOLBIATE OLONA ,4495,3546,31,131,
SOMMA LOMBARDO ,13394,10123,90,387,
SUMIRAGO ,4954,3829,28,118,
TAINO ,2751,2178,23,80,
TERNATE ,2020,1574,18,55,
TRADATE ,14202,10988,97,371,
TRAVEDONA-MONATE ,3139,2446,34,105,
TRONZANO LAGO MAGGIORE ,188,119,2,5,
UBOLDO ,8087,6413,56,252,
VALGANNA ,1235,887,9,27,
VARANO BORGHI ,1902,1471,24,61,
VARESE ,61637,45633,369,1287,
VEDANO OLONA ,5763,4473,36,158,
VEDDASCA ,232,115,1,3,
VENEGONO INFERIORE ,4903,3860,43,132,
VENEGONO SUPERIORE ,5643,4351,43,166,
VERGIATE ,7108,5469,65,217,
VIGGIU' ,4236,2914,32,108,
VIZZOLA TICINO ,465,369,4,17,
